level_0,ObjID,FieldID,FieldMJD,AstRange(km),AstRangeRate(km/s),AstRA(deg),AstRARate(deg/day),AstDec(deg),AstDecRate(deg/day),Ast-Sun(J2000x)(km),Ast-Sun(J2000y)(km),Ast-Sun(J2000z)(km),Ast-Sun(J2000vx)(km/s),Ast-Sun(J2000vy)(km/s),Ast-Sun(J2000vz)(km/s),Obs-Sun(J2000x)(km),Obs-Sun(J2000y)(km),Obs-Sun(J2000z)(km),Obs-Sun(J2000vx)(km/s),Obs-Sun(J2000vy)(km/s),Obs-Sun(J2000vz)(km/s),Sun-Ast-Obs(deg),V(H=0,r,u-r,g-r,i-r,z-r,y-r,GS,FORMAT,q,e,incl,node,argperi,t_p,H,t_0,optFilter,seeingFwhmGeom,seeingFwhmEff,fiveSigmaDepth,fieldRA,fieldDec,rotSkyPos,MagnitudeInFilter,detectorID,detection_probability,AstrometricSigma(mas),PhotometricSigma(mag),SNR,AstrometricSigma(deg),dmagDetect,dmagVignet,AstRATrue(deg),AstDecTrue(deg),counter
185,S1000000a,1226245,62376.972336,454122510.784,23.741,245.1613279039248,0.165951,-2.1004635490293135,-0.074192,-53137716.641,-469298403.712,-41554681.336,16.204,-3.027,3.062,137494956.716,-57461791.942,-24910240.37,12.258,24.668,10.733,18.573021,5.87,20.07071850585314,0.0,0.0,0.0,0.0,0.0,0.15,COM,3.01822,0.05208,22.56035,211.00286,335.42134,51575.94061,14.2,54800.0,z,1.0760475956300721,1.245799994683786,22.16764895913785,245.00228293266764,-1.2553501700736305,126.69446006088036,20.0773720028994,127.0,0.9999999992181081,22.405277444779763,0.0332043442591211,32.201167568719825,6.22368817910549e-06,0.0,0.00452000605673235,245.161327,-2.100469,92
186,S1000000a,1226266,62376.983086,454144573.844,23.767,245.16310907028816,0.166059,-2.101264985657737,-0.074183,-53122667.292,-469301214.964,-41551837.833,16.204,-3.027,3.062,137506342.581,-57438867.291,-24900271.063,12.259,24.696,10.734,18.572903,5.87,20.07082408608735,0.0,0.0,0.0,0.0,0.0,0.15,COM,3.01822,0.05208,22.56035,211.00286,335.42134,51575.94061,14.2,54800.0,i,1.3184836935880335,1.5407344204233984,23.024553974970615,245.00228293266764,-1.2553501700736305,132.38380875420407,20.10553741201965,127.0,0.9999999999998515,15.71678806681859,0.01651488492716137,65.24415402493172,4.365774463005164e-06,0.0,0.004545294477508186,245.163112,-2.101266,92
187,S1000000a,1226315,62377.005344,454190330.401,23.821,245.16680980062566,0.166343,-2.102908971137195,-0.074166,-53091508.618,-469307033.837,-41545950.443,16.204,-3.026,3.062,137529913.334,-57391317.98,-24879627.776,12.254,24.757,10.736,18.572656,5.87,20.071042945633582,0.0,0.0,0.0,0.0,0.0,0.15,COM,3.01822,0.05208,22.56035,211.00286,335.42134,51575.94061,14.2,54800.0,i,1.8774346261800485,2.220723389513441,22.658197302042463,245.00228293266764,-1.2553501700736305,142.26432069007996,20.013289576339105,127.0,0.9999999999941906,25.270141476221852,0.02214102120884063,48.53901316933131,7.019483743394959e-06,0.0,0.004596554010570445,245.166811,-2.102917,92
188,S1000000a,1226365,62377.029399,454239895.682,23.874,245.1708198878494,0.166739,-2.1047007246231777,-0.07415,-53057831.838,-469313320.486,-41539587.097,16.205,-3.024,3.062,137555369.987,-57339795.384,-24857312.364,12.241,24.822,10.738,18.572382,5.87,20.071279771227353,0.0,0.0,0.0,0.0,0.0,0.15,COM,3.01822,0.05208,22.56035,211.00286,335.42134,51575.94061,14.2,54800.0,z,1.4038666546489997,1.6446066358260338,22.306807599230392,245.00228293266764,-1.2553501700736305,150.24869375126033,20.082567932085507,131.0,0.9999999998044644,25.31635458020927,0.02957229083845757,36.21691624364417,7.032320716724797e-06,0.0,0.004652300632633284,245.170817,-2.104701,92
189,S1000000a,1227195,62377.973012,456168028.136,23.74,245.33352969674007,0.169662,-2.1748514557438297,-0.074373,-51736592.256,-469557930.818,-41289800.446,16.21,-2.977,3.066,138501350.851,-55312700.341,-23978607.212,11.803,24.865,10.815,18.556333,5.879,20.08030186771523,0.0,0.0,0.0,0.0,0.0,0.15,COM,3.01822,0.05208,22.56035,211.00286,335.42134,51575.94061,14.2,54800.0,r,0.7686301541400776,0.8718128395864692,23.813922334571465,245.3033567954064,-3.1082542425868867,193.20416879413992,20.075025860575224,45.0,1.0,10.741356505235695,0.009192802359538652,117.60791187335248,2.9837101403432485e-06,0.0,0.006711616808796878,245.333526,-2.174849,95
190,S1000000a,1227216,62377.983808,456190185.08,23.766,245.33535691184153,0.169775,-2.17565382683463,-0.074363,-51721472.647,-469560707.076,-41286940.502,16.21,-2.976,3.066,138512360.929,-55289492.453,-23968518.249,11.803,24.894,10.816,18.55618,5.879,20.080406311281948,0.0,0.0,0.0,0.0,0.0,0.15,COM,3.01822,0.05208,22.56035,211.00286,335.42134,51575.94061,14.2,54800.0,i,0.8473717648942519,0.9676055533993333,23.55015392253456,245.3033567954064,-3.1082542425868867,199.29132321734576,20.065064574358544,45.0,0.9999999999999991,11.290482700028662,0.011136244960223833,96.99657332391118,3.136245194452406e-06,0.0,0.006695187853232025,245.335358,-2.175652,95
191,S1000000a,1229673,62386.977245,474491464.398,23.54,247.04317592258238,0.201418,-2.84798070764523,-0.074587,-39109049.121,-471696655.111,-38889404.386,16.254,-2.522,3.105,145731769.786,-35325022.276,-15313732.54,7.529,26.321,11.415,18.270392,5.959,20.15984945302634,0.0,0.0,0.0,0.0,0.0,0.15,COM,3.01822,0.05208,22.56035,211.00286,335.42134,51575.94061,14.2,54800.0,r,1.1025517014472295,1.278043432417554,23.393513209811815,246.00358494587076,-3.6526902180208047,216.43140103535333,20.143447940025844,76.0,0.9999999999999909,12.901413605986495,0.013296826232991844,81.15480664556166,3.5837260016629154e-06,0.0,0.027347469880758014,247.043176,-2.847982,96
192,S1000000a,1229694,62386.987978,474513304.524,23.565,247.0453407766919,0.201565,-2.8487833711663186,-0.074573,-39093978.307,-471698993.278,-38886525.44,16.254,-2.521,3.105,145738749.163,-35300601.776,-15303147.541,7.524,26.349,11.415,18.269953,5.959,20.159939088311067,0.0,0.0,0.0,0.0,0.0,0.15,COM,3.01822,0.05208,22.56035,211.00286,335.42134,51575.94061,14.2,54800.0,i,0.9152992568433334,1.050242404918897,23.416651265282354,246.00358494587076,-3.6526902180208047,220.50967001441992,20.14192403858127,76.0,0.9999999999999929,12.008544040062686,0.01306563579469425,82.59961522947826,3.3357066777951904e-06,0.0,0.027443738981936108,247.045339,-2.848782,96
305,S1000001a,965965,61877.179415,171798238.697,-2.836,213.31224981843903,-0.23089,-13.055545563025698,0.129987,-274442616.836,-152975978.976,-65279263.496,10.006,-17.506,-5.632,-134583623.715,-61062978.173,-26470816.033,12.835,-24.987,-10.667,4.286961,2.34,22.91942110571073,0.0,0.0,0.0,0.0,0.0,0.15,COM,2.10974,0.07518,4.91571,209.40298,322.66447,54205.77161,20.57,54800.0,r,0.7326356991227176,0.8280239648694862,24.08013289672501,212.89148666286084,-13.788448499611405,69.36292930702257,23.03006080295566,101.0,0.9999908990068331,32.47571088499188,0.07375271310839139,14.226965572752164,9.021030801386632e-06,0.0,0.0038504736627067997,213.312252,-13.055543,13
306,S1000001a,966015,61877.203892,171792314.077,-2.766,213.3065826862935,-0.231288,-13.052355157662449,0.130418,-274421453.67,-153012999.474,-65291173.678,10.008,-17.504,-5.631,-134556406.13,-61115791.799,-26493373.187,12.904,-24.958,-10.665,4.272862,2.339,22.918489732021282,0.0,0.0,0.0,0.0,0.0,0.15,COM,2.10974,0.07518,4.91571,209.40298,322.66447,54205.77161,20.57,54800.0,g,0.8526625927408191,0.9740420836263006,24.11262555299263,212.89148666286084,-13.788448499611405,89.66371280355904,22.9152690025947,61.0,0.9999934847483701,36.31154629448377,0.07166416086493614,14.655837263140477,1.0086540637356602e-05,0.0,0.0038525503065571765,213.306595,-13.052356,13
307,S1000001a,966178,61877.281342,171774548.503,-2.545,213.2886820753574,-0.230694,-13.042185487712535,0.131776,-274354457.211,-153130120.752,-65328851.867,10.016,-17.5,-5.63,-134469415.318,-61282360.416,-26564719.745,13.086,-24.814,-10.659,4.228221,2.336,22.91554202673263,0.0,0.0,0.0,0.0,0.0,0.15,COM,2.10974,0.07518,4.91571,209.40298,322.66447,54205.77161,20.57,54800.0,i,0.771259077147488,0.8750110427585012,23.579437943087793,212.89148666286084,-13.788448499611405,153.56277743067326,22.967649848184934,46.0,0.9986933212895525,51.71628887886093,0.11296320576321808,9.120083279270354,1.4365635799683591e-05,0.0,0.003870811974713298,213.288687,-13.042202,13
308,S1000001a,966976,61878.308311,171555800.881,-2.037,213.06155972632786,-0.232006,-12.907265647401063,0.133346,-273461439.751,-154680514.678,-65827344.033,10.113,-17.446,-5.606,-133315985.049,-63454752.665,-27506290.441,13.589,-24.534,-10.566,3.646116,2.301,22.87560798770179,0.0,0.0,0.0,0.0,0.0,0.15,COM,2.10974,0.07518,4.91571,209.40298,322.66447,54205.77161,20.57,54800.0,r,0.7258386102368248,0.819755000288108,24.045220323609296,213.2842324246399,-14.346343744734197,182.60316337974808,22.902764946480943,14.0,0.9999916740356009,31.973884206498553,0.07319065604922757,14.339972578216578,8.881634501805153e-06,0.0,0.04243726044057289,213.061564,-12.907265,15
309,S1000001a,967026,61878.332147,171551665.343,-1.98,213.05605088978757,-0.230977,-12.904074171173834,0.133682,-273440610.46,-154716440.857,-65838889.199,10.115,-17.444,-5.606,-133287965.29,-63505214.606,-27528047.381,13.621,-24.472,-10.564,3.632369,2.3,22.874637832810826,0.0,0.0,0.0,0.0,0.0,0.15,COM,2.10974,0.07518,4.91571,209.40298,322.66447,54205.77161,20.57,54800.0,g,0.7527950563723086,0.8525487303799375,24.232695409249573,213.2842324246399,-14.346343744734197,186.12157849930617,22.819977072383555,13.0,0.9999987351753086,28.468284033179433,0.06225169288127649,16.9458488823608,7.907856675883175e-06,0.0,0.04300328538415826,213.056046,-12.904082,15
311,S1000001a,970480,61883.250594,171053276.971,0.026,211.94658465934592,-0.239214,-12.246084961694264,0.135777,-269043638.563,-162072587.386,-68196983.583,10.577,-17.175,-5.492,-127200495.189,-73622933.154,-31914709.503,15.717,-23.489,-10.071,0.861652,2.092,22.629667890582503,0.0,0.0,0.0,0.0,0.0,0.15,COM,2.10974,0.07518,4.91571,209.40298,322.66447,54205.77161,20.57,54800.0,g,0.8689864350404974,0.9939007725553497,24.50747423857619,211.0172726947392,-13.105468182393404,279.1403003194682,22.594275066491488,133.0,0.9999999930049528,21.948979858678022,0.03994301930362306,26.685192202297976,6.096938849632784e-06,0.0,0.022396075080719603,211.946581,-12.246089,16
312,S1000001a,970530,61883.27441,171053398.502,0.091,211.94088808593045,-0.238541,-12.242856073672819,0.136127,-269021872.728,-162107925.274,-68208282.967,10.579,-17.173,-5.491,-127168106.626,-73671209.009,-31935429.426,15.763,-23.434,-10.068,0.848738,2.091,22.628220205899318,0.0,0.0,0.0,0.0,0.0,0.15,COM,2.10974,0.07518,4.91571,209.40298,322.66447,54205.77161,20.57,54800.0,r,0.6152707321112987,0.6852441996487818,24.410968882970728,211.0172726947392,-13.105468182393404,287.9756744390606,22.63339777126642,164.0,0.9999999819024051,18.044081973989048,0.04329892430655179,24.578685309404896,5.012244992774736e-06,0.0,0.022235952604450628,211.940892,-12.242851,16
313,S1000001a,972336,61885.204998,171109408.663,0.79,211.50163859646662,-0.23954,-11.98210250241268,0.135243,-267242326.726,-164963410.584,-69120410.487,10.758,-17.064,-5.445,-124528771.108,-77502798.584,-33597028.827,16.476,-23.059,-9.854,0.46648,2.049,22.58472829832556,0.0,0.0,0.0,0.0,0.0,0.15,COM,2.10974,0.07518,4.91571,209.40298,322.66447,54205.77161,20.57,54800.0,r,0.7100718064583816,0.8005739737936516,24.278730337754354,211.31596889797146,-10.432969831788148,147.57025119926797,22.57314231770794,162.0,0.9999999560415268,21.226773109883915,0.046696997194571314,22.754248298699512,5.8963258638566435e-06,0.0,0.05947177192892333,211.501645,-11.98211,17
314,S1000001a,972339,61885.20642,171109505.968,0.794,211.50130337307803,-0.239532,-11.981912967375274,0.135265,-267241005.351,-164965506.575,-69121079.336,10.758,-17.064,-5.445,-124526747.116,-77505630.757,-33598239.201,16.48,-23.057,-9.854,0.467065,2.049,22.58480280846308,0.0,0.0,0.0,0.0,0.0,0.15,COM,2.10974,0.07518,4.91571,209.40298,322.66447,54205.77161,20.57,54800.0,r,0.6274242365510667,0.7000294848553122,24.429554020297704,212.80572015352107,-12.860216767004378,146.38587094062515,22.61574371729207,113.0,0.9999999902647462,17.626904867912188,0.04107811756865805,25.93416445485795,4.896362463308941e-06,0.0,0.05736570111569494,211.501305,-11.981917,17
315,S1000001a,972386,61885.229514,171111157.652,0.861,211.49578830738173,-0.23926,-11.978809533079708,0.135613,-267219537.114,-164999554.949,-69131944.343,10.76,-17.063,-5.445,-124493808.244,-77551594.895,-33617899.313,16.534,-23.013,-9.852,0.476682,2.05,22.586026763977447,0.0,0.0,0.0,0.0,0.0,0.15,COM,2.10974,0.07518,4.91571,209.40298,322.66447,54205.77161,20.57,54800.0,i,0.9433161487620572,1.084326215038999,23.48839600739344,211.31596889797146,-10.432969831788148,166.49865956886703,22.665632642642723,167.0,0.9998794942329916,51.08558921967354,0.09208375827330419,11.297812844991055,1.4190441449909317e-05,0.0,0.05880421755496686,211.495775,-11.978789,17
316,S1000001a,973234,61886.168781,171190600.013,1.132,211.28290075162678,-0.238804,-11.852022470631724,0.13453,-266342829.733,-166382076.644,-69572891.988,10.846,-17.009,-5.422,-123159939.372,-79384045.487,-34412935.478,16.806,-22.845,-9.743,0.943629,2.104,22.642269076112242,0.0,0.0,0.0,0.0,0.0,0.15,COM,2.10974,0.07518,4.91571,209.40298,322.66447,54205.77161,20.57,54800.0,i,0.86314493018227,0.9867943189565329,23.605037783599986,210.75816060791013,-12.599153935571879,88.83002989733001,22.772917367601558,61.0,0.999934125092281,44.564510592817015,0.08742920152574876,11.925171575939853,1.2379030720226948e-05,0.0,0.005868834819539315,211.282898,-11.85203,19
317,S1000001a,973284,61886.193325,171193075.666,1.203,211.27702929779764,-0.238894,-11.848737762556766,0.134896,-266319826.594,-166418144.869,-69584389.935,10.849,-17.008,-5.422,-123124230.108,-79432454.446,-34433593.483,16.871,-22.809,-9.74,0.957074,2.105,22.643805795661798,0.0,0.0,0.0,0.0,0.0,0.15,COM,2.10974,0.07518,4.91571,209.40298,322.66447,54205.77161,20.57,54800.0,r,1.0036359037890288,1.1577079121521032,23.883741800220292,210.75816060791013,-12.599153935571879,113.16776506931953,22.67152466842439,57.0,0.9999958787917242,40.69925881298499,0.06889839192814629,15.263800790376024,1.1305349670273608e-05,0.0,0.0058498274956978,211.277035,-11.848723,19
318,S1000001a,974399,61887.25942,171325372.612,1.837,211.0347974598265,-0.236546,-11.705149252218096,0.135473,-265316058.91,-167981918.157,-70082608.542,10.946,-16.946,-5.396,-121567952.824,-81490482.7,-35324941.434,17.435,-22.398,-9.615,1.547199,2.16,22.7075074217035,0.0,0.0,0.0,0.0,0.0,0.15,COM,2.10974,0.07518,4.91571,209.40298,322.66447,54205.77161,20.57,54800.0,r,0.8888032031266608,1.0180087629278112,23.97893831803042,209.8552434817255,-12.8677856956099,290.0494439413107,22.679956947340354,166.0,0.9999969922310631,35.41696954053315,0.06705907759605179,15.695888358539404,9.838047094592543e-06,0.0,0.07461270162660658,211.034797,-11.705143,20
319,S1000001a,974402,61887.26078,171325588.689,1.84,211.03448022959276,-0.236499,-11.704963628064162,0.135491,-265314772.378,-167983909.893,-70083242.752,10.946,-16.946,-5.396,-121565903.502,-81493114.94,-35326071.437,17.437,-22.394,-9.614,1.547975,2.16,22.70758685431993,0.0,0.0,0.0,0.0,0.0,0.15,COM,2.10974,0.07518,4.91571,209.40298,322.66447,54205.77161,20.57,54800.0,r,0.893406982339268,1.0236094675660194,23.97280929265999,211.32361565804604,-10.426740473131336,286.16170551211616,22.762028628359687,66.0,0.9999967995770462,35.76664536266977,0.06741769502828904,15.609791868497306,9.93517926740827e-06,0.0,0.027032457708940846,211.034475,-11.704959,20
320,S1000001a,974561,61887.33268,171337569.263,2.008,211.017588975294,-0.233009,-11.695170072614465,0.136274,-265246752.273,-168089169.425,-70116758.258,10.953,-16.942,-5.394,-121457261.001,-81631654.479,-35385770.892,17.527,-22.204,-9.606,1.588902,2.163,22.711766965686063,0.0,0.0,0.0,0.0,0.0,0.15,COM,2.10974,0.07518,4.91571,209.40298,322.66447,54205.77161,20.57,54800.0,r,1.075917506454335,1.2456417353459064,23.612793085970644,211.32361565804604,-10.426740473131336,298.50939765982963,22.732304394752777,56.0,0.9998778649728487,58.07560992618611,0.09218999916843872,11.284233194839,1.613211386838503e-05,0.0,0.026572720856638168,211.017585,-11.695187,20
321,S1000001a,976280,61890.213431,171913868.703,3.037,210.37505649538693,-0.232072,-11.311002634309466,0.132735,-262488033.838,-172285099.029,-71450678.72,11.214,-16.774,-5.324,-117052835.485,-87043929.091,-37732392.471,18.56,-21.628,-9.248,3.215894,2.286,22.85683370511907,0.0,0.0,0.0,0.0,0.0,0.15,COM,2.10974,0.07518,4.91571,209.40298,322.66447,54205.77161,20.57,54800.0,r,1.170608046452528,1.360837039479961,23.695499809642904,209.58798778781653,-12.774254660024683,256.228037034866,22.902586022363476,117.0,0.9997721650070592,66.57572131662053,0.09725800748892438,10.670927207174618,1.849325592128348e-05,0.0,0.07771703174298003,210.375038,-11.311022,22
322,S1000001a,976330,61890.237429,171920236.315,3.104,210.3694653912959,-0.231481,-11.307859418511537,0.133042,-262464779.774,-172319876.244,-71461717.414,11.216,-16.772,-5.324,-117014299.992,-87088721.162,-37751565.572,18.61,-21.576,-9.246,3.229697,2.287,22.857926050682575,0.0,0.0,0.0,0.0,0.0,0.15,COM,2.10974,0.07518,4.91571,209.40298,322.66447,54205.77161,20.57,54800.0,i,1.0599195503498415,1.226179501642143,23.336746910509373,209.58798778781653,-12.774254660024683,268.35376063436917,22.639603205278775,121.0,0.9917414105827499,83.00211605166457,0.13227872361448959,7.718093114452455,2.3056143347684604e-05,0.0,0.07777447236066112,210.369475,-11.307833,22
353,S1000002a,167334,60476.373458,310623003.235,-15.591,312.91147775216825,-0.054322,-17.717729374315923,-0.019283,186690571.804,-355476507.791,-154685928.759,16.636,6.524,2.4,-14770890.149,-138765211.151,-60154702.785,29.378,-2.412,-1.192,14.720233,4.704,19.35792667125177,0.0,0.0,0.0,0.0,0.0,0.15,COM,2.80523,0.07777,1.24945,112.52284,139.86858,54468.71747,14.65,54800.0,i,0.9809534549376113,1.1301136921382133,23.469031900210865,313.11339741479696,-18.03554997470983,155.5106014151168,19.35715801956323,92.0,1.0,10.714565706496199,0.007074049452017264,152.98211134214384,2.9762682518045e-06,0.0,-0.0,312.911475,-17.717729,2
354,S1000002a,167375,60476.393499,310596051.06,-15.539,312.9103862104442,-0.054176,-17.71811371096039,-0.019083,186719378.895,-355465208.943,-154681772.442,16.635,6.525,2.4,-14720058.269,-138769357.369,-60156763.65,29.334,-2.378,-1.188,14.714981,4.704,19.357567863747178,0.0,0.0,0.0,0.0,0.0,0.15,COM,2.80523,0.07777,1.24945,112.52284,139.86858,54468.71747,14.65,54800.0,z,0.8665592013261242,0.990947933486769,22.966488898241405,313.11339741479696,-18.03554997470983,165.07218347862454,19.36490593686957,92.0,0.9999999999999998,11.108857388515016,0.010056161907250408,107.46802761316668,3.0857937190319487e-06,0.0,-0.0,312.910388,-17.718113,2
355,S1000002a,167422,60476.415028,310567196.583,-15.486,312.9092190404783,-0.053907,-17.718517901108733,-0.018881,186750322.545,-355453069.698,-154677306.851,16.635,6.526,2.401,-14665541.354,-138773752.321,-60158969.636,29.284,-2.349,-1.184,14.709345,4.704,19.357183274267722,0.0,0.0,0.0,0.0,0.0,0.15,COM,2.80523,0.07777,1.24945,112.52284,139.86858,54468.71747,14.65,54800.0,z,0.9338347584951301,1.0727916770013748,22.851320737155053,313.11339741479696,-18.03554997470983,170.68932013131985,19.34193930990352,92.0,0.9999999999999993,11.497005163669941,0.010937406330341737,98.76899976562146,3.193612545463873e-06,0.0,-0.0,312.909224,-17.718522,2
356,S1000002a,167467,60476.438552,310535776.305,-15.432,312.9079626364198,-0.053491,-17.718960718657325,-0.018681,186784133.465,-355439802.793,-154672426.276,16.634,6.528,2.401,-14606079.265,-138778499.672,-60161370.864,29.227,-2.324,-1.179,14.703195,4.703,19.356764042827994,0.0,0.0,0.0,0.0,0.0,0.15,COM,2.80523,0.07777,1.24945,112.52284,139.86858,54468.71747,14.65,54800.0,r,1.2111944479059311,1.4102122237298431,23.484793397859562,313.11339741479696,-18.03554997470983,173.94189271369254,19.36001802711985,92.0,1.0,11.047869518098802,0.006993866674396952,154.74172959023818,3.068852643916334e-06,0.0,-0.0,312.90796,-17.718963,2
358,S1000002a,172469,60488.243636,296442671.617,-11.947,311.9393067523979,-0.121669,-18.061287916138085,-0.038244,203584602.376,-348476220.682,-152089980.819,16.303,7.124,2.661,15221745.954,-138831909.608,-60182619.41,29.523,2.776,1.134,11.284371,4.482,19.140702214769664,0.0,0.0,0.0,0.0,0.0,0.15,COM,2.80523,0.07777,1.24945,112.52284,139.86858,54468.71747,14.65,54800.0,i,1.0365117460746873,1.197702854105459,22.947286705211752,310.4515106399855,-18.04466815325778,59.35530161920422,19.144345803068045,25.0,1.0,11.189302469233128,0.008728837227994956,123.88564546349602,3.10813957478698e-06,0.0,0.0369160712530886,311.939307,-18.06129,5
359,S1000002a,172518,60488.268552,296417023.995,-11.88,311.93627504291265,-0.122088,-18.06223784074425,-0.037963,203619699.653,-348460883.564,-152084251.346,16.303,7.125,2.662,15285269.463,-138825860.072,-60180171.93,29.493,2.844,1.139,11.2762,4.481,19.140226343795618,0.0,0.0,0.0,0.0,0.0,0.15,COM,2.80523,0.07777,1.24945,112.52284,139.86858,54468.71747,14.65,54800.0,z,0.7817428511995942,0.8877650257902606,22.893507608983885,313.0579105584556,-19.35913033352355,67.77406399026165,19.137412054582136,184.0,1.0,10.745444907502879,0.00906492171971444,119.27406372803466,2.9848458076396886e-06,0.0,0.08219816324165816,311.93627,-18.062239,5
360,S1000002a,172519,60488.26903,296416533.116,-11.879,311.93621071332217,-0.122095,-18.062259692460447,-0.037957,203620373.321,-348460589.146,-152084141.359,16.303,7.125,2.662,15286488.121,-138825742.549,-60180124.847,29.492,2.845,1.139,11.276043,4.481,19.140217213303092,0.0,0.0,0.0,0.0,0.0,0.15,COM,2.80523,0.07777,1.24945,112.52284,139.86858,54468.71747,14.65,54800.0,z,0.7807484870841915,0.8865553370853911,22.914379714897738,310.4515106399855,-18.04466815325778,78.01968741466577,19.14423965677594,14.0,1.0,10.722522350543148,0.008931437380460743,121.06412021029139,2.97847843070643e-06,0.0,0.03664875323110416,311.936212,-18.062257,5
361,S1000002a,172726,60488.368964,296315152.438,-11.608,311.92399307051517,-0.122039,-18.065991100870566,-0.036819,203761127.981,-348399046.98,-152061149.409,16.3,7.13,2.664,15540364.399,-138800202.777,-60170199.954,29.298,3.051,1.16,11.243251,4.479,19.138317896418013,0.0,0.0,0.0,0.0,0.0,0.15,COM,2.80523,0.07777,1.24945,112.52284,139.86858,54468.71747,14.65,54800.0,z,1.579471567278634,1.858237916397365,22.06336876882431,310.4515106399855,-18.04466815325778,167.7079282135593,19.137609756084707,73.0,0.9999999999998019,17.91092246735478,0.016891925264698335,63.77675283252758,4.975256240931883e-06,0.0,0.03559433814232544,311.92399,-18.065993,5
362,S1000002a,173572,60489.282879,295398133.936,-11.467,311.81663691343647,-0.127579,-18.101066924706032,-0.039084,205047196.176,-347834237.155,-151850013.084,16.273,7.175,2.684,17838194.435,-138574665.092,-60071546.096,29.417,3.337,1.338,10.947228,4.462,19.121100262713306,0.0,0.0,0.0,0.0,0.0,0.15,COM,2.80523,0.07777,1.24945,112.52284,139.86858,54468.71747,14.65,54800.0,i,1.7170606750571158,2.0256212591935716,22.604644910405366,313.45673964180185,-17.694459528460907,106.82183024513729,19.13245485509809,178.0,0.9999999999999993,14.509450299851844,0.011023246041144227,97.99598993587279,4.030402861069956e-06,0.0,0.06984606003351446,311.816634,-18.101066,7
363,S1000002a,173622,60489.307238,295374072.837,-11.399,311.81353130113087,-0.127703,-18.102012626121596,-0.038796,205081445.001,-347819134.137,-151844364.219,16.272,7.177,2.684,17900061.044,-138567580.365,-60068725.025,29.374,3.394,1.343,10.939108,4.461,19.12063404358307,0.0,0.0,0.0,0.0,0.0,0.15,COM,2.80523,0.07777,1.24945,112.52284,139.86858,54468.71747,14.65,54800.0,z,1.5072052987191866,1.7703227478335604,22.269610092865694,313.45673964180185,-17.694459528460907,138.8589283993775,19.11687016633636,185.0,0.9999999999999789,15.539778606847227,0.014187790851744618,76.02718213144246,4.316605168568674e-06,0.0,0.07042839178287451,311.813525,-18.102015,7
387,S1000002a,204411,60563.161884,325122672.128,19.501,300.4866098884499,-0.029604,-21.098353680748797,-0.005951,301020486.004,-291064473.772,-129899810.59,13.654,10.488,4.144,147131116.147,-29672497.501,-12865381.693,6.058,26.965,11.529,15.112309,4.858,19.51094013478665,0.0,0.0,0.0,0.0,0.0,0.15,COM,2.80523,0.07777,1.24945,112.52284,139.86858,54468.71747,14.65,54800.0,z,0.7066106355932086,0.796363303641373,23.11783436321033,298.7501374961861,-21.26128420702064,294.5526754007189,19.51425769209083,186.0,0.9999999999999998,10.752185390396942,0.010070974908943637,107.3092239514517,2.986718163999151e-06,0.0,0.07266351486083547,300.486609,-21.098357,15
388,S1000002a,204456,60563.183796,325159636.112,19.547,300.4859716051975,-0.028881,-21.098481502661308,-0.005693,301046334.433,-291044617.967,-129891964.336,13.653,10.489,4.145,147142525.149,-29621426.207,-12843554.327,5.994,26.985,11.53,15.11729,4.858,19.511366625484506,0.0,0.0,0.0,0.0,0.0,0.15,COM,2.80523,0.07777,1.24945,112.52284,139.86858,54468.71747,14.65,54800.0,i,0.8746145685461691,1.0007476502994759,23.46782850527331,302.0591976184917,-21.79046581719584,295.6288081438476,19.50071813502983,29.0,1.0,10.7024572298849,0.00786147450330879,137.6090720113343,2.9729047860791384e-06,0.0,0.07111516633581565,300.485968,-21.098484,15
389,S1000002a,211267,60573.101906,342735599.28,21.789,300.5459761307897,0.030106,-21.109024797305274,0.005889,312569606.144,-281890955.629,-126266185.479,13.241,10.874,4.317,150069784.088,-6526589.488,-2832095.064,1.16,27.517,11.783,17.037901,5.043,19.69477531132791,0.0,0.0,0.0,0.0,0.0,0.15,COM,2.80523,0.07777,1.24945,112.52284,139.86858,54468.71747,14.65,54800.0,i,0.9937125615865499,1.1456357196916664,22.933033572366742,299.6913400802907,-20.183857120845722,245.0047403573833,19.673193468586504,180.0,0.9999999999999913,12.393406650517417,0.013250365304585024,81.44111297534131,3.44261295847706e-06,0.0,0.020321879403006213,300.545982,-21.109025,16
390,S1000002a,211317,60573.126044,342781097.554,21.843,300.5467134714696,0.030707,-21.108877438166374,0.006195,312597216.857,-281868278.265,-126257182.432,13.24,10.875,4.317,150072136.507,-6469167.88,-2807520.341,1.095,27.549,11.784,17.041992,5.044,19.695210412502767,0.0,0.0,0.0,0.0,0.0,0.15,COM,2.80523,0.07777,1.24945,112.52284,139.86858,54468.71747,14.65,54800.0,z,0.874824575340214,1.001003133017292,22.69672044550388,299.6913400802907,-20.183857120845722,248.69038987678715,19.68031177406413,180.0,0.9999999999999079,12.64980956409369,0.015907659543882752,67.75363745543554,3.513835990026025e-06,0.0,0.020346549536326492,300.546715,-21.108879,16
