a e inc Omega argPeri meanAnomaly epoch H MOID objId g sed_filename
2.33278871 0.459703654 10.8801022 47.5610161 241.930984 61.9422379 59853.0 23.8994083 0.2817013093610753 516947 0.15 S.dat
2.04854131 0.455822766 13.4859829 17.6190453 84.04387659999998 327.875305 59853.0 24.3590622 0.14028896300480073 691513 0.15 S.dat
2.2790463 0.452767789 2.35827971 64.5149689 66.2639542 328.647919 59853.0 24.1266232 0.2651878401662761 263543 0.15 S.dat
2.7901566000000004 0.558057547 31.0943012 326.170898 13.5632124 298.143555 59853.0 24.2616043 0.28826713073366844 588628 0.15 S.dat
2.53137755 0.875390291 33.72460170000001 144.816803 8.19543648 261.975464 59853.0 24.314888 0.24681773460988196 579195 0.15 S.dat
2.09019613 0.7278562190000001 27.1456203 275.857025 281.008942 100.367584 59853.0 23.3731079 0.03911512296480472 689928 0.15 S.dat
2.38783622 0.646522045 79.29145809999999 3.97844553 81.5756302 350.778931 59853.0 23.2421436 0.1395617128966878 795131 0.15 S.dat
2.32069755 0.729688883 4.34691715 346.306335 290.499329 167.268784 59853.0 24.7286091 0.07128110466666088 690075 0.15 S.dat
1.73765671 0.315421104 49.4416122 15.0527077 279.684479 39.6973801 59853.0 24.7412987 0.18205362563610364 280503 0.15 S.dat
0.7027840609999999 0.529454827 19.6018524 253.418182 309.1239930000001 136.681702 59853.0 24.8902168 0.22923702813467864 439156 0.15 S.dat
2.82761359 0.569128573 60.450737 135.790375 203.324295 180.030777 59853.0 24.8306026 0.3399385511548704 89581 0.15 S.dat
3.49708366 0.7453770040000001 21.7543945 63.4137611 125.437386 295.27301 59853.0 24.429842 0.1085670032648522 555691 0.15 S.dat
1.02031827 0.557920754 26.6421738 214.966705 139.09004199999998 335.873627 59853.0 24.949190100000006 0.15992716098419893 214694 0.15 S.dat
2.01237869 0.4686561520000001 9.25049877 268.565216 237.278748 167.883759 59853.0 24.9641323 0.1846961630076596 164064 0.15 S.dat
1.78863597 0.47912243 38.2538376 160.06710800000005 312.536285 227.105148 59853.0 24.6767521 0.034984947426299866 609037 0.15 S.dat
1.65626121 0.314890891 57.440197 314.107605 97.2587738 249.073502 59853.0 24.9231091 0.2338948236351948 564510 0.15 S.dat
1.43648005 0.182503253 41.8925018 196.828537 50.3660698 66.1483841 59853.0 24.6655636 0.1716664477512768 79642 0.15 S.dat
1.79670477 0.7074063420000001 14.7834549 20.6142464 127.948692 273.812256 59853.0 24.1699715 0.22523031078094075 472241 0.15 S.dat
1.55717552 0.716805995 24.3084297 280.94140600000003 90.2934647 308.973175 59853.0 24.5801678 0.06432367180534089 156567 0.15 S.dat
2.36503315 0.522657335 36.9736977 39.0964813 195.668213 123.613503 59853.0 24.7085724 0.20547104309067987 496959 0.15 S.dat
2.14462614 0.56904 48.3561668 162.471344 69.11244959999999 293.956146 59853.0 24.9577255 0.07317865078578985 540815 0.15 S.dat
0.886208415 0.87801367 24.0579529 157.742828 226.046906 140.035202 59853.0 24.0748081 0.02232449550853556 435713 0.15 S.dat
2.55048108 0.493623704 10.1918564 293.527039 168.303207 11.5396996 59853.0 24.960371 0.3558747836480615 753521 0.15 C.dat
1.40183306 0.158542916 10.1955366 41.8448639 357.811462 149.793091 59853.0 24.7239609 0.20346737122005 120389 0.15 S.dat
2.21169353 0.560683429 62.13809200000001 146.404312 146.28717 220.1521 59853.0 24.5426998 0.02211130902693591 209302 0.15 C.dat
1.8842448 0.324102044 39.3358459 131.21395900000002 70.9704437 6.58730125 59853.0 22.8748455 0.3563613248226427 501890 0.15 S.dat
1.28307855 0.17789988199999998 26.3606968 246.704361 301.347961 229.684204 59853.0 24.3399925 0.16563806202725762 756983 0.15 S.dat
2.62479234 0.777430415 82.24685670000002 186.470001 0.189911127 127.919266 59853.0 24.8045197 0.4098740670549244 560501 0.15 C.dat
1.58032191 0.307720035 22.6044312 348.55658 93.5988998 277.570557 59853.0 24.7960796 0.114775047515566 354189 0.15 S.dat
2.03227615 0.425319016 10.3181953 72.1764832 340.332184 67.9130783 59853.0 20.1890297 0.2481898210915523 696411 0.15 S.dat
1.75382638 0.478342474 4.14687443 175.200302 252.515625 133.424484 59853.0 24.2861652 0.03738297074788285 758424 0.15 S.dat
1.29312062 0.7573153970000001 25.813146600000003 88.6536713 327.242554 286.020081 59853.0 24.6252003 0.22416106170626185 759140 0.15 S.dat
1.56945014 0.327703178 31.3173656 164.691406 75.1318588 301.43811 59853.0 24.8461399 0.04950644428114832 230261 0.15 S.dat
2.41831565 0.716083705 37.3081017 304.348114 333.924194 90.4296875 59853.0 24.5165329 0.139981889656055 334171 0.15 C.dat
1.59923935 0.464817941 1.22636652 47.5861549 292.021423 102.882599 59853.0 24.8743286 0.0046290661913630324 451201 0.15 S.dat
2.0751493 0.420758277 6.18772507 290.859283 196.163101 80.73039250000002 59853.0 24.7819519 0.2423017313680734 781694 0.15 S.dat
2.15777183 0.575642347 5.86130762 297.030731 51.583805100000006 97.4585037 59853.0 24.2185173 0.03972618326174409 15247 0.15 S.dat
2.89796114 0.575653076 5.45708132 103.640434 351.366638 54.8781128 59853.0 24.9649258 0.26640953233134845 571904 0.15 S.dat
0.850132287 0.293473482 39.2906113 343.2349240000001 68.3938065 172.351547 59853.0 24.6371002 0.06593397822958943 131993 0.15 S.dat
1.28557158 0.427020341 22.403429 38.9508018 66.4631958 121.018524 59853.0 24.9900818 0.17418655924036025 208242 0.15 S.dat
2.70814776 0.6940855979999999 69.44107059999999 233.005936 156.706345 83.2358627 59853.0 24.798509600000006 0.02031888841848009 149229 0.15 C.dat
1.80536199 0.41904071 33.569793700000005 99.8237762 210.411484 341.244446 59853.0 23.5411949 0.31122261741069085 799412 0.15 S.dat
2.80301213 0.639741004 56.9295769 143.87348899999995 64.08512879999999 275.87374900000003 59853.0 24.9340992 0.07578242280865684 205530 0.15 S.dat
2.10771036 0.801712573 37.3467674 295.060638 257.081787 91.312355 59853.0 20.2510929 0.07297895749629436 36966 0.15 S.dat
1.00524843 0.557599127 16.1400871 111.823563 41.053215 160.63343799999996 59853.0 20.4284573 0.04899823670335673 414442 0.15 S.dat
2.6132741000000004 0.624384463 38.2238693 4.69026089 24.5984097 196.067734 59853.0 19.6901016 0.014884256842969975 85213 0.15 S.dat
2.75304842 0.5517804620000001 9.30772877 359.484558 157.737961 44.2995987 59853.0 24.5406075 0.2437086663130956 168604 0.15 C.dat
2.00676179 0.606851816 10.7746906 42.0898552 309.182526 67.9803162 59853.0 24.7947063 0.07047541745334945 54391 0.15 S.dat
2.65637612 0.552904367 8.63426399 341.270752 20.665079100000003 297.0047 59853.0 23.6887684 0.1914322306521596 336455 0.15 S.dat
2.44284153 0.735276461 7.01432276 295.063721 255.212296 53.4893417 59853.0 24.3035259 0.03546270017881619 463113 0.15 S.dat
2.3055252999999998 0.6871765259999999 9.62690639 72.03907779999999 50.6598167 174.720871 59853.0 24.8100605 0.004402168907205069 275532 0.15 S.dat
2.07893419 0.642616987 10.5684023 194.548294 247.027847 72.60157009999998 59853.0 24.7759266 0.14373709857224742 27749 0.15 S.dat
1.14285195 0.352483094 59.4546509 87.58612059999999 191.296432 320.124664 59853.0 24.7877483 0.018531045450913462 522747 0.15 S.dat
2.93713856 0.693825424 19.4166012 49.3571739 242.857971 139.018463 59853.0 24.7798653 0.024519879276863686 774849 0.15 C.dat
1.9146601000000003 0.56467551 8.34282494 350.517761 80.539238 33.1527367 59853.0 24.7959232 0.09495577134908624 533911 0.15 S.dat
2.20363402 0.590716481 14.246954 313.071442 231.45842 46.231842 59853.0 24.8296909 0.007890971173266084 789771 0.15 S.dat
2.46619797 0.6847253440000001 45.9248619 316.124146 73.4077072 259.260559 59853.0 24.8297234 0.09915390154477537 307322 0.15 C.dat
2.11689329 0.733546138 14.4317245 332.13678 250.005737 345.611633 59853.0 24.0700073 0.21687273556455192 760085 0.15 S.dat
1.59290326 0.267280579 26.1608582 136.697708 219.50148 192.511749 59853.0 24.996648800000006 0.2299979567448613 158599 0.15 S.dat
2.70828104 0.754605889 8.93012714 133.012726 226.475876 254.204208 59853.0 24.6727505 0.07165956987561785 740651 0.15 S.dat
0.75081265 0.303394139 42.22831729999999 133.198868 159.21086100000005 74.56938170000002 59853.0 24.3142242 0.12164267769974382 364954 0.15 S.dat
1.92393494 0.429657102 24.3963814 354.133484 292.363098 66.99758910000001 59853.0 23.1958656 0.08230575767694076 390336 0.15 S.dat
1.72872865 0.684704304 49.84021 178.101898 314.207672 43.0532417 59853.0 24.2910423 0.44046542367202945 217141 0.15 S.dat
1.78438342 0.330526382 75.5198288 75.08375550000002 291.75061 312.622742 59853.0 23.3897572 0.4228891450413872 136467 0.15 S.dat
1.05012536 0.715019822 23.8796482 43.6209908 299.064362 109.399719 59853.0 18.8763885 0.0285932211938625 407159 0.15 S.dat
1.28238809 0.378402025 37.8754616 95.8746033 61.78629300000001 359.483917 59853.0 23.7557697 0.039584721389497146 260863 0.15 S.dat
1.32699502 0.133911759 22.8262405 217.738739 204.508652 280.27536000000003 59853.0 23.474136399999995 0.17970236278117693 569512 0.15 S.dat
1.92275941 0.79708755 6.95872021 244.730591 238.820618 113.831375 59853.0 24.073877300000003 0.005613938168698666 693562 0.15 S.dat
1.03712261 0.103223562 16.1752033 302.066772 352.486237 185.403549 59853.0 24.3878403 0.03125332418427507 767880 0.15 S.dat
1.66213894 0.2414601 19.9951916 128.04783600000002 231.849884 117.116615 59853.0 24.8897552 0.33280422477554833 595883 0.15 S.dat
1.55688155 0.397496551 59.5870285 35.32031629999999 153.513916 127.650284 59853.0 24.7307854 0.00828750977435047 49133 0.15 S.dat
1.76989841 0.464997947 2.94388843 182.173172 153.97868300000005 209.35997 59853.0 23.0538788 0.029463612077070857 378492 0.15 S.dat
0.97886306 0.23993206 23.8077869 146.089996 19.4311447 120.513054 59853.0 24.8162842 0.14061839135768378 478636 0.15 S.dat
1.55855298 0.227087989 10.2663527 115.731583 202.609909 155.751389 59853.0 24.3395844 0.25058043246037764 468686 0.15 S.dat
2.27625799 0.461103946 9.19447899 289.352692 10.0227499 218.21844500000003 59853.0 23.8439579 0.2676584239451808 691242 0.15 S.dat
3.53481054 0.743025959 25.8928127 166.334656 173.523773 99.1162109 59853.0 24.9790306 0.0827001840776043 361477 0.15 C.dat
1.57714999 0.26826489 33.2103806 355.344147 85.9614487 318.703125 59853.0 24.6356544 0.17074782379587644 602734 0.15 S.dat
2.8462739 0.588872552 9.53171349 6.7237401 23.6364841 176.174927 59853.0 24.2788296 0.17552947340654115 156886 0.15 S.dat
3.66090059 0.763510525 41.2456322 153.747116 199.864319 358.687103 59853.0 22.041914 0.0872845508319587 770858 0.15 C.dat
1.92178655 0.7012565140000001 30.7065735 108.711227 130.83500700000002 277.279541 59853.0 24.9429932 0.13300809313834772 444203 0.15 S.dat
2.23765016 0.460067064 3.94678164 278.08752400000003 215.482971 101.97728 59853.0 24.428442 0.2345354743636591 87417 0.15 S.dat
1.00696599 0.373750001 50.2010994 79.04000090000002 151.658005 355.889984 59853.0 23.9863605 0.07067044356668313 379148 0.15 S.dat
2.44942021 0.6875692609999999 42.4494667 39.451828000000006 135.266434 356.786926 59853.0 23.5633087 0.13087804187960314 800637 0.15 S.dat
1.89300299 0.565193474 12.3441019 111.24752 226.160477 104.87493899999998 59853.0 24.6823616 0.03425466870430562 799247 0.15 S.dat
1.76397955 0.639935255 12.3760872 258.150574 195.505447 149.112991 59853.0 24.9757061 0.028843991915740795 372440 0.15 S.dat
1.56652236 0.527851045 46.5001373 81.36450959999998 170.660751 330.2704470000001 59853.0 24.9545555 0.04510754334205307 622194 0.15 S.dat
1.95412397 0.44932881 13.432353 191.059464 250.012558 278.593109 59853.0 24.5512428 0.094730681213296 686625 0.15 S.dat
2.0501163 0.560763776 52.497352600000006 33.670776399999994 218.841324 196.714767 59853.0 23.1106701 0.047813016799473744 578797 0.15 S.dat
2.62932277 0.7523189779999999 81.1292953 231.843933 290.932922 50.4703751 59853.0 24.7026062 0.19096189119604806 112930 0.15 C.dat
2.64350152 0.81255132 51.0484924 243.377151 144.345169 132.555817 59853.0 23.981325100000007 0.2222343748319186 459666 0.15 S.dat
1.34697843 0.870173454 52.6070366 287.862427 46.7789154 82.2509918 59853.0 24.8112507 0.3681994130795176 15987 0.15 S.dat
1.99208641 0.371757388 8.89429855 138.228836 4.61116791 197.712326 59853.0 24.3239307 0.2825225126500179 581551 0.15 S.dat
2.56058407 0.51797092 24.6761265 174.844315 170.180786 347.049591 59853.0 24.454168300000006 0.22876871338133015 194045 0.15 S.dat
1.70429981 0.309398383 29.8024712 357.380035 218.56082200000003 173.084747 59853.0 24.4832439 0.17034009983686194 704 0.15 S.dat
1.16162694 0.731773078 15.3254051 302.575043 354.218567 210.139633 59853.0 24.9878178 0.02689726173308367 111155 0.15 S.dat
1.72023559 0.6450923679999999 13.8470116 31.429943100000006 92.6250992 252.194916 59853.0 24.6564426 0.1906986943127974 557394 0.15 S.dat
2.48896289 0.5805632470000001 13.7238207 260.71402 96.1467438 200.460236 59853.0 23.364191100000006 0.20950720431806547 456924 0.15 S.dat
0.949588716 0.167776465 15.0067902 170.843719 189.631302 350.586304 59853.0 24.280302 0.10480165968685827 341640 0.15 S.dat
2.98764157 0.588380516 21.2481861 221.78494300000003 267.756683 299.198029 59853.0 24.3521557 0.3122126628139099 589860 0.15 S.dat
1.68905199 0.563914597 5.8251462 265.44628900000004 301.955048 340.579803 59853.0 24.5995083 0.021813730982142225 523919 0.15 S.dat
1.26586366 0.319155544 16.0803947 151.965134 319.874573 166.066757 59853.0 24.7331562 0.09178534758206029 438298 0.15 S.dat
2.39945841 0.6670071479999999 44.8867569 258.567902 347.899994 301.73761 59853.0 24.7409267 0.13921616123747288 690614 0.15 C.dat
2.37318659 0.493969321 14.7461557 146.12205500000005 311.521454 5.54903984 59853.0 24.2480087 0.2479804774343317 342722 0.15 S.dat
1.71720624 0.266051978 15.6563311 300.729919 126.663406 71.4902344 59853.0 24.5185337 0.3469364699409129 468484 0.15 S.dat
2.43040609 0.492757082 46.4908829 31.596294399999994 199.988922 80.9830551 59853.0 23.936510100000003 0.2838799208696477 450900 0.15 C.dat
2.10507321 0.470125377 18.022726100000003 192.659302 138.965881 15.2528324 59853.0 24.7946587 0.10898675041854496 691235 0.15 S.dat
1.73902726 0.27804318100000003 36.5518188 165.224762 191.683731 107.214317 59853.0 24.9165096 0.2627841236045809 335846 0.15 S.dat
2.12818098 0.430585653 6.05422783 99.6701431 212.84166 301.929688 59853.0 24.6322002 0.22861823804041384 8327 0.15 S.dat
1.93539488 0.7395252590000001 54.2510948 169.98365800000005 115.829193 97.8581161 59853.0 24.8767071 0.5070862762392039 149677 0.15 S.dat
2.77863693 0.61660707 9.32981968 224.341629 216.992752 346.820923 59853.0 19.7515354 0.12345722314968285 23973 0.15 S.dat
1.59905517 0.739138007 54.1166077 1.24323606 60.2945671 331.753662 59853.0 24.4670124 0.5703792806990612 369087 0.15 S.dat
1.40063167 0.418621957 12.5146513 265.006317 204.809219 36.2634964 59853.0 24.1939392 0.057613924198522584 297218 0.15 S.dat
2.63445926 0.829503715 43.2105789 351.539764 288.785919 277.010742 59853.0 23.5575218 0.5622797916577643 286712 0.15 S.dat
2.3386519 0.661177814 29.1477261 163.83824199999995 223.926147 212.332916 59853.0 24.9053535 0.17927382507336245 345849 0.15 S.dat
0.705352187 0.218944252 7.91625309 200.317368 254.300964 326.674133 59853.0 24.8738327 0.1608467920625532 336548 0.15 S.dat
3.57042933 0.844105184 21.4711132 117.546471 232.283005 295.910004 59853.0 24.6652298 0.1346886223821538 704487 0.15 C.dat
1.95715237 0.612159491 29.9758663 226.69247400000003 65.07369229999999 41.5301437 59853.0 24.9836025 0.12646257620524431 403497 0.15 S.dat
1.45689452 0.8498187070000001 70.9521637 171.94880700000004 87.56998440000002 159.387054 59853.0 24.3738422 0.5802094051920135 266382 0.15 S.dat
2.0698483 0.56773603 28.6794243 8.84359741 328.498413 350.364014 59853.0 24.5111446 0.11252685900898468 306371 0.15 S.dat
3.26874089 0.778966367 47.3498878 59.5175323 114.998108 67.5251923 59853.0 24.5154057 0.05232226208657272 568793 0.15 C.dat
1.63641953 0.7937437890000001 38.6644096 165.70516999999995 85.99337009999998 146.19181799999996 59853.0 24.4791279 0.4522332744358115 175894 0.15 S.dat
1.57841349 0.227712572 18.1348095 10.3197021 216.054382 173.716293 59853.0 24.856123 0.21437701261000167 366272 0.15 S.dat
1.63073945 0.784430087 58.61885450000001 325.563019 218.573273 52.9186211 59853.0 23.042841 0.35583278321617423 449689 0.15 S.dat
2.17700386 0.6464494470000001 6.89774704 304.209656 42.7783699 104.737625 59853.0 24.5794125 0.016943334595610815 229943 0.15 S.dat
1.24428833 0.570632577 10.4202356 88.30701450000002 357.486298 60.3784866 59853.0 24.7666836 0.043730477516538926 72335 0.15 S.dat
3.27566314 0.8152742390000001 60.0479279 119.68203 201.165604 104.536293 59853.0 24.9294662 0.1877201158935218 332668 0.15 C.dat
2.39739752 0.681881368 6.93912315 277.52832 182.352737 120.418892 59853.0 24.2519321 0.035998363703705884 562467 0.15 S.dat
1.57630289 0.248066366 11.952029199999998 337.13382 336.016052 88.7541122 59853.0 23.3446445 0.18326980688412567 141126 0.15 S.dat
1.56568003 0.329515487 27.2909966 7.5226841 154.003311 122.476761 59853.0 24.9640923 0.06253796071632947 690813 0.15 S.dat
2.47170925 0.7958541509999999 47.7529831 319.39801 0.64597249 297.406067 59853.0 24.486539800000006 0.4037313530719979 679760 0.15 C.dat
3.04893756 0.6980059740000001 10.5793018 133.375977 140.274963 311.013763 59853.0 24.411636399999995 0.020833355930645017 45479 0.15 S.dat
2.76623726 0.553178728 8.13811207 314.647552 49.2525024 222.45665 59853.0 24.4273682 0.2579136590949958 59782 0.15 C.dat
1.06576979 0.103896163 26.1609306 137.153046 309.294769 122.43866 59853.0 24.3532467 0.006067712172766265 506043 0.15 S.dat
1.68269765 0.630428195 35.37424470000001 347.646667 170.641083 224.52356 59853.0 24.2699547 0.3635944043978539 376995 0.15 S.dat
1.58668137 0.630695105 10.3142204 164.95726000000005 176.61178600000005 165.26899699999996 59853.0 24.1780701 0.17083345683823173 745226 0.15 S.dat
1.48135531 0.342581868 27.777538300000003 260.83847000000003 319.813324 235.798981 59853.0 24.6116219 0.202955216805685 115263 0.15 S.dat
1.06390572 0.562871635 4.48574972 53.5807304 4.0976963 126.198463 59853.0 24.9214287 0.010532425500238429 18635 0.15 S.dat
1.50203288 0.208058864 19.0413189 220.676758 328.661865 74.4644547 59853.0 24.1752491 0.23649919162433805 299856 0.15 S.dat
1.18743336 0.46995303 45.47225570000001 170.570267 50.6825829 203.240311 59853.0 24.9744186 0.3775447911118148 585728 0.15 S.dat
2.33292913 0.640510798 10.1452942 338.1967160000001 301.475769 229.531891 59853.0 24.5129261 0.09047991055421367 420067 0.15 S.dat
2.62654829 0.5522703529999999 30.3257828 220.375961 315.9070430000001 357.174774 59853.0 24.890089 0.2669366540501556 777009 0.15 C.dat
1.1133343 0.224775881 16.982021300000003 217.483521 35.2444725 16.6642971 59853.0 21.905296300000003 0.09862489957517052 214277 0.15 S.dat
3.75586653 0.8407998090000001 8.05056858 58.01357270000001 29.520692800000006 34.732933 59853.0 23.41535 0.058745211630950415 271481 0.15 C.dat
1.87527573 0.324880779 25.4311771 34.9691162 58.1393051 89.7997055 59853.0 24.7647038 0.32067836766223684 88529 0.15 S.dat
2.72227669 0.7195227740000001 15.1706505 206.942047 26.38414 120.245377 59853.0 24.7007141 0.13583101511479426 121744 0.15 S.dat
3.05143142 0.602612913 7.54079437 325.580292 85.3194885 325.620697 59853.0 24.8401489 0.2365422510232113 332474 0.15 C.dat
2.21282148 0.4833185370000001 29.3753357 294.871033 154.876312 131.610962 59853.0 19.060527800000006 0.335975556679018 222190 0.15 C.dat
2.4662621 0.50924927 23.5804234 230.324326 95.0785065 44.5836449 59853.0 24.9940014 0.2962921578055423 403128 0.15 S.dat
1.40779912 0.343126953 13.1081724 119.867874 179.98877 182.392639 59853.0 24.9800587 0.037431985471689536 760240 0.15 S.dat
2.64601779 0.542307496 19.5265045 68.743721 121.628281 164.819977 59853.0 23.6111927 0.36646978762449783 779821 0.15 S.dat
2.39886475 0.480484098 5.1640377 289.1762080000001 117.856018 41.9408989 59853.0 24.7674046 0.27270947136616625 751510 0.15 S.dat
1.39241326 0.783726692 39.6004677 97.5486298 261.741486 115.646294 59853.0 24.5393658 0.26436782785223234 665765 0.15 S.dat
1.27400279 0.320692509 3.71337366 51.1310463 22.098688100000004 215.965698 59853.0 24.8778553 0.013568608781374924 694119 0.15 S.dat
1.83415031 0.410757571 51.524971 147.440109 273.913971 11.5553427 59853.0 22.2150707 0.1456265156403992 216533 0.15 S.dat
2.07262516 0.424943089 42.54046629999999 22.4766331 187.738068 24.8153801 59853.0 23.846632 0.21732685498535664 188371 0.15 S.dat
1.3484031 0.496896058 29.8938103 74.9042282 323.763184 244.491211 59853.0 24.9234962 0.08789267498484576 778597 0.15 S.dat
1.48132312 0.396352142 17.7785778 68.1664658 346.674042 214.523834 59853.0 24.9547005 0.057469811629987766 81255 0.15 S.dat
2.0647192 0.634091735 21.9647503 293.970886 213.971268 170.088013 59853.0 24.9163322 0.01574446355128177 273640 0.15 S.dat
2.21517134 0.49109140000000007 12.8435116 213.498413 16.8203468 54.9145508 59853.0 24.7977352 0.15385393879250114 372897 0.15 S.dat
3.44301295 0.672643185 32.0254211 60.6361618 114.000694 301.311707 59853.0 24.8218517 0.3312319930293646 581696 0.15 S.dat
3.56827736 0.712762475 17.513792000000002 190.576218 318.155426 254.202072 59853.0 24.7390366 0.04446177559088895 225708 0.15 C.dat
