ObjID,fieldMJD_TAI,fieldRA_deg,fieldDec_deg,RA_deg,Dec_deg,astrometricSigma_deg,optFilter,trailedSourceMag,trailedSourceMagSigma,fiveSigmaDepth_mag,phase_deg,Range_LTC_km,RangeRate_LTC_km_s,Obj_Sun_LTC_km
2011_OB60,60238.22240158034,2.4697205363666157,-13.277206151904853,1.7444424609973843,-11.988415959881095,1.003215574593661e-05,i,22.410595884678955,0.07425162733616858,23.56346381536396,0.8288852979527715,5394601529.725475,15.011758317460613,5520909521.384054
2011_OB60,60239.0229414571,3.396507175104697,-11.552172886918086,1.730751982583332,-11.993219576959458,1.2230187021925087e-05,i,22.411000748089865,0.0890650903398344,23.35218654318035,0.8456903466390908,5395635699.022001,14.905912797510233,5520880593.997541
2011_OB60,60239.02339024546,1.1090126866846501,-13.16953641621234,1.730744161852047,-11.99322225803994,2.24853684774404e-05,i,22.411000974437012,0.1170490097950547,23.033319917496772,0.8456998877896297,5395636277.298488,14.90702796559326,5520880577.776429
2011_OB60,60239.04738474084,3.396507175104697,-11.552172886918086,1.730325928090872,-11.993365359480316,1.7723386086821276e-05,z,22.401013096124206,0.13231270083261487,22.87953198937877,0.8462098949431961,5395667244.307488,14.969012341962664,5520879710.945985
2011_OB60,60239.04783349029,1.1090126866846501,-13.16953641621234,1.730318096589124,-11.993368034048109,1.6119201635161397e-05,z,22.401013323455878,0.12252589206608558,22.96975479342712,0.8462194408584887,5395667825.033501,14.970213120840008,5520879694.725085
2010_TU149,60239.10904389888,8.979271113030851,-0.4577226732392146,8.882788380941381,0.1879933512933448,2.964357464022341e-06,i,20.116102583969024,0.009978988471206348,23.73564075289647,13.018277244328464,81996809.163263,-14.771502844023203,227653529.7386731
2010_TU149,60239.13295430254,8.979271113030851,-0.4577226732392146,8.85980039210153,0.1784865291995474,3.869720219310295e-06,z,20.44485839796985,0.02234895381124999,23.020514716251174,13.05126227947954,81966366.35916066,-14.697405264291042,227607632.1900207
2010_TU149,60240.12314437281,9.010278911631884,-0.1620987427799373,7.920811882934496,-0.2192196687126248,3.460434602703093e-06,z,20.393705719885485,0.019811197683323543,23.118465360198524,14.413097410764331,80734089.28405385,-14.146045161254838,225701797.30649737
2010_TU149,60240.14729587196,9.010278911631884,-0.1620987427799373,7.897042601691395,-0.2290157771488511,3.669612720249366e-06,y,20.11246521118641,0.026266167460409086,22.491016571351366,14.44721394923084,80704647.44315045,-14.070847236717276,225655187.43987107
2011_OB60,60247.02459203992,2.081139501992465,-13.357190304617044,1.601022177553672,-12.034756559347873,9.82480290574259e-06,i,22.415562142281626,0.09007938877160851,23.343562070175476,1.0077548037912878,5407264209.44806,18.28586341789341,5520592130.15356
2011_OB60,60247.02548890266,1.498300217977258,-10.378027460672737,1.6010082110185262,-12.034760564279146,1.1065568261397075e-05,i,22.41556269811932,0.09870421919499778,23.237019783385506,1.0077724235658558,5407265625.131257,18.28822028141236,5520592097.920988
2010_TU149,60247.02958967118,0.18781588756128909,-4.301628902215135,0.826017467895877,-3.171724085679439,3.082616298507357e-06,i,19.724132213405525,0.011683708144876993,23.129289131096954,24.704059046896063,73466877.28618135,-10.426235911733803,212121986.8223816
2011_OB60,60247.04849606629,2.081139501992465,-13.357190304617044,1.6006493877090595,-12.034863231041234,1.5213898243772153e-05,z,22.405576996747126,0.1328762765361968,22.87909804389268,1.0082249289364955,5407302041.498327,18.35041041838091,5520591270.240231
2011_OB60,60247.04939582607,1.498300217977258,-10.378027460672737,1.6006353613673787,-12.03486723567566,1.5045570154725647e-05,z,22.40557755645733,0.13585744736983268,22.852995117865877,1.008242610977444,5407303466.939875,18.35289748811264,5520591237.900162
2010_TU149,60247.053529394914,0.18781588756128909,-4.301628902215135,0.7993418706953455,-3.1823753992113653,3.677887220989446e-06,z,20.05300568812764,0.020694157865896616,22.723609597969144,24.74244024346532,73445381.89235358,-10.355695393292145,212074019.786105
2011_OB60,60247.06787869392,2.081139501992465,-13.357190304617044,1.600346924318153,-12.03494945164966,1.6039779440153506e-05,z,22.405589081147255,0.13884916721168117,22.82735704528492,1.0086061346270845,5407332816.5351095,18.404744546958693,5520590573.007761
2011_OB60,60247.06832665756,1.498300217977258,-10.378027460672737,1.6003399319683032,-12.03495144164342,1.7185468841151336e-05,z,22.40558936090212,0.1471961983820571,22.758491948809755,1.0086149453211888,5407333528.957273,18.406015467023984,5520590556.891849
2010_TU149,60247.07017842159,0.18781588756128909,-4.301628902215135,0.780769518964562,-3.189780989257003,4.225382542872533e-06,z,20.05222461854306,0.02396691560079655,22.54222835417306,24.76915275563679,73430520.30648783,-10.30518963062024,212040657.53713363
2011_OB60,60247.09252184601,2.081139501992465,-13.357190304617044,1.5999622863554024,-12.035058715720917,3.4128009165348265e-05,y,22.40560449900464,0.2564814171886582,22.09065842033466,1.009090691242932,5407372078.035298,18.475238075595183,5520589686.530867
2011_OB60,60247.09297132993,1.498300217977258,-10.378027460672737,1.5999552630320226,-12.035060707186592,3.6761435044905444e-05,y,22.405604781107233,0.2717752355584251,22.019165516078825,1.0090995373668277,5407372796.37918,18.47653186855961,5520589670.3432255
2010_TU149,60247.094802053776,0.18781588756128909,-4.301628902215135,0.7532811993196938,-3.2007309741300887,4.425997498979503e-06,y,19.771073066760298,0.02873242366065568,22.041241728336974,24.80868103461974,73408674.28878163,-10.229411055372683,211991308.91623685
