,ccdVisitId,visitID,ra,decl,llcra,llcdec,ulcra,ulcdec,urcra,urcdec,lrcra,lrcdec
186,221579186,221579,56.2116311,-42.0654417,56.0743914,-42.1866542,56.051038,-41.9611971,56.34826,-41.9441239,56.3726742,-42.1694477
187,221579187,221579,56.1873636,-41.8314528,56.0505577,-41.9525237,56.0274546,-41.7271271,56.3235685,-41.7102869,56.3477408,-41.9355462
188,221579188,221579,56.1629832,-41.5976288,56.026729,-41.7186205,56.0036431,-41.4933274,56.2986362,-41.4765535,56.3227883,-41.7017131
189,185782000,185782,54.3681597,-44.2035846,54.5302757,-44.3107744,54.2147224,-44.3176779,54.2065319,-44.0960891,54.5210013,-44.0892482
190,185782001,185782,54.0406285,-44.2100783,54.2022494,-44.31781,53.8864808,-44.3236908,53.8795145,-44.1020515,54.1941965,-44.0962159
191,185782002,185782,53.7140186,-44.2158744,53.8752022,-44.3240757,53.5592759,-44.3290631,53.55335,-44.1073847,53.8681965,-44.102433
192,185782003,185782,54.3586214,-43.9695817,54.5201014,-44.0769419,54.2056846,-44.083696,54.1976343,-43.8619271,54.5109642,-43.8552326
193,185782004,185782,54.0325694,-43.9758764,54.1935982,-44.0837353,53.8789733,-44.0895503,53.8720509,-43.8677275,54.1855855,-43.8619613
194,185782005,185782,53.7066247,-43.9817074,53.8672075,-44.0900302,53.5524306,-44.0949654,53.5465576,-43.873102,53.8602556,-43.8682116
195,185782006,185782,54.3496048,-43.7350738,54.5105373,-43.8425202,54.1972692,-43.849262,54.1891638,-43.6273395,54.5013444,-43.6206604
196,185782007,185782,54.0246852,-43.7414562,54.1851033,-43.849438,53.8716319,-43.8551726,53.8647647,-43.6331939,54.1771569,-43.6275103
197,185782008,185782,53.7002408,-43.7469147,53.8602263,-43.8553498,53.5465985,-43.8602234,53.5407742,-43.6382081,53.8533187,-43.633373
198,185782009,185782,53.3840318,-44.2203683,53.5445975,-44.3291435,53.2285558,-44.3330099,53.2239918,-44.111301,53.5389499,-44.1074626
199,185782010,185782,53.0566631,-44.2240372,53.2167428,-44.3332768,52.9006353,-44.3362352,52.897133,-44.1145202,53.2121438,-44.1115696
200,185782011,185782,52.7294554,-44.2266605,52.8889501,-44.3363993,52.5728344,-44.3383618,52.570519,-44.1166459,52.885543,-44.1146823
201,185782012,185782,53.3787384,-43.9863352,53.5387895,-44.0951717,53.2238944,-44.0991129,53.2192244,-43.8772292,53.5330241,-43.8733081
202,185782013,185782,53.0530807,-43.9900025,53.2126011,-44.0993092,52.8976547,-44.102319,52.8940945,-43.8804206,53.2079659,-43.8774294
203,185782014,185782,52.7267815,-43.992608,52.8857365,-44.1024045,52.5707757,-44.1044444,52.5683777,-43.8825493,52.8822516,-43.8805049
204,185782015,185782,53.3738906,-43.7516901,53.5332794,-43.8606702,53.2195334,-43.8644785,53.2150284,-43.642436,53.5276839,-43.638654
205,185782016,185782,53.0486051,-43.7552253,53.2075025,-43.864662,52.8936935,-43.8675819,52.8902603,-43.6455324,53.2029672,-43.6426151
206,185782017,185782,52.7235449,-43.7578787,52.8818706,-43.8677732,52.5680659,-43.8697735,52.5657696,-43.6477256,52.8784868,-43.6457271
207,185782018,185782,52.4003426,-44.2280401,52.5593594,-44.3381803,52.2432874,-44.3393336,52.2419022,-44.1176348,52.5568784,-44.1164677
208,185782019,185782,52.0731373,-44.2287082,52.231556,-44.3392949,51.9155808,-44.3395234,51.9152836,-44.1178533,52.2301747,-44.1176017
209,185782020,185782,51.7460195,-44.2284419,51.9037834,-44.3395166,51.5879485,-44.3387412,51.5888366,-44.1171095,51.903593,-44.1178487
210,185782021,185782,52.3981846,-43.9938482,52.5566072,-44.1040747,52.2416905,-44.1052437,52.2403319,-43.8833616,52.5541636,-43.8821838
211,185782022,185782,52.0722401,-43.994573,52.2300354,-44.1052923,51.9151954,-44.1054572,51.9150463,-43.8836074,52.2287828,-43.8834092
212,185782023,185782,51.7460875,-43.9944581,51.9032626,-44.1056108,51.5885705,-44.1048753,51.5895153,-43.8830724,51.9031036,-43.8837604
213,185782024,185782,52.3964876,-43.7593187,52.5543279,-43.8696129,52.2405587,-43.8708117,52.2392195,-43.6487779,52.5518904,-43.6475655
214,185782025,185782,52.0715111,-43.760088,52.2286846,-43.8708714,51.9150111,-43.8710629,51.9149141,-43.649062,52.2274938,-43.648842
215,185782026,185782,51.7466205,-43.7599161,51.9032363,-43.871092,51.5897065,-43.8704632,51.5905918,-43.6484985,51.9030423,-43.6490948
216,185782027,185782,55.3108945,-43.4746794,55.4724055,-43.5807823,55.1611958,-43.5901009,55.1498374,-43.3682848,55.4599712,-43.3590712
217,185782028,185782,54.9883108,-43.483945,55.149445,-43.5905435,54.8378825,-43.598962,54.8276406,-43.3770574,55.1381199,-43.3687255
218,185782029,185782,54.6654848,-43.492278,54.8262413,-43.5993574,54.5143745,-43.6069021,54.5052151,-43.3849167,54.815993,-43.3774473
219,185782030,185782,55.2981446,-43.2405776,55.4590899,-43.3467826,55.1490138,-43.3560027,55.1376585,-43.1340937,55.4466518,-43.1249716
220,185782031,185782,54.9769427,-43.249599,55.1374851,-43.3563161,54.8270627,-43.3646114,54.8168795,-43.1426099,55.126217,-43.1343995
221,185782032,185782,54.6552088,-43.2580021,54.815329,-43.3652088,54.5046124,-43.3726085,54.4955665,-43.1505225,54.8052049,-43.1432031
222,185782033,185782,55.2858697,-43.006352,55.4462012,-43.1126753,55.1372714,-43.1217402,55.1259986,-42.8997598,55.4338546,-42.8907934
223,185782034,185782,54.9661015,-43.015008,55.1260158,-43.1218379,54.8167363,-43.1299865,54.8066484,-42.9079066,55.1148498,-42.8998524
224,185782035,185782,54.6454209,-43.0232374,54.8050064,-43.1304915,54.4954296,-43.1378728,54.4863279,-42.9157261,54.7948045,-42.9084137
225,185782036,185782,54.3407806,-43.4992443,54.501093,-43.6068191,54.1889793,-43.613448,54.1809625,-43.3913959,54.4919937,-43.3848338
226,185782037,185782,54.0174306,-43.5057761,54.1772666,-43.6138639,53.8649358,-43.619529,53.8581131,-43.3974289,54.1693452,-43.3918033
227,185782038,185782,53.6932807,-43.5113652,53.8526325,-43.6199219,53.5401512,-43.6246853,53.53445,-43.402546,53.8458367,-43.3978174
228,185782039,185782,54.3315143,-43.2646737,54.4912465,-43.3723372,54.1802737,-43.3788952,54.1722875,-43.1567506,54.4821608,-43.1502488
229,185782040,185782,54.0091219,-43.2712254,54.1683912,-43.3793596,53.8572247,-43.3850272,53.8503569,-43.162826,54.1604406,-43.1572123
230,185782041,185782,53.6874275,-43.276582,53.8461597,-43.3852408,53.5348271,-43.3899124,53.5292331,-43.16768,53.8394568,-43.1630333
231,185782042,185782,54.3229785,-43.0301147,54.482074,-43.1378764,54.1722536,-43.1443103,54.164375,-42.9220945,54.4731049,-42.9157224
232,185782043,185782,54.001583,-43.0364004,54.1602473,-43.1446103,53.8502302,-43.1502082,53.8434227,-42.9279401,54.1523488,-42.9223904
233,185782044,185782,53.6805092,-43.0418482,53.8386978,-43.1505138,53.5285314,-43.1552446,53.5228362,-42.9329387,53.8319131,-42.9282429
234,185782045,185782,53.3679472,-43.515636,53.5268251,-43.6246407,53.2142383,-43.6285436,53.209604,-43.4063813,53.5210888,-43.4024952
235,185782046,185782,53.044346,-43.518879,53.2026198,-43.6283916,52.8899865,-43.6312893,52.8866038,-43.4091088,53.1981582,-43.4062277
236,185782047,185782,52.7204181,-43.521892,52.8781941,-43.6318323,52.5655425,-43.6338861,52.5632038,-43.4117137,52.8747561,-43.4096538
237,185782048,185782,53.362461,-43.2810945,53.5207526,-43.3901584,53.2093229,-43.3940448,53.2047082,-43.1717857,53.5150402,-43.1679194
238,185782049,185782,53.0398119,-43.2844594,53.1975421,-43.3940038,52.8860526,-43.3969478,52.8826337,-43.1746755,53.1930184,-43.1717398
239,185782050,185782,52.7169985,-43.2872655,52.8741806,-43.3972427,52.5626903,-43.3993178,52.5603701,-43.17705,52.8707654,-43.1749754
240,185782051,185782,53.3568504,-43.046232,53.5145576,-43.1553397,53.2042839,-43.1592178,53.1996745,-42.9368886,53.5088513,-42.9330307
241,185782052,185782,53.0355271,-43.0496632,53.1926372,-43.159271,52.8823077,-43.1621662,52.8789655,-42.9398228,53.1882014,-42.9369392
242,185782053,185782,52.7146321,-43.0524111,52.8712426,-43.1624222,52.5609031,-43.1645155,52.5585766,-42.9421721,52.8678248,-42.9400813
243,185782054,185782,52.3949033,-43.5241464,52.5520465,-43.6345761,52.2394318,-43.6356354,52.2383432,-43.4134824,52.5498529,-43.4124036
244,185782055,185782,52.0712263,-43.5245596,52.2277825,-43.6354174,51.9152635,-43.6355978,51.9152612,-43.4134763,52.2266794,-43.4132605
245,185782056,185782,51.7474165,-43.524152,51.9032989,-43.6354739,51.5909262,-43.6346885,51.5921268,-43.4126064,51.9034045,-43.4133477
246,185782057,185782,52.3925063,-43.2894621,52.5490344,-43.399941,52.2375858,-43.4010059,52.2365342,-43.1787526,52.5468961,-43.177671
247,185782058,185782,52.0702782,-43.2899127,52.2262378,-43.400817,51.9148725,-43.4010167,51.9149026,-43.178796,52.2251704,-43.1785578
248,185782059,185782,51.7479802,-43.2898934,51.9033225,-43.401219,51.5920958,-43.4005386,51.5932332,-43.1783596,51.9033618,-43.1789918
249,185782060,185782,52.3909879,-43.0543369,52.5469779,-43.1648246,52.2366738,-43.1659577,52.2355807,-42.9436324,52.5447828,-42.9424836
250,185782061,185782,52.069429,-43.0548776,52.2248143,-43.1657849,51.9146096,-43.1660524,51.9146281,-42.9437571,52.2237393,-42.9434623
251,185782062,185782,51.7486404,-43.0550417,51.9034025,-43.1663696,51.5933347,-43.1657647,51.5944712,-42.943511,51.9034521,-42.9440808
252,185782063,185782,51.4218997,-43.5226756,51.5772042,-43.634372,51.2650215,-43.6327867,51.2671968,-43.410764,51.5782882,-43.4122888
253,185782064,185782,51.0986647,-43.5206201,51.2533308,-43.6327164,50.9413855,-43.6302741,50.94461,-43.408312,51.2554787,-43.4106912
254,185782065,185782,50.7754912,-43.5177698,50.9294088,-43.6303144,50.6177493,-43.6268986,50.6221908,-43.4050245,50.9327725,-43.408359
255,185782066,185782,51.4239131,-43.2886103,51.5786722,-43.4003066,51.2676324,-43.3988305,51.2697629,-43.1767067,51.5797048,-43.1781236
256,185782067,185782,51.1013511,-43.2863139,51.2553725,-43.3984758,50.9445692,-43.396011,50.9479592,-43.1739573,51.2576667,-43.1763515
257,185782068,185782,50.7796555,-43.2833375,50.9329776,-43.3958861,50.6224675,-43.3925567,50.6269497,-43.1705852,50.9363788,-43.1738364
258,185782069,185782,51.4254726,-43.053879,51.5796302,-43.1655792,51.2697501,-43.1641724,51.2719144,-42.9419737,51.5807057,-42.9433332
259,185782070,185782,51.104623,-43.0517644,51.2580986,-43.1638835,50.9484508,-43.1615797,50.951765,-42.939454,51.260323,-42.941695
260,185782071,185782,50.7843506,-43.0488419,50.9370649,-43.1614004,50.6277045,-43.1581362,50.632255,-42.9360984,50.9405347,-42.9392827
261,185782072,185782,55.2732061,-42.7699299,55.4330049,-42.8762815,55.1252251,-42.8853304,55.1138635,-42.6633075,55.4205638,-42.6543655
262,185782073,185782,54.9543637,-42.7789865,55.1138054,-42.8857972,54.8056876,-42.894028,54.7954019,-42.6719187,55.1024311,-42.663777
263,185782074,185782,54.635059,-42.7871773,54.7940481,-42.8944937,54.4856354,-42.9018041,54.4765511,-42.679611,54.7838803,-42.6723791
264,185782075,185782,55.2605692,-42.5354994,55.419771,-42.6419292,55.1131326,-42.6508478,55.1018278,-42.4288181,55.4073802,-42.4199961
265,185782076,185782,54.9428343,-42.5443562,55.1016321,-42.6512698,54.7946575,-42.6593216,54.7844956,-42.4371904,55.0903938,-42.4292333
266,185782077,185782,54.6248209,-42.5521967,54.7832419,-42.6595568,54.4759803,-42.6668039,54.4668841,-42.4445968,54.7730623,-42.4374252
267,185782078,185782,55.2484405,-42.301052,55.4070564,-42.4075369,55.1015599,-42.4163424,55.0902836,-42.1943194,55.3946973,-42.1856197
268,185782079,185782,54.9319875,-42.3097628,55.0902392,-42.4166932,54.7844141,-42.4247062,54.7742089,-42.2025971,55.0789501,-42.1946715
269,185782080,185782,54.6146353,-42.3174718,54.7724338,-42.4248943,54.4663235,-42.4320152,54.4573225,-42.2098196,54.7623495,-42.2027777
270,185782081,185782,54.3134684,-42.7941009,54.472029,-42.9018806,54.1633723,-42.9083346,54.1554017,-42.686077,54.4629738,-42.6796861
271,185782082,185782,53.9938137,-42.8007496,54.1518977,-42.9090071,53.8430369,-42.9145658,53.8362337,-42.6922539,54.1440044,-42.6867453
272,185782083,185782,53.6738853,-42.8058243,53.8315154,-42.9145126,53.5225095,-42.9192497,53.5167731,-42.696901,53.8246877,-42.6922003
273,185782084,185782,54.3048802,-42.5596605,54.4628164,-42.6675129,54.1553051,-42.6738451,54.1474404,-42.4515658,54.4538634,-42.4453076
274,185782085,185782,53.9858262,-42.5659875,54.1433103,-42.6742909,53.8356058,-42.6797808,53.8288581,-42.4574583,54.1354732,-42.4520167
275,185782086,185782,53.6669163,-42.5711389,53.8239119,-42.6798909,53.5160566,-42.6845234,53.5104402,-42.4621615,53.8172007,-42.4575634
276,185782087,185782,54.2960341,-42.3249507,54.4534019,-42.4328232,54.1470437,-42.4391129,54.1391686,-42.2168535,54.444435,-42.2106276
277,185782088,185782,53.9784953,-42.3308758,54.1353913,-42.4392008,53.8288399,-42.4446411,53.8221203,-42.2223301,54.1275743,-42.2169417
278,185782089,185782,53.6605059,-42.3362377,53.8169556,-42.4449677,53.5102597,-42.4496421,53.5045716,-42.2272951,53.8101758,-42.2226586
279,185782090,185782,53.3515868,-42.8104482,53.5086588,-42.9196254,53.1995432,-42.9234157,53.1950453,-42.7010399,53.5030649,-42.6972736
280,185782091,185782,53.0315897,-42.8137732,53.188145,-42.9233847,52.8789697,-42.9263215,52.8755892,-42.7039393,53.1836559,-42.7010083
281,185782092,185782,52.7117287,-42.8160946,52.8676813,-42.9261795,52.5585037,-42.9281807,52.5563428,-42.7058037,52.8644145,-42.7037927
282,185782093,185782,53.3468351,-42.5755359,53.5032763,-42.6847689,53.1953211,-42.6884752,53.190927,-42.4660838,53.4977957,-42.4624034
283,185782094,185782,53.0272987,-42.5789392,53.1832672,-42.6885695,52.8752484,-42.6914987,52.8718898,-42.4691068,53.1787961,-42.4661763
284,185782095,185782,52.7086575,-42.5812069,52.8640378,-42.6912726,52.5560238,-42.6933271,52.553828,-42.470934,52.8607406,-42.4688754
285,185782096,185782,53.341444,-42.3404188,53.4973627,-42.4496094,53.1905625,-42.4533943,53.1860637,-42.2310255,53.4917644,-42.2272552
286,185782097,185782,53.0231427,-42.3441342,53.1785027,-42.4537711,52.8716441,-42.4566816,52.868329,-42.2342963,53.174082,-42.2313983
287,185782098,185782,52.7057173,-42.3463853,52.8604783,-42.4564832,52.5536157,-42.4584782,52.5515217,-42.2360966,52.8572827,-42.2340929
288,185782099,185782,52.3893726,-42.8179687,52.5448144,-42.9284262,52.2356843,-42.929673,52.2345018,-42.7073092,52.5425364,-42.7060441
289,185782100,185782,52.069423,-42.8187443,52.2242357,-42.92964,51.9151982,-42.9299833,51.9151904,-42.7076455,52.2231388,-42.7072758
290,185782101,185782,51.749516,-42.8185733,51.9036895,-42.9298953,51.5947858,-42.9293511,51.5959346,-42.7070615,51.9037469,-42.7075622
291,185782102,185782,52.3874998,-42.5827083,52.5423475,-42.6931658,52.2343787,-42.6944339,52.2332111,-42.4720532,52.5400911,-42.4707675
292,185782103,185782,52.0684406,-42.5840672,52.2226807,-42.6949474,51.914794,-42.6953474,51.9147791,-42.4729958,52.2215736,-42.4725712
293,185782104,185782,51.7502659,-42.5839106,51.9038841,-42.6951958,51.5961338,-42.6947492,51.5972407,-42.4724435,51.9038978,-42.4728449
294,185782105,185782,52.3858235,-42.3482687,52.5400584,-42.4587374,52.2332421,-42.4599816,52.2321657,-42.2376124,52.5378867,-42.2363573
295,185782106,185782,52.0683584,-42.348825,52.221999,-42.4596829,51.9152768,-42.4601195,51.9152931,-42.2377774,52.2209237,-42.2373222
296,185782107,185782,51.7508918,-42.3489562,51.9038571,-42.4602558,51.5972673,-42.4597742,51.5985208,-42.2374797,51.904019,-42.237927
297,185782108,185782,51.4272708,-42.8169963,51.58071,-42.9287886,51.2719926,-42.9272524,51.2744302,-42.7050152,51.5820572,-42.7064978
298,185782109,185782,51.1077998,-42.8152712,51.2606218,-42.9274221,50.9521339,-42.9251047,50.9555959,-42.7029448,51.2629866,-42.7051867
299,185782110,185782,50.7880898,-42.8124917,50.9402189,-42.9250317,50.6320064,-42.9218582,50.636584,-42.6997792,50.9436978,-42.7028674
300,185782111,185782,51.4291749,-42.5823144,51.5820804,-42.6940403,51.2745173,-42.6926589,51.276872,-42.4704062,51.5833404,-42.4717382
301,185782112,185782,51.1111247,-42.5804599,51.2633499,-42.6925911,50.9560139,-42.690338,50.9595224,-42.4681593,51.2657644,-42.4703463
302,185782113,185782,50.7926202,-42.5777097,50.9441647,-42.6902173,50.6371022,-42.6871357,50.6417099,-42.4650458,50.9476728,-42.4680419
303,185782114,185782,51.4313782,-42.3477961,51.5836362,-42.4595356,51.2772267,-42.4581244,51.2797187,-42.2358951,51.5850334,-42.2372425
304,185782115,185782,51.1139475,-42.3461425,51.2656019,-42.4582175,50.9594184,-42.4560736,50.9629097,-42.2339135,51.2679922,-42.2359828
305,185782116,185782,50.7974456,-42.3430723,50.9483499,-42.4555731,50.6424415,-42.4525027,50.6471722,-42.2304258,50.9519814,-42.2334082
306,185782117,185782,55.2356898,-42.0654507,55.3937476,-42.1719541,55.0893998,-42.1806918,55.0781021,-41.9587146,55.3813584,-41.9500817
307,185782118,185782,54.9203089,-42.0738009,55.0779492,-42.1807676,54.773285,-42.1886709,54.7631369,-41.9666015,55.0667254,-41.9587915
308,185782119,185782,54.6043822,-42.0817832,54.7615762,-42.1892342,54.4566172,-42.1962609,54.4476685,-41.9741082,54.75154,-41.9671595
309,185782120,185782,55.2237287,-41.8312613,55.3811908,-41.9377877,55.0779949,-41.9464159,55.0667224,-41.7245065,55.3688404,-41.7159859
310,185782121,185782,54.9091206,-41.839439,55.0661575,-41.946446,54.7626284,-41.9542167,54.7525557,-41.732212,55.0549948,-41.7245334
311,185782122,185782,54.594764,-41.8471725,54.7514048,-41.9546098,54.4475925,-41.9615999,54.4386123,-41.7395219,54.7413263,-41.7326075
312,185782123,185782,55.2109016,-41.5969838,55.3677529,-41.7035566,55.0656907,-41.7120173,55.0545229,-41.4902087,55.3554913,-41.4818445
313,185782124,185782,54.8978053,-41.6049812,55.0543007,-41.7119574,54.7519245,-41.7197011,54.7417893,-41.4978006,55.0430776,-41.4901431
314,185782125,185782,54.584725,-41.6124922,54.7408084,-41.7199006,54.4381542,-41.7268662,54.4291293,-41.5048818,54.7306913,-41.4979948
315,185782126,185782,54.2864518,-42.0888073,54.4431413,-42.1967558,54.1379416,-42.2028557,54.1302559,-41.9806368,54.434369,-41.9745995
316,185782127,185782,53.9703005,-42.0946977,54.1265908,-42.2030472,53.8212018,-42.208413,53.8145201,-41.9861433,54.1188197,-41.9808247
317,185782128,185782,53.6545138,-42.0998397,53.8102862,-42.2086446,53.5047484,-42.2131411,53.4992693,-41.990831,53.8037102,-41.9863695
318,185782129,185782,54.2777531,-41.8538005,54.4338654,-41.9617529,54.1298162,-41.9677956,54.1221446,-41.7456458,54.4251042,-41.7396644
319,185782130,185782,53.9626812,-41.8598855,54.1183628,-41.9682416,53.8141228,-41.973527,53.8075217,-41.7513278,54.1106575,-41.7460903
320,185782131,185782,53.6478192,-41.8650574,53.8029608,-41.9738801,53.4985768,-41.9782807,53.4932024,-41.7560422,53.7964865,-41.7516761
321,185782132,185782,54.2694131,-41.6192773,54.4249962,-41.7271621,54.1221067,-41.733242,54.1143265,-41.5111924,54.4161277,-41.5051746
322,185782133,185782,53.9552197,-41.6252029,54.1102708,-41.7335742,53.8071876,-41.738747,53.8006853,-41.5166436,54.1026729,-41.5115191
323,185782134,185782,53.6412733,-41.6302487,53.7958957,-41.7389969,53.4926711,-41.743461,53.4871787,-41.5213199,53.7893074,-41.5168887
324,185782135,185782,53.3358894,-42.1041832,53.4911851,-42.2133827,53.185549,-42.217113,53.1811258,-41.9947827,53.4856599,-41.9910742
325,185782136,185782,53.0193903,-42.1073113,53.1741619,-42.2169338,52.868472,-42.2198403,52.8651694,-41.9974994,53.1697573,-41.9945977
326,185782137,185782,52.7029402,-42.1099192,52.8571458,-42.2199618,52.5514556,-42.2220347,52.5492982,-41.9996944,52.8538948,-41.9976194
327,185782138,185782,53.3308291,-41.8694782,53.4855143,-41.9786839,53.1810341,-41.9823502,53.1766835,-41.7600867,53.4800662,-41.7564426
328,185782139,185782,53.0154313,-41.8727636,53.1696053,-41.9823625,52.865076,-41.9852575,52.861802,-41.7629812,53.1652331,-41.7600983
329,185782140,185782,52.6999431,-41.8754857,52.8535615,-41.9854944,52.5490263,-41.9875773,52.5468859,-41.765304,52.8503218,-41.76322
330,185782141,185782,53.3255223,-41.6345931,53.4796303,-41.7437515,53.1763106,-41.747422,53.1719588,-41.525257,53.4741776,-41.5216123
331,185782142,185782,53.0110951,-41.6382074,53.1646819,-41.7477643,52.8613135,-41.7506595,52.8580639,-41.5284847,53.160333,-41.5255988
332,185782143,185782,52.6969501,-41.6407697,52.8499275,-41.7507574,52.5465591,-41.752789,52.5445307,-41.5306162,52.8468074,-41.5285833
333,185782144,185782,52.3846854,-42.1117129,52.5383397,-42.2221333,52.2326963,-42.223437,52.2315893,-42.0011145,52.5361467,-41.9997949
334,185782145,185782,52.0678435,-42.1127071,52.2208905,-42.2235356,51.915332,-42.2240008,51.9153745,-42.0017069,52.2198419,-42.0012139
335,185782146,185782,51.7516146,-42.1126627,51.9040619,-42.223877,51.5986274,-42.2235382,51.5997632,-42.0012893,51.9040968,-42.0015781
336,185782147,185782,52.382915,-41.8771142,52.535945,-41.9875282,52.231451,-41.9887878,52.2304679,-41.7665376,52.5338575,-41.765257
337,185782148,185782,52.0670363,-41.8780333,52.2194455,-41.9888581,51.915039,-41.9892732,51.9152256,-41.7670536,52.2185303,-41.7666019
338,185782149,185782,51.7524625,-41.877767,51.9042956,-41.988924,51.600029,-41.9886309,51.601225,-41.7664499,51.9043971,-41.7667083
339,185782150,185782,52.3808652,-41.6419488,52.5332883,-41.7523122,52.229957,-41.7535818,52.2290092,-41.5314274,52.5312388,-41.5301382
340,185782151,185782,52.0669512,-41.6431945,52.2188009,-41.7539218,51.9155599,-41.7544432,51.9156747,-41.5323153,52.2178243,-41.5317664
341,185782152,185782,51.7526146,-41.643261,51.9037962,-41.7544057,51.6006823,-41.7540551,51.602019,-41.531972,51.9040336,-41.5322787
342,185782153,185782,51.4335253,-42.1120656,51.5852382,-42.2237254,51.2799831,-42.2224379,51.2824285,-42.0002495,51.5865737,-42.001473
343,185782154,185782,51.1168445,-42.1104619,51.2678964,-42.222487,50.9628706,-42.2204039,50.9664186,-41.9982852,51.2703397,-42.0002961
344,185782155,185782,50.801252,-42.1077889,50.9515998,-42.2201817,50.6468594,-42.2172841,50.6515257,-41.9952482,50.9551814,-41.998065
345,185782156,185782,51.4352217,-41.8770041,51.5863159,-41.9886141,51.2822286,-41.9873704,51.2847298,-41.7652496,51.5877234,-41.7664367
346,185782157,185782,51.12064,-41.8756046,51.2710605,-41.9875829,50.967202,-41.9855337,50.9708216,-41.7634795,51.2735987,-41.765467
347,185782158,185782,50.8055576,-41.8731809,50.955357,-41.9854808,50.6517599,-41.9827199,50.6563765,-41.7607513,50.9588848,-41.7634306
348,185782159,185782,51.4373798,-41.6424632,51.5879621,-41.7539482,51.2850232,-41.7528704,51.2874049,-41.5308442,51.5892426,-41.5318647
349,185782160,185782,51.1236307,-41.6411911,51.2735315,-41.7530471,50.9708154,-41.7511623,50.9743424,-41.5292077,51.2759589,-41.5310222
350,185782161,185782,50.8100362,-41.6385957,50.9592364,-41.7508139,50.6567884,-41.748122,50.6614681,-41.5262573,50.9628119,-41.5288597
351,185782162,185782,54.2602018,-41.3833493,54.4152485,-41.4911698,54.1135222,-41.497267,54.1056653,-41.2753478,54.4062988,-41.2693089
352,185782163,185782,53.9481134,-41.3893577,54.1026883,-41.497598,53.8007743,-41.5029089,53.7940568,-41.2809361,54.0948733,-41.2756728
353,185782164,185782,53.6351305,-41.3940566,53.7891377,-41.5027719,53.4870822,-41.5071804,53.4816539,-41.2851684,53.7826091,-41.280793
354,185782165,185782,54.2518976,-41.1489219,54.406292,-41.256755,54.1057131,-41.2626878,54.0980105,-41.0409149,54.3974895,-41.0350427
355,185782166,185782,53.9400682,-41.154737,54.0939822,-41.2629909,53.79322,-41.2681375,53.7866712,-41.0463168,54.0863323,-41.041215
356,185782167,185782,53.6285575,-41.1599058,53.7820496,-41.2685109,53.4811545,-41.2729971,53.4755929,-41.0511366,53.7753938,-41.046685
357,185782168,185782,54.2425927,-40.9147893,54.3964066,-41.0225553,54.0969847,-41.0284476,54.0892775,-40.8068569,54.3876057,-40.8010248
358,185782169,185782,53.9324522,-40.9204813,54.0858074,-41.0286487,53.7862035,-41.0337984,53.7796129,-40.8121529,54.0781217,-40.8070551
359,185782170,185782,53.6227124,-40.9253387,53.775589,-41.0338848,53.4758556,-41.0383151,53.4703584,-40.8166306,53.7690009,-40.8122437
360,185782171,185782,53.3201929,-41.3990872,53.4736893,-41.508208,53.1715414,-41.5118419,53.1672313,-41.2897993,53.4682915,-41.2861948
361,185782172,185782,53.007021,-41.4023276,53.1600191,-41.511818,52.8578184,-41.5147218,52.8545683,-41.2926705,53.1556724,-41.2897795
362,185782173,185782,52.6941091,-41.4049242,52.8465381,-41.5148244,52.5443295,-41.5169175,52.5422391,-41.2948688,52.8433503,-41.2927694
363,185782174,185782,53.3150129,-41.1642506,53.4679372,-41.273294,53.1669472,-41.2769342,53.1626201,-41.0550439,53.46252,-41.0514337
364,185782175,185782,53.0033213,-41.1677437,53.1556749,-41.2772234,52.8546272,-41.280018,52.8515256,-41.0581185,53.1514737,-41.0553316
365,185782176,185782,52.6914027,-41.1702151,52.8432475,-41.2800365,52.5421979,-41.2821485,52.5401278,-41.0602538,52.8400711,-41.0581368
366,185782177,185782,53.309993,-40.9302744,53.4623035,-41.039268,53.1624625,-41.0428445,53.1582306,-40.8211392,53.4569638,-40.8175814
367,185782178,185782,52.9992385,-40.9337153,53.1510444,-41.0430639,52.8511663,-41.0459453,52.8479807,-40.8242265,53.14677,-40.8213562
368,185782179,185782,52.6891508,-40.9361708,52.8404145,-41.0458909,52.5405271,-41.0480316,52.5384546,-40.8263148,52.837241,-40.8241737
369,185782180,185782,52.3796402,-41.4064945,52.5314588,-41.5168038,52.2292885,-41.5180694,52.228394,-41.2960372,52.5294594,-41.2947547
370,185782181,185782,52.0664858,-41.4072732,52.2176722,-41.5179836,51.9155928,-41.5184226,51.9158829,-41.2964199,52.2168665,-41.2959509
371,185782182,185782,51.753799,-41.4071008,51.9043392,-41.5181952,51.6023935,-41.5178274,51.6038531,-41.2958705,51.9047002,-41.2961964
372,185782183,185782,52.3783297,-41.1717759,52.5295301,-41.2820231,52.2285215,-41.28327,52.2277089,-41.0613926,52.527613,-41.0601277
373,185782184,185782,52.0661484,-41.1724481,52.2167327,-41.2830699,51.9158165,-41.2835446,51.9161392,-41.0616951,52.2159586,-41.0611919
374,185782185,185782,51.7548093,-41.1727131,51.9047907,-41.2836806,51.6040062,-41.2834231,51.6054065,-41.0616167,51.905099,-41.0618342
375,185782186,185782,52.376735,-40.9377538,52.5273729,-41.0478823,52.2275283,-41.0492005,52.2266748,-40.8274996,52.5254212,-40.8261663
