ObjID,q,e,inc,node,argPeri,t_p_MJD_TDB,epochMJD_TDB,FORMAT
2013 SX112,38.6968,0.270297,1.9988114,198.830283,129.65591,49310.59831656061,57388.00078916584,BCOM
2013 SY112,26.15983,0.3142486,13.4739079,343.730259,256.6699,37806.821995720755,57388.00078916584,BCOM
2013 SZ112,41.41953,0.0353583,1.2657462,354.313529,82.84647,78126.26477072194,57388.00078916584,BCOM
2013 SA113,38.69839,0.0409174,20.5576976,359.337039,157.23139,96872.19973075135,57388.00078916584,BCOM
2015 RN278,33.21786,0.0467008,7.1215566,197.673034,57.52921,35174.89601251726,57388.00078916584,BCOM
2001 QS322,42.31814,0.0387461,0.2470154,348.457981,359.02803,51910.839812869744,57388.00078916584,BCOM
2013 SD106,37.53273,0.150214,21.8853777,4.892488,173.63474,107596.79395074656,57388.00078916584,BCOM
2013 SB113,41.43656,0.0917609,3.0178337,182.270139,230.17013,69444.25348074052,57388.00078916584,BCOM
2013 SE106,41.27467,0.0355813,0.2018192,359.365653,291.39376,37500.43853196922,57388.00078916584,BCOM
2013 SH102,35.89668,0.052886,19.3821098,180.22738,83.0672,34469.53161251903,57388.00078916584,BCOM
2013 SC113,35.54857,0.1852757,2.4937975,167.554763,214.00554,60490.017370742826,57388.00078916584,BCOM
2013 SD113,39.64098,0.1366954,19.5864139,25.558728,356.66815,61426.75176074659,57388.00078916584,BCOM
2013 SE113,33.00959,0.2440999,31.2767581,18.231166,339.39839,55843.44449599947,57388.00078916584,BCOM
2016 QZ133,42.79775,0.1044432,12.0401239,136.370411,133.755,28962.799072516955,57388.00078916584,BCOM
2013 SF113,38.30586,0.0263585,37.6745266,46.948712,51.45079,90387.24041075713,57388.00078916584,BCOM
2013 VZ31,38.42505,0.1172776,2.6737059,74.856731,138.8466,16110.80111249766,57388.00078916584,BCOM
2013 TK227,27.62824,0.0817903,18.6070358,78.050506,192.40742,39288.92341731555,57388.00078916584,BCOM
2016 SU55,36.74199,0.0329542,27.7934339,61.412668,181.57554,23676.472072481687,57388.00078916584,BCOM
2013 QP95,33.75682,0.1694617,25.4413714,71.395851,18.81611,69005.86200072242,57388.00078916584,BCOM
2014 QO441,26.92939,0.1053824,18.8313185,107.002585,115.00269,29241.263322491504,57388.00078916584,BCOM
2013 TN229,35.0243,0.2279633,17.7290321,155.549482,150.82897,43655.16049927078,57388.00078916584,BCOM
2012 VS113,38.03694,0.3093323,26.7854597,171.603491,220.13238,55530.83379600757,57388.00078916584,BCOM
2013 RD98,30.26621,0.2328257,19.5460988,144.861909,104.92053,25751.994052513153,57388.00078916584,BCOM
2013 TL227,37.53412,0.0672051,22.8828245,95.49645,313.79643,60156.64278073286,57388.00078916584,BCOM
2013 TM227,31.58384,0.1962795,6.8433566,180.079154,204.31645,59378.78266074769,57388.00078916584,BCOM
2013 TO229,42.07586,0.0399113,1.0473011,96.621899,81.18992,106859.48987074851,57388.00078916584,BCOM
2011 SW281,42.22417,0.0949115,4.6334515,111.088065,302.64655,68498.15261075125,57388.00078916584,BCOM
2013 TN227,42.61015,0.0188574,5.2900151,63.296829,166.29785,15308.763642480892,57388.00078916584,BCOM
2013 TK187,41.14981,0.0575721,6.6295676,56.874887,298.40677,51427.81088285366,57388.00078916584,BCOM
2013 TO227,39.09991,0.0895161,5.0418461,97.676429,128.26753,15453.596032517959,57388.00078916584,BCOM
2013 TY187,40.68229,0.0645183,11.1343626,93.077274,354.69044,75938.38509072163,57388.00078916584,BCOM
2016 SE56,31.04935,0.553208,26.7796813,175.114451,218.80559,58580.4579807601,57388.00078916584,BCOM
2013 TP227,39.01089,0.095819,13.7536695,62.388721,318.81378,57941.6732107396,57388.00078916584,BCOM
2013 VN46,29.91207,0.2407407,7.7461586,112.929025,241.91125,52368.878362889234,57388.00078916584,BCOM
2013 TE188,30.35274,0.2308501,9.3699151,109.672455,292.70598,59457.59524072472,57388.00078916584,BCOM
2014 QU495,32.056,0.2635574,21.2898153,177.598628,170.18515,50429.69809971487,57388.00078916584,BCOM
2013 TQ227,38.02499,0.1361526,10.3102051,98.66307,223.32003,42338.66576294419,57388.00078916584,BCOM
2013 TP187,38.17529,0.5204632,31.1828961,191.551889,176.18469,52427.21185288035,57388.00078916584,BCOM
2013 TR227,33.04109,0.1664712,21.4676427,182.419852,109.39621,36749.632542501204,57388.00078916584,BCOM
2013 TR187,36.78007,0.3970003,14.1898765,76.792798,334.77296,63346.99523075877,57388.00078916584,BCOM
2013 TJ172,36.94528,0.2885969,27.3786819,176.52262,248.21634,65213.94125075001,57388.00078916584,BCOM
2013 TQ187,39.46485,0.0935624,10.014368,117.109057,281.72843,60047.45887075965,57388.00078916584,BCOM
2013 TZ187,28.04624,0.0691029,13.1571998,155.569109,358.8764,77226.07388075884,57388.00078916584,BCOM
2013 TS227,22.67673,0.3249385,24.3226364,180.675765,328.38556,73722.25236072257,57388.00078916584,BCOM
2013 VA72,36.95361,0.1112602,15.0404971,159.072051,200.69658,51011.74571129244,57388.00078916584,BCOM
2013 TT187,38.99506,0.1145807,19.2562749,170.586596,183.40642,49179.15662657174,57388.00078916584,BCOM
2016 SS55,38.32591,0.4760519,28.4965571,182.795743,158.0095,45980.795427110104,57388.00078916584,BCOM
2016 SV58,32.91772,0.2670672,13.5956114,132.576095,305.66067,65138.93361075917,57388.00078916584,BCOM
2016 SG58,35.10691,0.8493295,13.2208328,118.979381,296.29433,60727.13461075483,57388.00078916584,BCOM
2016 SY56,37.91396,0.1141793,14.0149787,104.347559,336.40064,68367.28510074655,57388.00078916584,BCOM
2016 SC59,38.24064,0.1375294,13.8492654,137.739456,236.30001,53965.72778443105,57388.00078916584,BCOM
2014 UW276,28.00467,0.2882865,13.3590445,128.060202,210.32063,50431.79447971554,57388.00078916584,BCOM
2013 TD172,35.6119,0.162365,11.0034508,6.038766,85.39552,75014.91708075978,57388.00078916584,BCOM
2001 QE298,36.92341,0.1553268,3.6579888,7.755745,10.67597,58937.261240760075,57388.00078916584,BCOM
2013 TT227,37.74766,0.1121818,5.9095409,10.93001,24.11656,62821.301260726155,57388.00078916584,BCOM
2013 TS229,41.01055,0.0718174,1.1694733,91.877952,11.80183,83243.34972072208,57388.00078916584,BCOM
2013 TL187,31.34959,0.2024245,18.8469575,25.081348,348.29312,57148.77621760866,57388.00078916584,BCOM
2013 TU227,36.09564,0.168424,20.6340534,172.28216,235.98552,64380.302940755006,57388.00078916584,BCOM
2013 TV227,32.19077,0.1837924,6.9177681,109.083321,326.50874,68506.32141074895,57388.00078916584,BCOM
2014 UD241,40.22001,0.0499357,12.4910667,40.642309,68.57848,83370.16917075437,57388.00078916584,BCOM
2014 UX276,39.97473,0.1153664,9.0040749,82.520932,241.32728,44341.626522426195,57388.00078916584,BCOM
2015 TW361,36.84669,0.4681098,16.6858767,42.207729,331.66482,56597.059317575666,57388.00078916584,BCOM
2013 TW227,37.9366,0.5727313,25.2103601,33.613687,14.01438,63496.30632072186,57388.00078916584,BCOM
2013 TX227,33.34715,0.5185717,36.5802646,178.346856,171.14832,52524.04266285371,57388.00078916584,BCOM
2013 TK172,36.97612,0.2041617,12.5917668,71.977931,246.94845,44046.305550837315,57388.00078916584,BCOM
2013 TY227,27.21719,0.2456974,36.5234142,32.410699,233.63571,38999.717549354296,57388.00078916584,BCOM
2013 TZ227,40.7027,0.0607983,8.5440823,112.938679,39.08495,98126.76373073774,57388.00078916584,BCOM
2015 TL361,36.48199,0.1640689,10.6262855,72.859218,319.25796,60110.634180747365,57388.00078916584,BCOM
2013 TA228,38.15588,0.1721934,11.2236136,82.152551,354.43949,69391.39761072549,57388.00078916584,BCOM
2014 TM95,29.6769,0.1866646,17.5576679,161.142775,263.30206,63554.451290726596,57388.00078916584,BCOM
2015 TS363,30.8957,0.4418275,14.601333,125.774536,227.2179,52047.55767288404,57388.00078916584,BCOM
2015 TJ363,37.79457,0.1807318,14.3362117,97.385945,354.1627,72626.08197072221,57388.00078916584,BCOM
2014 TC115,38.29228,0.3010872,10.1794865,85.438865,227.2334,39743.419060926215,57388.00078916584,BCOM
2013 TA188,28.33891,0.2804302,10.3654856,129.487602,285.48131,60931.173650723234,57388.00078916584,BCOM
2013 VB72,35.78207,0.4506852,18.0004872,56.49209,275.90969,46308.091488687656,57388.00078916584,BCOM
2013 VC72,29.49337,0.2521306,13.3325287,103.46605,332.59869,63793.11573073765,57388.00078916584,BCOM
2013 TB188,33.16991,0.1602378,14.9363396,91.577732,310.79999,59077.465140727836,57388.00078916584,BCOM
2013 TB228,29.6732,0.4664133,20.5991613,65.553821,292.03563,53417.522902883895,57388.00078916584,BCOM
2013 TY171,29.82408,0.2430395,24.9546201,58.80726,247.62418,44663.04210242344,57388.00078916584,BCOM
2013 TC228,38.28021,0.1348613,19.6381098,167.067265,293.00803,81318.14234074016,57388.00078916584,BCOM
2016 RX81,42.95227,0.0240953,4.794114,88.40078,268.38986,55474.4312059993,57388.00078916584,BCOM
2013 TD228,32.51711,0.3166262,15.091497,87.585057,305.74098,59150.3362807227,57388.00078916584,BCOM
2015 PD312,34.65363,0.3748125,23.0602415,154.84731,225.96873,55334.06962603268,57388.00078916584,BCOM
2013 TE228,32.56591,0.1713604,9.8738183,97.64447,82.20053,99756.40099073916,57388.00078916584,BCOM
2014 VK43,40.93559,0.0650429,10.1112708,93.046525,195.28923,36033.90190249632,57388.00078916584,BCOM
2013 VD72,34.30853,0.2843602,22.144739,154.1286,192.33538,49436.34030659308,57388.00078916584,BCOM
2013 TF228,36.66591,0.097833,21.6149324,148.216244,338.70199,77546.19062075803,57388.00078916584,BCOM
2013 TG228,39.85225,0.1631729,18.582173,125.263376,292.29129,62858.802180736944,57388.00078916584,BCOM
2008 SO266,29.84883,0.2425461,18.797819,158.754092,172.76706,47941.51001186576,57388.00078916584,BCOM
2013 TE172,35.68721,0.2604657,29.8409685,50.813838,325.67585,55615.04328603309,57388.00078916584,BCOM
2016 SK56,38.80438,0.094097,15.5733701,155.593439,252.61598,61512.9147907592,57388.00078916584,BCOM
2012 VR113,39.49367,0.1719732,19.2838256,121.031534,220.44347,44498.68637238919,57388.00078916584,BCOM
2013 VR46,33.52461,0.1504597,13.8023205,87.424657,225.63738,41772.9019114082,57388.00078916584,BCOM
2013 TH228,35.86988,0.2504626,11.927295,118.499529,308.80872,64555.24368072866,57388.00078916584,BCOM
2013 TJ228,39.2441,0.1332377,1.9164724,313.626192,357.61042,46264.29751869931,57388.00078916584,BCOM
2013 TV187,37.44376,0.0549494,6.1362289,148.899855,39.93915,101477.89604072233,57388.00078916584,BCOM
2013 TH172,31.40822,0.2576546,11.5543793,42.656322,287.88952,49866.223048159445,57388.00078916584,BCOM
2017 QU131,36.85123,0.2658631,23.0929648,172.751934,161.27788,48588.158573414614,57388.00078916584,BCOM
2013 TP229,36.48989,0.1432532,23.2018905,167.435375,247.72671,66958.60125075895,57388.00078916584,BCOM
2013 RB98,31.36325,0.2568577,21.9392268,147.028207,350.45517,77615.03684075474,57388.00078916584,BCOM
2014 OD394,40.13316,0.0953942,11.2480666,130.198283,82.58297,11826.652392519356,57388.00078916584,BCOM
2014 VB41,36.51901,0.3162476,17.7175346,40.721684,6.03927,64959.41201072232,57388.00078916584,BCOM
2014 TD115,36.29831,0.2092026,13.9832164,51.972265,258.42704,44867.52002396274,57388.00078916584,BCOM
2014 TE115,43.32598,0.0427537,7.9527544,114.164074,256.4463,55313.39487603631,57388.00078916584,BCOM
2016 QL134,41.79524,0.0439949,8.8991627,125.567073,301.11407,70693.76749074968,57388.00078916584,BCOM
2013 TK228,32.85189,0.3121901,1.8629144,354.072145,272.35572,37224.21041775394,57388.00078916584,BCOM
2013 TL228,35.75201,0.250798,8.7297184,357.587701,276.86751,37047.15447513548,57388.00078916584,BCOM
2013 TB187,16.36727,0.7870577,50.7946742,81.994452,25.04106,66754.95481072617,57388.00078916584,BCOM
2013 TM228,39.94807,0.0657498,1.1518636,171.550069,176.35584,54257.924524453265,57388.00078916584,BCOM
2013 TN228,33.25249,0.6247767,19.2894624,174.975666,225.52469,63748.77084075146,57388.00078916584,BCOM
2013 TF188,37.18585,0.185214,10.8580836,171.759835,260.8628,71707.38164075896,57388.00078916584,BCOM
2014 VL43,39.45927,0.0745115,4.7644587,39.31136,256.8825,39221.41984530246,57388.00078916584,BCOM
2014 UA225,36.68721,0.4584438,3.575467,344.60691,18.21931,56080.34981602861,57388.00078916584,BCOM
2013 TW187,40.54141,0.0595772,0.3748414,51.776834,276.54275,46415.485758697556,57388.00078916584,BCOM
2013 TO228,41.96687,0.0474393,3.3002084,20.071088,185.86605,9815.078392480917,57388.00078916584,BCOM
2013 VW71,43.64447,0.0112573,1.5949452,63.167317,311.67396,60183.76196072594,57388.00078916584,BCOM
2013 TL172,41.11713,0.0609451,1.7911204,95.093217,76.47149,105710.2581807592,57388.00078916584,BCOM
2013 TP228,42.89662,0.0492289,3.3431964,159.423511,73.58898,18663.8300924969,57388.00078916584,BCOM
2013 TM172,36.42954,0.4771449,12.6083594,14.866446,352.32515,57492.079779185464,57388.00078916584,BCOM
2013 TD188,40.16079,0.0827447,4.5873079,35.06476,161.34649,7240.165102481685,57388.00078916584,BCOM
2013 TQ229,33.02035,0.1627182,5.5777399,30.686877,257.06011,41338.98477824714,57388.00078916584,BCOM
2013 TQ228,35.65225,0.157661,5.4819063,16.156838,277.46554,41446.88407825632,57388.00078916584,BCOM
2013 TR228,41.10477,0.093546,2.3074532,151.853413,257.4775,68392.3999207538,57388.00078916584,BCOM
2001 QP297,39.75333,0.120557,1.4308152,111.809843,164.09123,32778.764772487055,57388.00078916584,BCOM
2013 TS228,41.84401,0.0356878,1.5467009,113.989477,231.11284,50761.193791280166,57388.00078916584,BCOM
2003 QV90,41.47352,0.0539874,2.408842,138.066962,307.99114,78700.17785075659,57388.00078916584,BCOM
2013 TT228,40.93627,0.067596,1.4366633,109.136229,301.47374,69077.31182073984,57388.00078916584,BCOM
2013 TU228,42.32494,0.0693859,2.8179329,154.058854,27.79247,111235.10348075075,57388.00078916584,BCOM
2013 TC187,40.92926,0.0627032,1.0379111,71.883356,293.78931,56137.82463758494,57388.00078916584,BCOM
2006 QB181,42.06247,0.0405988,2.1941569,64.663681,142.11321,9000.943932497978,57388.00078916584,BCOM
2013 TV228,40.94939,0.03654,2.4753224,88.235165,190.34651,34403.084112507466,57388.00078916584,BCOM
2013 TW228,41.22453,0.051592,3.2139006,108.976899,293.91973,67488.4027307255,57388.00078916584,BCOM
2013 TX228,42.02753,0.0308274,3.3396984,105.058793,125.07886,19413.80759250331,57388.00078916584,BCOM
2013 TG187,35.48843,0.2524175,5.9534372,157.672072,152.12745,45531.021417125914,57388.00078916584,BCOM
2013 TS187,31.42715,0.0986433,4.5999691,127.900309,195.38092,49812.4478081675,57388.00078916584,BCOM
2013 TY228,38.76507,0.1405696,4.7756275,84.985706,121.29106,10720.363312519197,57388.00078916584,BCOM
2013 TA172,32.18211,0.1837264,14.5472815,173.643067,237.42684,64294.678920729166,57388.00078916584,BCOM
2013 TZ228,42.10193,0.0408163,3.9436998,66.689843,98.73149,103013.5795207294,57388.00078916584,BCOM
2013 TA229,36.40791,0.1224393,23.5566656,176.207003,257.28267,71340.00287075875,57388.00078916584,BCOM
2013 TE187,40.82225,0.0814919,2.4901967,88.386003,45.43793,90794.74981074654,57388.00078916584,BCOM
2006 QA181,38.86058,0.0824232,4.8276845,159.031509,272.58688,71121.2449007303,57388.00078916584,BCOM
2013 TB229,42.66104,0.0196643,3.6531403,127.999822,57.34265,106314.48029073367,57388.00078916584,BCOM
2013 TC229,37.22105,0.2181465,8.1804739,169.941311,240.69123,65314.01168072333,57388.00078916584,BCOM
2003 QY111,41.72819,0.0363663,2.9490398,95.917455,219.05226,41837.14184139847,57388.00078916584,BCOM
2013 TD229,39.82121,0.0891748,3.7160169,101.520802,184.98422,34946.491212494075,57388.00078916584,BCOM
2013 TE229,31.3594,0.203794,3.9634136,129.385841,214.60884,52468.62516286769,57388.00078916584,BCOM
2014 VM43,32.88907,0.6931822,16.7132488,157.414795,274.46438,69053.4837007322,57388.00078916584,BCOM
2002 PG150,37.6904,0.1362255,5.5418221,76.807117,273.20804,53276.4069628514,57388.00078916584,BCOM
2013 TM229,40.67622,0.061644,4.2203621,98.714753,77.02967,103326.71147072162,57388.00078916584,BCOM
2013 VE72,31.22064,0.2835865,13.5350494,123.132711,199.12835,47687.14397028561,57388.00078916584,BCOM
2013 UK15,38.49977,0.1972157,11.6986372,119.485582,33.98855,100714.10749072873,57388.00078916584,BCOM
2013 TF229,32.96411,0.1632745,14.6269103,29.455397,206.11055,24631.983072517873,57388.00078916584,BCOM
2013 TG229,42.77464,0.038218,3.9004263,112.714347,33.31102,94692.20755075384,57388.00078916584,BCOM
2013 TH229,41.1589,0.0381746,4.1408753,118.614103,18.55617,90384.8156107575,57388.00078916584,BCOM
2016 QM134,42.73976,0.0302647,4.5451769,108.637135,96.08945,6271.4128125056,57388.00078916584,BCOM
2013 TJ229,36.84376,0.3500929,37.1194857,187.76109,199.06032,58740.84848072241,57388.00078916584,BCOM
2013 TB172,34.61476,0.1956302,11.624804,35.21523,327.59554,55228.735756027716,57388.00078916584,BCOM
2003 QB91,31.61816,0.1942389,6.4952596,136.783681,80.63319,21098.634452485658,57388.00078916584,BCOM
2016 QN134,36.93922,0.1546963,5.7410455,130.496394,281.62767,65713.30773072228,57388.00078916584,BCOM
2014 TF115,34.20143,0.1318483,9.6497633,150.160973,99.30671,28595.38048251668,57388.00078916584,BCOM
2013 TM187,31.26969,0.141479,12.0097937,52.242463,303.84894,53394.61872287757,57388.00078916584,BCOM
2014 TG115,40.26492,0.1091221,10.9011957,147.615726,355.25233,92000.6168507217,57388.00078916584,BCOM
2013 VL46,41.09992,0.0993055,6.6797214,96.431624,44.67399,95620.05338072492,57388.00078916584,BCOM
2013 VK46,28.95914,0.303778,13.5699967,149.47501,178.47633,50857.1367713086,57388.00078916584,BCOM
2013 TV158,36.47074,0.6720816,31.1431093,181.074833,232.09327,59777.18167073716,57388.00078916584,BCOM
2016 SR105,19.51086,0.581189,18.7383154,122.332489,7.25013,67493.74342072447,57388.00078916584,BCOM
2014 YW91,34.44043,0.1562811,24.0087826,165.937907,301.42258,74212.89488074722,57388.00078916584,BCOM
2016 SQ58,32.28497,0.1120208,22.7017324,170.079754,199.63889,53533.83577287712,57388.00078916584,BCOM
2013 TZ171,36.65177,0.1921144,15.8862018,163.658446,241.30982,59842.380420722184,57388.00078916584,BCOM
2013 VF72,35.47106,0.0988297,26.6154048,188.544412,63.16199,23503.613842519175,57388.00078916584,BCOM
2016 SA56,36.17942,0.2707364,16.6339225,144.991155,282.54987,64636.00076072418,57388.00078916584,BCOM
2014 QE442,39.54688,0.0416989,26.3507803,77.782611,256.33847,41490.45514824456,57388.00078916584,BCOM
2013 UL49,42.15603,0.0322686,12.9167455,192.369458,43.1,21960.856992500034,57388.00078916584,BCOM
2014 QS441,43.08539,0.0834089,37.8851066,185.926923,267.62091,74036.9203707326,57388.00078916584,BCOM
2014 UY276,31.71137,0.427102,24.034373,65.084026,289.3526,52118.15621286328,57388.00078916584,BCOM
2013 QO95,38.66291,0.0326321,20.6029573,83.108322,315.7885,59142.53981072186,57388.00078916584,BCOM
2013 VS46,37.02491,0.6302032,20.2123931,69.340803,265.8351,46507.76934872229,57388.00078916584,BCOM
2016 SR58,35.45761,0.5554419,28.9184271,60.097065,313.09784,53754.31801444986,57388.00078916584,BCOM
2013 UT22,33.29526,0.2124061,29.3413704,194.237968,138.4624,43990.992910850706,57388.00078916584,BCOM
2016 SP56,36.88618,0.2569079,20.0420072,75.271315,30.7249,73438.28974073275,57388.00078916584,BCOM
2016 QV89,39.95536,0.767195,21.3875383,173.215079,281.08637,69914.62190075911,57388.00078916584,BCOM
2015 PF312,41.15519,0.0907844,17.9939448,160.634482,260.20798,63041.53292074427,57388.00078916584,BCOM
2014 SY373,36.33999,0.0673023,25.4844825,48.513998,349.45508,77436.20700072729,57388.00078916584,BCOM
2013 UE31,37.64961,0.2040657,38.8068355,342.984542,282.58053,49661.34857813149,57388.00078916584,BCOM
2014 RL86,37.86409,0.6934623,28.8554824,23.726914,332.04595,66993.72185075925,57388.00078916584,BCOM
2014 SL403,37.32203,0.1441346,35.389088,61.154338,194.53381,38324.92852242472,57388.00078916584,BCOM
2013 VX71,40.34657,0.0831827,2.9740878,30.280049,320.80458,52409.84150288461,57388.00078916584,BCOM
2006 QF181,41.44115,0.0752671,2.6641557,136.826319,325.92962,81891.90133074953,57388.00078916584,BCOM
2003 QQ91,35.99845,0.0712631,5.4056145,58.256176,45.93131,76764.91170074558,57388.00078916584,BCOM
2013 VN71,40.27018,0.0892371,5.5393326,131.711195,3.67109,90320.75315075644,57388.00078916584,BCOM
2013 SZ99,37.61703,0.0172275,19.8391593,183.093294,54.01555,24473.25832248624,57388.00078916584,BCOM
2013 VO71,37.42631,0.1500966,15.7893556,26.44863,148.7336,103176.80835075617,57388.00078916584,BCOM
2016 QO134,30.84941,0.2931825,16.9407291,174.529481,173.05692,53024.912452876066,57388.00078916584,BCOM
2014 TH115,33.18841,0.1567978,8.0746912,172.449687,222.21665,59969.28296074736,57388.00078916584,BCOM
2013 VP71,34.91693,0.1114115,5.7183159,130.936638,103.45475,23241.703222498945,57388.00078916584,BCOM
2013 VQ71,36.61981,0.072255,9.317703,121.339649,166.74836,32775.720772487824,57388.00078916584,BCOM
2014 TJ115,34.67881,0.0492919,20.2030674,49.291175,320.17368,54243.27033445725,57388.00078916584,BCOM
2016 SU57,37.04826,0.1873765,23.3754108,186.840866,141.08548,41766.92413140799,57388.00078916584,BCOM
2013 VR71,31.33069,0.2047048,16.2013269,75.123624,273.47152,49526.62090657757,57388.00078916584,BCOM
2013 VO46,33.92077,0.2912177,11.7316946,117.087856,313.0419,63598.38479073976,57388.00078916584,BCOM
2013 VS71,31.11151,0.213916,13.6263651,111.828428,278.39099,55391.23470601579,57388.00078916584,BCOM
2016 SW57,38.12239,0.1764751,13.5380874,100.690788,29.84876,80850.25729075992,57388.00078916584,BCOM
2007 VK302,44.31046,0.0321404,26.543822,61.355616,205.64943,18105.858082506224,57388.00078916584,BCOM
2012 WF37,27.94588,0.2903276,19.0134531,173.619852,275.14324,64097.32663075548,57388.00078916584,BCOM
2016 PU219,36.42685,0.0489759,35.0807489,39.360345,61.57014,75165.0012507245,57388.00078916584,BCOM
2013 VT71,28.1585,0.2848878,11.1892388,128.682718,330.90959,65914.8189307568,57388.00078916584,BCOM
2013 VP46,34.95717,0.2673056,13.4393481,104.626161,252.58201,49217.17136656074,57388.00078916584,BCOM
2013 VU71,34.23726,0.6595034,13.8867235,141.051584,281.64643,62063.731440722244,57388.00078916584,BCOM
2013 VH72,38.72274,0.1479343,9.682878,103.511023,235.1783,47160.61008575608,57388.00078916584,BCOM
2016 SF57,30.97487,0.21117,16.9066547,93.492203,203.90338,40616.28759598102,57388.00078916584,BCOM
2013 VV71,38.08854,0.0597743,16.6456141,103.74731,58.55375,88142.94577075882,57388.00078916584,BCOM
2012 WE37,35.94328,0.2456496,25.6889176,59.865562,331.1001,56235.997487576235,57388.00078916584,BCOM
2014 QS510,32.8618,0.5268941,13.5033155,131.645743,300.49545,63374.43956075372,57388.00078916584,BCOM
2016 SJ57,33.89447,0.0675349,15.3121589,145.041441,270.95907,61389.185020734374,57388.00078916584,BCOM
2014 UZ276,38.37438,0.1639923,8.6242208,6.973836,14.20872,59363.669300752015,57388.00078916584,BCOM
2015 RB280,40.59097,0.0733184,2.1703448,201.664931,112.46635,42868.393766130146,57388.00078916584,BCOM
2003 QW90,40.4283,0.0762289,10.35922,17.767966,87.23921,81573.55425075913,57388.00078916584,BCOM
2013 WA139,37.34484,0.1410907,2.3109605,69.868997,49.57861,86182.25610072352,57388.00078916584,BCOM
2013 WB139,41.99627,0.0214053,3.1893285,132.81708,298.7792,75373.6305307598,57388.00078916584,BCOM
2006 QE181,41.4083,0.0262733,2.1148637,103.729567,247.49131,51061.0639712797,57388.00078916584,BCOM
2013 WC139,40.62921,0.097018,4.3759271,63.862167,339.90868,67052.93346074616,57388.00078916584,BCOM
2013 UQ15,37.93397,0.113048,27.3434207,189.13143,15.85258,8781.499702490386,57388.00078916584,BCOM
2014 TK115,30.29151,0.2303774,11.9836425,178.803148,161.57485,51242.7667328869,57388.00078916584,BCOM
2014 UF241,34.90268,0.1592372,26.7504086,191.56685,18.14002,11021.857932506296,57388.00078916584,BCOM
2014 UC225,31.04681,0.1150355,4.9378194,139.578253,269.12719,61429.95400074759,57388.00078916584,BCOM
1999 RG215,43.09532,0.0710922,0.2420343,292.389169,114.157,71219.1846107256,57388.00078916584,BCOM
2014 UA277,38.94961,0.1687676,6.5602936,130.878272,254.12085,61211.301400745506,57388.00078916584,BCOM
2014 UB277,36.69228,0.4721326,7.839542,142.107644,214.02454,54514.133584458206,57388.00078916584,BCOM
2013 VJ72,36.86783,0.1580286,7.0144474,79.277214,330.18684,64066.55540075961,57388.00078916584,BCOM
2014 TL115,35.38773,0.2551111,28.6123489,40.523926,273.38078,41904.818011377516,57388.00078916584,BCOM
2013 WJ123,30.56601,0.2260851,9.1853675,85.142893,276.84024,52814.568732873726,57388.00078916584,BCOM
2013 WK123,30.53705,0.4489656,15.0681183,170.097983,187.48183,50071.821068143276,57388.00078916584,BCOM
2012 WG37,32.17701,0.3436796,14.3202443,106.997873,41.15202,81232.45426075983,57388.00078916584,BCOM
2013 XU33,36.65443,0.0971415,22.9029599,54.94087,26.92931,69697.03855072324,57388.00078916584,BCOM
2014 QF562,35.69491,0.1555115,18.527545,183.952103,203.81605,54206.41724446328,57388.00078916584,BCOM
2007 TZ417,36.07016,0.1314238,22.2774871,72.546613,30.06479,71193.12972072186,57388.00078916584,BCOM
2013 XL40,35.8857,0.5993643,14.47425,108.675099,274.0497,54326.82464443208,57388.00078916584,BCOM
2014 SQ350,38.42101,0.1082423,29.8170199,66.377415,214.63534,28449.143262480422,57388.00078916584,BCOM
2014 VN43,31.54126,0.1323907,14.8431467,23.313624,202.07414,29610.887652492904,57388.00078916584,BCOM
2013 XM40,37.38147,0.1063835,47.0337243,77.809597,222.08863,44717.68616242531,57388.00078916584,BCOM
2014 XZ40,37.59298,0.0558361,44.5523001,146.842181,271.9542,53247.738832854535,57388.00078916584,BCOM
2010 RD188,38.04666,0.0584514,27.9542849,65.175222,356.26326,70834.84355072265,57388.00078916584,BCOM
2004 TY364,36.31134,0.0653741,24.8374042,140.49616,358.3084,80170.69198075497,57388.00078916584,BCOM
2016 UL273,36.68988,0.117585,24.8334081,53.115743,354.10587,61375.017260730165,57388.00078916584,BCOM
2013 YD169,35.20757,0.176288,28.9207665,50.449423,258.71135,40584.44629501546,57388.00078916584,BCOM
2014 RM86,35.3008,0.1791943,19.135302,117.247178,307.95138,62649.298800752156,57388.00078916584,BCOM
2014 YK92,37.22115,0.0635008,54.7915938,206.555648,216.57129,48349.16808344495,57388.00078916584,BCOM
2016 RA82,39.49639,0.0847968,12.3671573,124.931405,160.26062,29516.08838248258,57388.00078916584,BCOM
2014 QG562,40.15897,0.1564356,15.6472354,155.052671,198.51309,47438.53332025871,57388.00078916584,BCOM
2014 YX91,34.70477,0.3510363,62.8645827,119.632685,252.45667,50387.08991970457,57388.00078916584,BCOM
2015 BP519,35.24989,0.9214056,54.1106626,135.213344,348.05736,73015.5980407218,57388.00078916584,BCOM
2014 QH562,35.26443,0.0718026,31.4576272,44.088576,306.50892,63307.769570759134,57388.00078916584,BCOM
2014 QF442,36.40105,0.2069847,30.5066807,52.916186,246.45922,52802.97189287732,57388.00078916584,BCOM
2014 QJ562,36.14191,0.0478354,26.7087559,34.688981,212.8891,42296.47513294608,57388.00078916584,BCOM
