ObjID,q,e,inc,node,argPeri,t_p_MJD_TDB,epochMJD_TDB,FORMAT
2014 QK562,37.50032,0.1866628,39.9873581,97.134656,204.37534,52166.7130128527,57388.00078916584,BCOM
2014 SR350,36.95156,0.6351747,28.7664997,35.121529,220.03625,44453.18850239824,57388.00078916584,BCOM
2014 QV510,36.71303,0.1514833,31.5033049,47.832536,324.42128,67604.58502073602,57388.00078916584,BCOM
2016 QP134,34.38646,0.6308531,24.4199542,171.535889,270.04647,74953.91802075059,57388.00078916584,BCOM
2014 OB394,35.0193,0.2487772,20.7300406,8.099119,10.36768,60907.408830727465,57388.00078916584,BCOM
2004 PA108,42.02322,0.0403741,1.156642,136.43271,208.95728,54090.29458444004,57388.00078916584,BCOM
2014 OR394,33.66672,0.7613363,13.0485513,1.765771,14.33125,59626.503920753836,57388.00078916584,BCOM
2014 OM394,40.61401,0.0768479,2.3630621,43.197277,170.56603,15624.6338924841,57388.00078916584,BCOM
2014 QL562,38.00566,0.1539528,16.9423576,172.400029,272.89859,77877.22639075064,57388.00078916584,BCOM
2014 QM562,36.89182,0.1519536,5.1721615,25.608474,319.98086,53896.45018445208,57388.00078916584,BCOM
2016 SB106,42.56961,0.0326325,4.5507129,91.172728,359.18855,83049.54766075965,57388.00078916584,BCOM
2014 QH563,31.96766,0.1340111,13.1658375,91.465751,262.06638,53284.60948285131,57388.00078916584,BCOM
2014 TL95,35.36264,0.1881103,10.5948592,100.920276,307.04578,61405.23575073953,57388.00078916584,BCOM
2014 QP562,36.45839,0.5238559,24.3078204,86.052623,247.76878,53041.96200288114,57388.00078916584,BCOM
2016 RD82,38.94282,0.1449902,25.0785727,78.548746,289.63473,60278.91650072972,57388.00078916584,BCOM
2014 QQ562,33.69818,0.4826366,25.7030045,66.828336,292.89626,57825.47495075873,57388.00078916584,BCOM
2014 SM363,36.7998,0.1221052,23.2283337,124.551068,130.75585,30039.05932251263,57388.00078916584,BCOM
2014 QR562,39.91887,0.574746,28.281586,148.236991,219.49626,55503.742446001605,57388.00078916584,BCOM
2014 QV495,36.21565,0.5448743,23.3890947,69.197559,276.95809,52748.80931288863,57388.00078916584,BCOM
2013 VQ25,35.51944,0.4230317,28.5944797,153.68746,215.00604,54969.339146032515,57388.00078916584,BCOM
2014 QS562,40.35219,0.6848777,24.9376627,77.259871,337.80356,65475.63711075504,57388.00078916584,BCOM
2014 QY510,35.49391,0.1711637,22.7112085,107.651461,245.05825,51874.50290285859,57388.00078916584,BCOM
2014 QT562,38.2669,0.0572999,22.3041176,128.723726,305.07836,70065.13482072283,57388.00078916584,BCOM
2014 QU562,33.12652,0.2423836,26.0311375,69.451953,332.74726,61198.890350749185,57388.00078916584,BCOM
2014 QV562,34.66061,0.1727798,26.3721359,152.115999,243.58432,59250.075250751004,57388.00078916584,BCOM
2014 QW510,25.9755,0.8734393,26.1252056,148.502904,298.53796,64481.337530750905,57388.00078916584,BCOM
2014 QZ510,29.95185,0.2392567,23.7369902,71.820127,263.47219,50566.44986973985,57388.00078916584,BCOM
2014 QW562,37.38149,0.2396206,19.9131813,119.45142,232.28928,50999.504961296436,57388.00078916584,BCOM
2014 QX562,36.32739,0.1345474,26.0354759,149.272025,298.88326,71410.99588075337,57388.00078916584,BCOM
2014 QY562,38.58696,0.1546407,27.1299872,159.45537,99.1561,21027.576742506706,57388.00078916584,BCOM
2016 SB56,37.52315,0.0655437,17.3565475,149.04054,29.78865,93490.11066072359,57388.00078916584,BCOM
2016 SJ58,31.65485,0.2745168,20.6475159,81.25543,345.2611,62837.481340730315,57388.00078916584,BCOM
2016 QU89,35.24992,0.7944923,16.9756551,102.898495,303.3414,59260.78810075391,57388.00078916584,BCOM
2016 SE58,37.32181,0.1409242,16.0425834,150.834533,150.15266,35588.21331251766,57388.00078916584,BCOM
2016 SS46,30.54508,0.2480766,15.0396889,142.216273,282.53943,61562.24663074971,57388.00078916584,BCOM
2016 SN56,36.62246,0.1985712,26.6816054,61.410314,67.01807,80392.57977073731,57388.00078916584,BCOM
2016 SA59,39.09319,0.8404315,21.5266856,174.717985,200.29367,53124.17286288751,57388.00078916584,BCOM
2012 VV113,40.75531,0.1157841,15.6687861,116.037952,294.77572,60371.068210756675,57388.00078916584,BCOM
2014 QG442,34.10856,0.3647142,30.4550353,95.89783,241.98811,45864.15188713639,57388.00078916584,BCOM
2014 UZ224,38.32544,0.6471616,26.7845966,130.999954,29.40826,103578.12825074683,57388.00078916584,BCOM
2014 QZ562,35.81896,0.1335147,27.7140882,32.449623,186.34325,35076.06234248944,57388.00078916584,BCOM
2014 ST373,50.16855,0.5219174,43.1491176,130.380642,297.22826,65872.8881207595,57388.00078916584,BCOM
2014 QU510,38.77623,0.0517737,42.1268122,86.251712,119.76193,16165.489022514355,57388.00078916584,BCOM
2014 QT495,30.05702,0.473864,44.6743756,103.790775,258.7108,56216.028847573965,57388.00078916584,BCOM
2014 QT510,30.67611,0.2234835,28.7318363,1.246796,250.69335,49747.40641815691,57388.00078916584,BCOM
2016 RW82,38.19683,0.2735801,28.1915688,38.244791,321.07994,71054.85012075085,57388.00078916584,BCOM
2014 RO86,36.89491,0.1217767,28.8914186,32.686657,227.33382,46522.16857872302,57388.00078916584,BCOM
2014 RH70,33.57114,0.1227472,27.6055787,8.006649,244.75529,47430.23270025895,57388.00078916584,BCOM
2014 RP86,35.092,0.5062245,24.8047556,33.477202,219.04062,46548.3613387214,57388.00078916584,BCOM
2014 RQ86,38.10992,0.0131,31.1693629,67.229864,47.31618,96955.88561075779,57388.00078916584,BCOM
2014 RR86,35.20912,0.0795931,35.4413215,10.149664,181.65299,30706.735302493395,57388.00078916584,BCOM
2014 RS86,36.89452,0.2184749,25.2307306,62.095195,171.6522,39686.54021923375,57388.00078916584,BCOM
2014 RT86,35.57814,0.2420147,30.7947513,95.083413,317.5812,63499.57921072162,57388.00078916584,BCOM
2014 RU86,30.82316,0.219572,30.2126091,138.094952,127.72594,32366.371252501267,57388.00078916584,BCOM
2014 RV86,39.25687,0.672675,28.4965665,129.609385,263.43792,58126.589730742555,57388.00078916584,BCOM
2014 RO74,28.50172,0.0511806,29.5370185,152.436828,114.19599,36827.16939248148,57388.00078916584,BCOM
2014 RN74,28.01176,0.2876051,24.3607808,115.283939,317.73783,62802.9469107229,57388.00078916584,BCOM
2014 RW86,31.34911,0.2018509,23.2884499,127.048753,243.30687,53370.746652869755,57388.00078916584,BCOM
2014 RX86,37.49029,0.1717525,26.5889202,154.6092,248.17702,58509.798580748335,57388.00078916584,BCOM
2014 RM74,43.34989,0.3535248,32.471917,149.473685,284.9199,63633.6222607511,57388.00078916584,BCOM
2014 RY86,34.79714,0.1854786,28.1625023,14.324372,246.39978,49242.6335165561,57388.00078916584,BCOM
2014 RJ70,38.01829,0.1888582,26.4778408,30.885073,274.87732,57337.56511915147,57388.00078916584,BCOM
2014 UN225,38.69516,0.3463436,53.149706,68.690549,323.41397,74200.08780074312,57388.00078916584,BCOM
2014 QL441,36.03019,0.2605699,26.2806225,75.813453,290.40149,52868.11506285773,57388.00078916584,BCOM
2008 UA332,36.91779,0.5127867,30.7412051,109.010129,226.54222,44392.892742416894,57388.00078916584,BCOM
2014 WE556,36.64134,0.4504298,31.2759454,112.210351,261.7276,60350.22555075198,57388.00078916584,BCOM
2014 SN363,36.27465,0.1912077,27.1317065,59.924159,267.41237,48382.198043442084,57388.00078916584,BCOM
2014 SZ373,36.70499,0.6719331,29.603678,148.347917,240.05676,58984.014330755446,57388.00078916584,BCOM
2014 SN403,39.10616,0.6981648,31.1970983,140.351034,208.9089,44436.27553240338,57388.00078916584,BCOM
2014 SX373,35.88618,0.1635672,32.8649228,140.81267,251.28253,54575.79858446304,57388.00078916584,BCOM
2014 SQ403,46.53625,0.6657368,44.0442787,180.321588,190.77701,46234.67688713486,57388.00078916584,BCOM
2014 SR373,38.52418,0.3834595,35.5833624,165.746065,214.46924,50971.61655130518,57388.00078916584,BCOM
2014 SR403,32.13788,0.4213006,27.4588721,53.384222,17.73309,88350.96304072159,57388.00078916584,BCOM
2014 SS403,39.13597,0.1367021,25.725949,18.765206,289.48708,57635.28312914994,57388.00078916584,BCOM
2014 ST403,40.61066,0.1530172,30.0018512,64.355207,253.91777,59476.00946072211,57388.00078916584,BCOM
2016 QP85,39.81181,0.3343257,15.6147159,121.308942,278.59058,58280.214030748175,57388.00078916584,BCOM
2014 SQ373,38.76084,0.1584999,29.9093192,131.187844,339.51124,72838.1419007592,57388.00078916584,BCOM
2014 SU403,48.28798,0.1639626,44.4430389,177.846291,247.29498,58223.881810759565,57388.00078916584,BCOM
2014 SV403,38.88596,0.1570088,29.3645411,355.315507,30.02553,77967.07427075715,57388.00078916584,BCOM
2014 SW403,34.79067,0.1828095,34.9169356,43.626815,324.03856,60026.103420759355,57388.00078916584,BCOM
2015 VQ207,31.38195,0.7878628,28.5299393,117.530119,240.30419,56611.526337578325,57388.00078916584,BCOM
2014 SX403,35.52068,0.9047005,42.9337357,149.217074,174.7142,49258.76915655488,57388.00078916584,BCOM
2014 QA442,35.25141,0.1825942,27.4126672,109.407584,281.87253,62592.06427075989,57388.00078916584,BCOM
2014 SY403,36.1549,0.304885,28.7914045,118.817669,176.71035,42559.954774548794,57388.00078916584,BCOM
2014 SO373,36.48946,0.1274713,25.9864764,132.989778,203.2313,49434.876356593006,57388.00078916584,BCOM
2015 TP454,27.71457,0.5848008,24.139176,138.041819,327.94465,73145.97670075484,57388.00078916584,BCOM
2014 SZ403,37.39255,0.1258402,29.9086978,52.30371,315.43477,56609.83312757797,57388.00078916584,BCOM
2014 SP373,26.73586,0.3230538,24.4555225,158.843857,311.9729,69581.2577407541,57388.00078916584,BCOM
2014 SW373,36.08811,0.35164,20.8524956,76.59302,332.88368,62723.88481072941,57388.00078916584,BCOM
2016 SY55,32.1891,0.1820114,17.2733911,116.864634,334.92021,69811.8110807414,57388.00078916584,BCOM
2016 SQ55,38.63549,0.1045511,17.5393671,147.390722,126.56662,27962.610382507828,57388.00078916584,BCOM
2014 QU441,36.89992,0.1056243,19.3413187,113.160284,296.67806,61512.58010075922,57388.00078916584,BCOM
2014 SA404,36.20349,0.2484276,20.5814869,125.593366,212.03255,45999.225347111395,57388.00078916584,BCOM
2014 SB404,35.28088,0.1051872,21.8438541,135.10285,200.55549,45605.92416711022,57388.00078916584,BCOM
2014 SC404,29.79106,0.2436811,26.6929004,158.093913,276.68,63549.09900072544,57388.00078916584,BCOM
2014 SD404,29.22751,0.1973201,22.9223358,96.720409,250.97184,50949.50518131081,57388.00078916584,BCOM
2014 SC374,27.10053,0.099143,33.7289073,176.261176,45.00723,27982.126472501637,57388.00078916584,BCOM
2014 SN350,34.73412,0.1889205,32.0583063,171.681032,258.56847,64449.38701075777,57388.00078916584,BCOM
2014 SR404,39.30176,0.1488273,31.1810515,10.843353,26.58727,79789.21165075788,57388.00078916584,BCOM
2014 SE404,44.56222,0.4046249,41.4910857,335.95778,325.83385,57927.479060744205,57388.00078916584,BCOM
2014 SA374,38.51723,0.1215655,35.7823516,72.305555,200.2366,31680.450992487822,57388.00078916584,BCOM
2014 SK404,36.60393,0.4144578,26.1625063,128.143712,243.13415,54170.909814462226,57388.00078916584,BCOM
2014 TS100,36.4826,0.4400766,28.5578497,129.552002,229.96178,48560.807853408856,57388.00078916584,BCOM
2014 SN373,37.48419,0.6383496,32.4717591,115.577931,349.903,70581.21752075333,57388.00078916584,BCOM
2016 RF82,36.08365,0.4438698,39.4360093,109.807595,273.88616,63507.8451507213,57388.00078916584,BCOM
2014 SS373,37.61785,0.3475149,29.9639731,76.068891,343.77135,68017.30024075133,57388.00078916584,BCOM
2014 SU373,33.28891,0.3977147,28.1488467,106.186539,317.93749,66372.55582073046,57388.00078916584,BCOM
2014 SF404,35.24074,0.1478398,29.0386644,109.609425,265.93877,57200.35695759507,57388.00078916584,BCOM
2014 SL404,38.73001,0.071712,25.9798527,97.484645,141.4582,21919.098672487416,57388.00078916584,BCOM
2014 SG404,38.98817,0.5017817,31.6124479,66.733787,321.23589,60221.09935072163,57388.00078916584,BCOM
2014 SH404,37.59009,0.4440035,27.7456323,122.577911,323.73154,71274.18953074187,57388.00078916584,BCOM
2014 SM373,38.15453,0.1623255,25.4187225,106.144136,252.74009,52444.084592875464,57388.00078916584,BCOM
2016 TY94,36.84933,0.2457173,25.6686674,108.724772,279.10693,58381.888540721855,57388.00078916584,BCOM
2015 SZ49,37.87828,0.1666926,27.5274139,141.174125,264.36465,61865.87045075978,57388.00078916584,BCOM
2016 TA95,35.88131,0.4830671,25.4561288,133.118353,250.18525,56631.464687583415,57388.00078916584,BCOM
2010 TY53,21.07737,0.4595514,22.4524229,111.356561,3.1131,67218.93569072991,57388.00078916584,BCOM
2014 SJ404,30.06306,0.2319121,23.543404,102.255492,309.74215,61128.28625075955,57388.00078916584,BCOM
2014 SO350,34.60095,0.543528,24.0423601,140.996971,244.1648,56351.56126760835,57388.00078916584,BCOM
2015 PL312,36.23982,0.1346679,26.1229424,71.752596,4.65425,66050.55876072247,57388.00078916584,BCOM
2014 TF86,37.26055,0.0782249,32.04797,65.08386,106.2415,19917.691532510602,57388.00078916584,BCOM
2016 RG82,41.65808,0.0242485,3.5580218,84.000597,323.67146,70248.61321075904,57388.00078916584,BCOM
2014 TO115,38.89594,0.3732756,18.4718193,165.763956,192.26666,52766.978622886214,57388.00078916584,BCOM
2014 TP115,37.99739,0.3176336,11.596074,95.259796,316.56712,63620.15483074698,57388.00078916584,BCOM
1999 RN215,39.99327,0.0734858,12.4100941,140.652679,102.59176,17364.36184250963,57388.00078916584,BCOM
2016 UO273,38.192,0.2027231,16.0717019,68.937914,258.73152,43160.391327689795,57388.00078916584,BCOM
2014 SV373,37.01372,0.3317948,10.7247622,108.176465,214.43831,40120.69576108571,57388.00078916584,BCOM
2014 TT100,33.92027,0.6043975,22.9004098,108.859354,277.13508,56724.78766760972,57388.00078916584,BCOM
2014 TF116,32.18783,0.2331119,3.6404765,135.720767,134.22354,34178.272832506205,57388.00078916584,BCOM
2014 TQ115,32.09249,0.2414082,13.39677,157.751067,303.01131,70812.30149072155,57388.00078916584,BCOM
2014 TR115,37.25092,0.1448057,7.4105696,177.19438,62.58548,20495.011022498078,57388.00078916584,BCOM
2001 QH298,35.09011,0.1089492,6.7117272,129.451927,169.35338,41090.207600203415,57388.00078916584,BCOM
2014 TS115,34.85808,0.8042574,18.2470081,164.510025,248.66928,63766.08046074635,57388.00078916584,BCOM
2014 TT115,40.42586,0.1528157,8.5269031,87.837344,132.059,8805.517312497892,57388.00078916584,BCOM
2014 UO250,37.73675,0.0988445,28.2582103,195.962217,260.96612,72814.54905075964,57388.00078916584,BCOM
2014 TU115,34.98777,0.8956382,23.5327216,192.341234,225.34924,61261.32872073016,57388.00078916584,BCOM
2015 RX345,39.85515,0.0460281,15.1849154,77.59509,46.90864,83735.52060075449,57388.00078916584,BCOM
2014 UF224,39.75549,0.123324,27.1587907,174.326279,331.5286,87315.20010073227,57388.00078916584,BCOM
2014 TE86,37.49677,0.154397,28.7241441,161.748089,170.941,43299.90171769415,57388.00078916584,BCOM
2014 TV115,37.14863,0.0879386,22.6146666,153.268246,222.89845,55624.28951603491,57388.00078916584,BCOM
2015 UK84,37.71776,0.2388981,23.5919988,156.311739,188.50916,48861.24877498473,57388.00078916584,BCOM
2015 QV33,36.39453,0.313073,24.7059859,159.711168,255.04915,63509.80479072129,57388.00078916584,BCOM
2014 TW115,38.71961,0.0736372,22.5865703,96.972774,203.76957,37235.6794279272,57388.00078916584,BCOM
2014 TX115,40.37653,0.1177074,29.3506158,158.656895,54.34857,2420.793232499463,57388.00078916584,BCOM
2014 TY115,37.40115,0.5369185,25.96328,143.547499,226.21462,54318.91426443418,57388.00078916584,BCOM
2014 TZ115,31.24259,0.2484266,25.5673226,36.473804,95.90192,81716.99932073,57388.00078916584,BCOM
2014 TA116,37.78567,0.1652872,26.7435631,155.571658,251.37438,59230.635710744966,57388.00078916584,BCOM
2014 TB116,36.00893,0.5459187,27.6604617,91.538379,325.89001,62444.22073072401,57388.00078916584,BCOM
2014 UF277,41.40015,0.0292476,37.0877496,76.528662,65.20456,99079.02039075481,57388.00078916584,BCOM
C/2014 UN271,10.94835,0.9994197,95.4669856,190.003383,326.28352,62887.54269074654,57388.00078916584,BCOM
2014 UG277,38.43815,0.0416053,20.255695,187.347744,196.61766,57033.07969759511,57388.00078916584,BCOM
2015 VR207,36.65012,0.5380855,26.6303129,196.616202,156.68833,50050.14369813667,57388.00078916584,BCOM
2014 UH277,28.04222,0.2872494,7.7940877,147.236826,82.36727,22013.317782515034,57388.00078916584,BCOM
2014 UJ277,39.58385,0.0858055,13.6001459,73.158671,119.40594,105726.67220075712,57388.00078916584,BCOM
2016 UP273,31.62179,0.6192548,14.0330168,78.332413,325.77605,59812.82304072704,57388.00078916584,BCOM
2014 UK277,38.64866,0.2731354,18.3403032,62.096517,5.86961,67129.20347072434,57388.00078916584,BCOM
2014 UL277,42.66563,0.1055069,21.418914,192.644637,7.85305,109813.25020073808,57388.00078916584,BCOM
2014 UE278,39.30354,0.2140701,21.9372337,190.418787,159.48599,45178.301665547886,57388.00078916584,BCOM
2016 SW105,29.40442,0.1919601,30.3895254,18.141284,71.57905,84806.90090074774,57388.00078916584,BCOM
2016 RH82,41.77089,0.0521164,2.4224596,91.600912,203.96408,39546.97872506555,57388.00078916584,BCOM
2014 UM277,36.52645,0.4929739,3.7007256,134.187087,256.75789,62719.92675073049,57388.00078916584,BCOM
2014 UN277,41.7213,0.0204649,3.2961256,126.41228,108.63087,22449.329462516038,57388.00078916584,BCOM
2001 QG298,31.76815,0.1924871,6.4895942,162.536522,209.97858,55659.760786037674,57388.00078916584,BCOM
2014 UO277,32.5854,0.1075129,11.7013631,175.43389,169.37662,50473.085609729256,57388.00078916584,BCOM
2014 UN250,38.76268,0.0451209,28.9707106,148.097799,188.63534,41326.49772824298,57388.00078916584,BCOM
2014 RL74,37.05601,0.2078075,30.2773771,150.164963,10.02461,90357.00284075986,57388.00078916584,BCOM
2014 UP277,32.59192,0.3254984,37.0171085,174.08705,227.58728,56839.05860759391,57388.00078916584,BCOM
2014 XB48,33.93532,0.5097102,28.2759563,130.862165,294.33405,62890.21041074739,57388.00078916584,BCOM
2016 RJ82,34.76216,0.097219,55.8755939,79.697516,351.9114,77636.91676074911,57388.00078916584,BCOM
2015 VS207,35.04564,0.6027785,1.2022689,249.383975,104.8724,57015.60343758935,57388.00078916584,BCOM
2014 UP250,33.34617,0.3636253,20.8731633,191.802427,68.16862,33482.592832494985,57388.00078916584,BCOM
2014 UQ277,31.10148,0.2891402,22.4722146,112.299905,294.86203,60445.50322075523,57388.00078916584,BCOM
2014 UY277,34.74088,0.1033386,38.3900044,169.450222,291.33593,67943.18604072802,57388.00078916584,BCOM
2014 UR277,35.72018,0.1345687,31.5063752,146.230083,194.58958,43634.44435927526,57388.00078916584,BCOM
2014 US277,54.54584,0.4499951,36.3738449,143.320353,351.26289,98440.30272075352,57388.00078916584,BCOM
2014 SB374,36.56703,0.1726586,40.7529987,100.919987,1.70421,72711.70486073369,57388.00078916584,BCOM
2013 UM17,39.14489,0.0784337,12.9894691,185.550524,112.64661,37322.65106931441,57388.00078916584,BCOM
2014 UT277,39.86021,0.0649178,5.790246,59.853984,146.2079,8463.581422505438,57388.00078916584,BCOM
2015 TX363,39.32466,0.0242656,16.9682106,147.03879,128.09896,27965.295112507014,57388.00078916584,BCOM
2016 SO56,37.83058,0.395666,16.3061883,164.310847,174.00541,44727.30983242396,57388.00078916584,BCOM
2014 UU277,37.09452,0.1914033,28.4267432,101.983803,322.90044,64901.814370733795,57388.00078916584,BCOM
2014 UV277,37.1609,0.3925374,33.5089702,166.569949,213.65185,53263.64735285228,57388.00078916584,BCOM
2014 UU240,28.59798,0.0485561,35.7445843,81.997658,73.08572,77432.6649607265,57388.00078916584,BCOM
2016 TW94,39.83931,0.0673566,28.8879347,134.122915,188.36767,38715.79488162412,57388.00078916584,BCOM
2014 UW277,15.12059,0.4286587,35.7273033,158.220092,104.45635,43156.100287688394,57388.00078916584,BCOM
2014 UX277,38.24512,0.5773733,32.1665118,148.820061,319.65133,72473.61646075925,57388.00078916584,BCOM
2014 UQ250,35.60509,0.3578773,32.114971,89.065583,338.35208,64504.936460743826,57388.00078916584,BCOM
2014 VO43,41.85521,0.0469893,40.1434507,105.161898,37.74316,86055.92933074363,57388.00078916584,BCOM
2015 UN105,41.40866,0.7765002,37.0240705,129.349841,231.4316,53129.75024288663,57388.00078916584,BCOM
2014 VC41,28.80093,0.2362045,46.5408835,97.74843,315.52796,60359.75452075437,57388.00078916584,BCOM
2014 VW37,36.49914,0.1326753,48.7849372,122.776777,255.4828,52365.20879288922,57388.00078916584,BCOM
2014 VP43,40.95147,0.6927426,35.8580545,59.255365,314.44396,62949.078920759624,57388.00078916584,BCOM
2014 WC556,42.10428,0.0837509,36.3720723,54.742938,296.8018,58431.08718072469,57388.00078916584,BCOM
2014 WX601,34.0758,0.1394318,10.4809685,122.967829,97.68397,19295.178002481527,57388.00078916584,BCOM
2014 WY555,35.10466,0.3614452,37.5780182,105.786666,200.14157,44788.35559398159,57388.00078916584,BCOM
2014 WZ555,36.40637,0.2049368,31.9753712,108.894983,299.2078,62233.392030759765,57388.00078916584,BCOM
2014 WY601,35.33749,0.2867737,32.6899487,51.677243,258.93191,48676.50603344099,57388.00078916584,BCOM
2014 WZ601,35.80422,0.6194917,27.7244003,80.33379,246.6649,52421.88626288177,57388.00078916584,BCOM
2014 WA602,40.6447,0.114408,30.6876907,94.355137,240.58508,53114.937942888595,57388.00078916584,BCOM
2014 WB602,37.47362,0.1401722,30.3532918,104.656502,216.9268,49370.309736579184,57388.00078916584,BCOM
2014 WC602,34.27776,0.1168489,29.2588008,89.596878,308.36171,65616.9774007383,57388.00078916584,BCOM
2014 WD602,33.4152,0.2249692,39.1074,46.89096,240.92249,46646.70330869423,57388.00078916584,BCOM
2014 WE602,40.42967,0.4880406,48.7217748,58.546896,314.5098,59693.05525075896,57388.00078916584,BCOM
2014 WF602,38.98939,0.6418421,40.2281192,126.81048,193.03952,48404.71927343717,57388.00078916584,BCOM
2014 WD556,31.61311,0.5876757,30.7595908,93.600853,276.83182,58741.03426072239,57388.00078916584,BCOM
2014 SP363,42.73136,0.3152679,31.2280479,145.448305,267.85393,66309.33377074996,57388.00078916584,BCOM
2014 WA556,39.85497,0.362364,23.841366,87.042358,307.00435,63172.594020723416,57388.00078916584,BCOM
2014 WG602,38.75775,0.0689978,24.4384473,84.906725,216.78926,41333.86700824547,57388.00078916584,BCOM
2010 RF64,35.52729,0.1737829,28.6905729,131.033055,209.69977,51272.05714288948,57388.00078916584,BCOM
2014 WH602,32.95766,0.1332456,26.7197599,125.327251,228.54373,53899.3028644512,57388.00078916584,BCOM
2014 WJ602,35.66652,0.3272546,24.4533226,101.30721,181.13845,36577.57204250227,57388.00078916584,BCOM
2014 WB556,42.69764,0.8475583,24.157508,114.891628,235.33916,51284.66078288912,57388.00078916584,BCOM
2014 WL602,40.01638,0.0203391,22.9884311,99.971116,29.47634,86426.16263074196,57388.00078916584,BCOM
2016 RK82,36.72919,0.1403482,20.8394575,107.821731,326.67638,68479.17026075584,57388.00078916584,BCOM
2016 TZ94,37.0715,0.1620164,24.160811,121.502577,179.26606,37186.18882718495,57388.00078916584,BCOM
2014 WM602,40.46558,0.1402042,35.8972504,103.499154,259.41599,57872.93205075794,57388.00078916584,BCOM
2015 VT207,36.369,0.3143989,37.3665863,106.04165,245.90079,54744.614864425,57388.00078916584,BCOM
2014 XZ47,35.3304,0.2324835,33.4295757,109.308812,294.75333,61191.305980751305,57388.00078916584,BCOM
2014 XR54,34.36612,0.4701122,29.1074081,61.242616,341.21065,66871.12916073538,57388.00078916584,BCOM
2014 XX47,35.78991,0.3078134,26.60892,102.087832,340.05869,73815.18729073655,57388.00078916584,BCOM
2014 XY47,35.27116,0.0731286,26.2016367,82.917615,48.77591,85592.24929075925,57388.00078916584,BCOM
2014 XC48,35.90615,0.1304119,28.1947542,132.814733,291.55353,67670.8543207561,57388.00078916584,BCOM
2014 SO363,37.72392,0.096136,23.1469604,119.690065,309.87071,70058.40635072364,57388.00078916584,BCOM
2014 XA48,37.15935,0.204962,26.5804861,82.810167,223.79283,41995.14593137286,57388.00078916584,BCOM
2014 XS54,36.64255,0.2204661,28.9263261,95.045078,228.22357,43098.250036096964,57388.00078916584,BCOM
2016 XO34,41.02468,0.1167073,34.3415632,173.025701,209.22166,55311.71868603652,57388.00078916584,BCOM
2014 XT54,31.49664,0.1988088,37.78937,62.021441,133.42988,19652.36421248247,57388.00078916584,BCOM
2014 XY40,40.24884,0.14795,29.063714,132.782456,37.78482,107530.13029075965,57388.00078916584,BCOM
2015 QW33,37.96247,0.1731705,21.5276427,77.422537,75.19,94979.44768073005,57388.00078916584,BCOM
2014 XU54,35.49364,0.4560337,31.7248894,89.781174,348.57922,67150.04548072178,57388.00078916584,BCOM
2010 TJ,39.91638,0.3649585,38.9008761,91.298979,273.91904,51888.3110328625,57388.00078916584,BCOM
2014 YZ91,34.89714,0.2730123,30.0048205,116.320517,205.54928,47733.26170027112,57388.00078916584,BCOM
2014 YT72,36.86665,0.1777896,31.740488,95.834464,322.06455,69057.50395073343,57388.00078916584,BCOM
2014 YA92,37.52792,0.0287051,34.3067311,79.184,65.50236,85716.12491073537,57388.00078916584,BCOM
2016 TS94,32.18409,0.181689,36.6780325,157.102036,184.87854,47829.152910260535,57388.00078916584,BCOM
2014 YL50,37.42042,0.3252321,29.1462554,127.382248,234.31323,51683.98766288383,57388.00078916584,BCOM
2014 YB92,27.10744,0.1010094,30.8074276,100.982845,46.85942,75814.70151074757,57388.00078916584,BCOM
2014 YC92,31.94852,0.5038902,31.9623593,113.43311,142.07266,15826.68842251877,57388.00078916584,BCOM
2014 YD92,48.55091,0.3528459,36.2594484,147.380198,224.40381,49937.289998137465,57388.00078916584,BCOM
2014 XW47,30.97082,0.2908307,27.9160569,83.42637,179.57334,36323.713192517105,57388.00078916584,BCOM
2014 YE92,37.18683,0.4356039,27.0305193,94.388898,321.15563,66256.70353075958,57388.00078916584,BCOM
2014 YU72,39.72724,0.1460675,30.1785491,130.36404,181.03262,41317.216548239856,57388.00078916584,BCOM
2015 QX33,36.78188,0.0925943,25.3730399,96.02226,237.94846,47998.7253818703,57388.00078916584,BCOM
2014 YF92,38.1003,0.1197964,29.6584268,138.365084,352.95302,85159.80981074358,57388.00078916584,BCOM
2014 YR72,33.68008,0.144111,26.7894409,88.727819,125.86643,21047.920932500256,57388.00078916584,BCOM
2015 QY33,41.38677,0.0358073,32.6763515,138.120426,125.3205,26771.19719251687,57388.00078916584,BCOM
2014 YS72,32.07918,0.4170885,23.9413011,112.644349,284.78244,60200.72972072309,57388.00078916584,BCOM
2016 PK220,37.76597,0.2438581,42.4087955,51.79898,258.57208,41440.2842382575,57388.00078916584,BCOM
2014 YG92,38.54964,0.1922166,26.6270099,101.456937,222.92538,46205.645237143086,57388.00078916584,BCOM
2014 YH92,35.93362,0.0716414,29.9343388,79.174924,16.0016,74106.85219072197,57388.00078916584,BCOM
2016 SX105,35.14887,0.3058034,36.0689895,73.913161,313.03568,59512.62426072237,57388.00078916584,BCOM
2015 QZ33,37.24746,0.3225317,29.0391183,101.749208,193.86799,39260.539456471415,57388.00078916584,BCOM
2014 YJ92,30.66746,0.2970273,32.7634235,134.704466,183.0273,46933.10792871792,57388.00078916584,BCOM
2015 VJ181,34.8911,0.1795388,37.3906311,80.219165,313.0525,61226.100880740785,57388.00078916584,BCOM
2015 VU207,28.9547,0.0362691,38.9227476,114.146009,40.62363,79182.75791072457,57388.00078916584,BCOM
