ObjID,FieldID,fieldMJD_TAI,fieldJD_TDB,Range_LTC_km,RangeRate_LTC_km_s,RA_deg,RARateCosDec_deg_day,Dec_deg,DecRate_deg_day,Obj_Sun_x_LTC_km,Obj_Sun_y_LTC_km,Obj_Sun_z_LTC_km,Obj_Sun_vx_LTC_km_s,Obj_Sun_vy_LTC_km_s,Obj_Sun_vz_LTC_km_s,Obs_Sun_x_km,Obs_Sun_y_km,Obs_Sun_z_km,Obs_Sun_vx_km_s,Obs_Sun_vy_km_s,Obs_Sun_vz_km_s,phase_deg
1992 SF17,120995,60399.30417585096,2460399.804548019,314597881.1560932,-6.708454675125276,205.3421125538395,-0.1940984901349619,-10.657774848318926,0.0853361734452115,-426677008.0083877,-155542504.75624135,-68244068.15676366,4.611718668936313,-13.772052133849613,-5.1492438627467845,-147258211.76021257,-23210494.579421192,-10061577.5458755,4.839714087246351,-27.31291881348349,-11.719635069694784,5.647987449337607
2000 QR19,122203,60401.01488077102,2460401.515253019,285802709.0629095,23.63792912312128,124.89829079045494,0.1100425383958982,20.65862755170791,-0.0488477467789689,-299521254.5379594,192146355.7274087,89041752.46524152,-13.358584022054856,-11.795744873325882,-5.955914223685311,-146521506.20897037,-27187583.53269078,-11789237.848307772,5.076719273729431,-27.11678685143024,-11.656174857714973,22.371781760433898
2000 QR19,122253,60401.03878397265,2460401.539156019,285851588.71923834,23.697399019337578,124.90110414246423,0.110245664484917,20.65745520313341,-0.0492437818701167,-299548839.0487232,192121995.7516879,89029452.65806459,-13.356920955183528,-11.796811768691624,-5.95640861970424,-146510971.7384001,-27243633.410410155,-11813309.52513536,5.126267155590754,-27.16210369137763,-11.655325689226729,22.37491229546681
1992 SF17,123406,60402.15432435613,2460402.654697019,313081351.07739574,-5.657540712286493,204.7862333377538,-0.2012045155972651,-10.41070072930458,0.087804016369759,-425523637.3050761,-158927479.5017835,-69509260.3164738,4.75534861919925,-13.719068434292774,-5.126033262076668,-145963121.45205715,-29833889.371293567,-12934572.021596432,5.949456950988645,-27.184182866185925,-11.610135582790916,4.57785281814218
1992 SF17,123456,60402.17809368587,2460402.678466019,313069799.0466513,-5.592205502751029,204.78136503766777,-0.2016661741030309,-10.408611542346302,0.0879886947130621,-425513870.1125301,-158955653.62234306,-69519787.3489406,4.756543691768607,-13.718622185214066,-5.125838081625828,-145950829.37555194,-29889715.46017245,-12958414.17497977,6.021557509523115,-27.182211666239432,-11.60925484579906,4.568705618466908
1992 SF17,123491,60402.19394080225,2460402.694313019,313062173.30331534,-5.546810024851907,204.77811380470368,-0.2019003205413252,-10.407216172880648,0.0881170762294365,-425507356.8776153,-158974437.04174426,-69526805.58935304,4.757340431740797,-13.718324626855724,-5.125707938332545,-145942551.98937556,-29926928.952607304,-12974308.940843802,6.0693691443320255,-27.175895445477696,-11.60866616255626,4.562601163387597
1992 SF17,123541,60402.218192296605,2460402.71856502,313050625.19984645,-5.475467607183874,204.77313218547368,-0.2021394774357201,-10.405076720949348,0.0883188164798093,-425497387.0146874,-159003182.09800756,-69537545.84739104,4.758559710847037,-13.717869185936614,-5.125508746178361,-145929758.8425639,-29983856.060768545,-12998632.476822946,6.141107037471403,-27.158604124517367,-11.607760518643945,4.553252063940405
1992 SF17,123585,60402.23804355536,2460402.738416019,313041284.90145624,-5.416239449367535,204.76905140177172,-0.2022254150583131,-10.403321844147673,0.0884861821974282,-425489224.4790642,-159026710.08507013,-69546336.76256037,4.75955769251283,-13.71749633764203,-5.125345680732036,-145919177.21118924,-30030419.49560425,-13018540.612781797,6.1976864183959215,-27.137803992179293,-11.60701295572816,4.545595292098711
1992 SF17,123587,60402.23895168128,2460402.7393240198,313040860.1005048,-5.413526337935738,204.7688647113162,-0.2022269620014417,-10.403241495180415,0.0884938447253346,-425488851.07734114,-159027786.25836897,-69546738.8592304,4.759603340220968,-13.71747928205984,-5.125338221546022,-145918690.89581892,-30032548.44715461,-13019451.195924705,6.200214961076759,-27.136714302273983,-11.606978595154374,4.545245006749223
1992 SF17,123635,60402.26210283164,2460402.76247502,313030100.82333344,-5.344637378562003,204.76410482042365,-0.2021960941492431,-10.401190519114236,0.0886882371000647,-425479329.36270446,-159055224.65467906,-69556990.79245496,4.760767182961759,-13.717044385593416,-5.125148023917504,-145906225.8714667,-30086798.103584208,-13042667.133060422,6.262559656752221,-27.10502448170368,-11.606096724419231,4.536313121712831
