index ObjID FieldID FieldMJD AstRange(km) AstRangeRate(km/s) AstRA(deg) AstRARate(deg/day) AstDec(deg) AstDecRate(deg/day) Ast-Sun(J2000x)(km) Ast-Sun(J2000y)(km) Ast-Sun(J2000z)(km) Ast-Sun(J2000vx)(km/s) Ast-Sun(J2000vy)(km/s) Ast-Sun(J2000vz)(km/s) Obs-Sun(J2000x)(km) Obs-Sun(J2000y)(km) Obs-Sun(J2000z)(km) Obs-Sun(J2000vx)(km/s) Obs-Sun(J2000vy)(km/s) Obs-Sun(J2000vz)(km/s) Sun-Ast-Obs(deg) V V(H=0)
7737773 39262 872850 61734.204279 779864755.014985 8.093 43.887582 -0.136526 -5.452878 -0.015791 628178255.5 658166266.697 -22107258.879 -6.753 2.767 2.224 68672090.432 119974954.213 52001003.257 -27.232 12.776 5.47 4.739169 27.913 7.913
7737772 39262 871859 61733.074978 779117339.305138 7.211 44.040096 -0.137669 -5.433984 -0.017685 628836639.674 657895751.957 -22324266.964 -6.742 2.778 2.224 71282377.192 118717299.612 51457202.857 -26.708 13.477 5.678 4.614111 27.905 7.905
7737771 39262 871809 61733.051593 779102834.123803 7.148 44.043313 -0.137506 -5.43357 -0.01775 628850262.078 657890138.608 -22328760.271 -6.742 2.778 2.224 71336275.462 118690044.173 51445727.16 -26.644 13.501 5.682 4.611526 27.905 7.905
7737770 39262 871464 61732.229657 778593680.661649 7.159 44.154486 -0.138413 -5.418588 -0.018732 629328776.191 657692540.313 -22486680.957 -6.734 2.787 2.224 73211911.165 117751369.393 51036920.044 -26.745 13.565 5.833 4.522623 27.899 7.899
7737769 39262 871414 61732.207099 778579788.207064 7.096 44.157611 -0.13859 -5.418165 -0.018797 629341901.404 657687108.898 -22491014.886 -6.734 2.787 2.224 73264013.971 117724868.856 51025547.875 -26.719 13.628 5.837 4.520178 27.899 7.899
7737768 39262 870580 61731.154598 777971272.928747 6.432 44.301602 -0.139715 -5.397474 -0.020441 629953813.208 657433208.957 -22693204.828 -6.724 2.797 2.223 75649276.707 116479799.426 50486211.598 -26.358 14.18 6.026 4.40858 27.892 7.892
7737779 39262 878456 61742.191126 786659771.287483 11.874 42.857586 -0.12527 -5.530951 -0.003538 623491948.748 660047845.842 -20571464.965 -6.829 2.687 2.227 49518419.015 127469965.622 55249512.841 -28.93 9.209 3.931 5.665958 27.975 7.975
7737767 39262 870530 61731.130412 777957908.188061 6.359 44.304982 -0.139714 -5.396979 -0.020512 629967864.088 657427363.149 -22697850.724 -6.724 2.798 2.223 75704303.047 116450113.595 50473613.885 -26.305 14.23 6.031 4.406025 27.891 7.891
7737765 39262 869204 61729.179992 776960354.835543 5.482 44.573931 -0.141237 -5.354247 -0.023305 631099364.774 656954286.799 -23072446.891 -6.705 2.817 2.223 80050063.123 114040167.057 49428274.999 -25.84 14.947 6.376 4.208411 27.879 7.879
7737764 39262 869176 61729.167445 776954431.933486 5.445 44.575704 -0.141266 -5.353955 -0.023341 631106633.643 656951232.858 -23074856.323 -6.705 2.817 2.223 80078062.986 114023946.831 49421361.933 -25.816 14.977 6.378 4.207171 27.879 7.879
7737763 39262 869126 61729.143469 776943228.603856 5.372 44.579091 -0.141278 -5.353394 -0.023411 631120523.199 656945396.775 -23079460.437 -6.705 2.817 2.223 80131490.85 113992866.947 49408145.489 -25.766 15.029 6.382 4.2048 27.878 7.878
7737762 39262 868009 61727.28934 776154311.528045 4.746 44.837077 -0.141691 -5.307548 -0.025886 632193201.067 656492580.463 -23435455.563 -6.687 2.836 2.222 84170582.346 111577772.601 48360176.73 -25.369 15.454 6.702 4.030325 27.867 7.867
7737761 39262 867959 61727.265205 776144474.751711 4.688 44.8405 -0.141961 -5.306923 -0.025947 632207145.209 656486666.761 -23440088.785 -6.687 2.836 2.222 84223471.742 111545473.197 48346197.003 -25.357 15.525 6.706 4.028139 27.867 7.867
7737760 39262 867827 61727.204071 776120151.708632 4.518 44.849195 -0.142421 -5.305331 -0.026115 632242464.057 656471684.909 -23451824.821 -6.686 2.837 2.222 84357247.562 111463016.577 48310747.925 -25.287 15.694 6.716 4.022602 27.867 7.867
7737759 39262 867777 61727.179966 776110817.617695 4.446 44.852629 -0.142504 -5.304701 -0.026184 632256388.974 656465776.877 -23456452.156 -6.686 2.837 2.222 84409868.489 111430269.495 48296755.997 -25.245 15.753 6.72 4.02042 27.867 7.867
7737758 39262 865820 61724.273708 775193708.85012 3.143 45.261132 -0.14329 -5.222615 -0.030127 633931796.328 655749795.311 -24014236.89 -6.658 2.866 2.221 90556167.731 107398465.428 46548271.063 -24.431 16.676 7.205 3.781041 27.852 7.852
7737757 39262 865661 61724.198668 775174000.467026 2.931 45.271906 -0.143783 -5.220347 -0.030329 633974963.358 655731212.681 -24028635.504 -6.658 2.867 2.221 90714306.608 107289672.324 46501518.797 -24.337 16.879 7.217 3.775448 27.852 7.852
7737756 39262 865611 61724.17525 775168142.151613 2.86 45.275274 -0.143823 -5.219636 -0.030395 633988433.708 655725412.541 -24033128.9 -6.658 2.867 2.221 90763503.283 107255465.024 46486912.719 -24.292 16.933 7.221 3.773708 27.852 7.852
7737755 39262 862312 61717.181748 774548156.339632 -0.848 46.266502 -0.144154 -4.974631 -0.039538 637990948.783 653972317.497 -25374252.122 -6.591 2.936 2.218 104558876.231 96420512.254 41790405.534 -21.872 19.467 8.308 3.429262 27.833 7.833
7737766 39262 869254 61729.204093 776971845.849071 5.554 44.570529 -0.141135 -5.354808 -0.023235 631085402.413 656960152.409 -23067818.858 -6.706 2.817 2.223 79996213.556 114071229.171 49441547.067 -25.88 14.886 6.372 4.210796 27.879 7.879
7737753 39262 860620 61703.233256 779971296.558298 -8.16 48.18285 -0.133179 -4.315231 -0.054088 645853321.109 650352003.453 -28044271.651 -6.457 3.072 2.213 127277349.748 70705609.656 30643725.348 -16.199 23.565 10.097 3.930031 27.885 7.885
7737780 39262 878506 61742.215439 786684781.734337 11.937 42.854543 -0.125028 -5.531037 -0.003469 623477603.026 660053488.727 -20566787.166 -6.83 2.686 2.227 49457623.586 127489236.701 55257765.116 -28.951 9.139 3.926 5.668854 27.975 7.975
7737782 39262 879047 61743.140873 787636186.329822 12.182 42.741649 -0.123883 -5.53372 -0.002147 622931191.073 660267893.367 -20388721.079 -6.838 2.677 2.227 47170107.251 128195417.289 55564243.752 -29.034 8.878 3.742 5.777639 27.983 7.983
7737806 39262 892220 61765.057458 818631414.099158 20.051 40.587281 -0.074265 -5.225983 0.029467 609785161.641 665124810.937 -16165379.595 -7.047 2.452 2.233 -9312235.001 134732505.025 58398993.88 -30.504 -1.54 -0.793 8.065904 28.159 8.159
7737805 39262 892193 61765.043962 818608055.36551 20.013 40.588284 -0.074304 -5.22638 0.029431 609793378.211 665121951.55 -16167983.763 -7.047 2.452 2.233 -9276679.636 134734283.601 58399916.934 -30.479 -1.511 -0.79 8.064739 28.159 8.159
7737804 39262 889876 61761.089581 811960598.237362 18.941 40.892992 -0.084632 -5.332373 0.024164 612194406.658 664277121.26 -16930835.034 -7.009 2.493 2.232 1062397.938 135028788.059 58527237.156 -30.592 0.354 0.046 7.714 28.129 8.129
7737803 39262 889826 61761.066558 811922984.565529 18.877 40.894941 -0.084732 -5.332929 0.0241 612208348.221 664272161.591 -16935275.438 -7.009 2.494 2.232 1123212.344 135028029.615 58527140.294 -30.552 0.408 0.051 7.711811 28.128 8.128
7737802 39262 889229 61760.100321 810361246.99571 18.651 40.975544 -0.08712 -5.355567 0.02281 612793061.428 664063585.585 -17121621.382 -7.0 2.504 2.232 3649566.892 134999525.654 58514427.673 -30.593 0.819 0.255 7.62099 28.121 8.121
7737801 39262 889179 61760.076198 810322444.561792 18.583 40.977647 -0.08724 -5.356116 0.022743 612807649.836 664058367.525 -17126273.504 -7.0 2.504 2.232 3713290.639 134997757.539 58513890.72 -30.553 0.877 0.26 7.618648 28.121 8.121
7737800 39262 887152 61757.07985 805646574.074392 17.583 41.24282 -0.094633 -5.417941 0.018528 614615944.331 663406207.341 -17704003.567 -6.971 2.535 2.231 11538571.643 134655223.368 58365170.319 -30.454 2.336 0.89 7.324786 28.097 8.097
7737799 39262 885864 61754.21669 801427067.830281 16.86 41.516079 -0.100504 -5.465092 0.014583 616336975.081 662775579.386 -18255856.248 -6.944 2.564 2.231 18980364.846 133980154.034 58071468.473 -30.414 3.418 1.486 7.028718 28.074 8.074
7737798 39262 885814 61754.192426 801391775.871738 16.807 41.518522 -0.100828 -5.465445 0.014522 616351531.557 662770203.928 -18260532.195 -6.944 2.564 2.231 19044122.66 133972911.105 58068347.827 -30.409 3.491 1.491 7.026116 28.073 8.073
7737797 39262 884838 61753.050997 799779104.187143 16.049 41.633254 -0.103957 -5.480914 0.012662 617035739.658 662516746.787 -18480478.459 -6.933 2.576 2.23 22003665.502 133604640.153 57909747.896 -30.126 4.328 1.727 6.903872 28.064 8.064
7737796 39262 884811 61753.037476 799760378.567801 16.011 41.63466 -0.103935 -5.481085 0.012623 617043837.965 662513737.575 -18483083.62 -6.933 2.576 2.23 22038839.762 133599570.673 57907729.286 -30.094 4.35 1.729 6.902389 28.064 8.064
7737781 39262 879046 61743.140426 787635716.052193 12.181 42.741705 -0.123885 -5.533719 -0.002148 622931455.065 660267790.028 -20388807.06 -6.838 2.677 2.227 47171228.123 128195074.523 55564099.292 -29.034 8.879 3.742 5.777586 27.983 7.983
7737795 39262 884406 61752.170596 798565148.143829 16.005 41.723204 -0.105629 -5.491537 0.011538 617562748.546 662320464.099 -18650104.506 -6.924 2.585 2.23 24274234.166 133288515.825 57771549.283 -30.236 4.523 1.909 6.808634 28.057 8.057
7737793 39262 882570 61748.172225 793371990.226637 14.421 42.154054 -0.114173 -5.525371 0.005576 619948166.301 661420429.327 -19420224.08 -6.886 2.626 2.229 34520160.213 131441549.181 56970794.849 -29.814 6.437 2.728 6.361939 28.024 8.024
7737792 39262 881010 61746.084316 790879448.15637 13.329 42.392271 -0.118523 -5.533513 0.00228 621188586.943 660944846.265 -19822211.062 -6.867 2.647 2.228 39809416.619 130216505.764 56440669.073 -29.397 7.598 3.151 6.121534 28.007 8.007
7737791 39262 880960 61746.059788 790851277.002023 13.258 42.395178 -0.118489 -5.533568 0.002207 621203137.512 660939236.59 -19826932.737 -6.866 2.647 2.228 39871655.411 130200356.48 56433986.874 -29.34 7.641 3.156 6.118646 28.007 8.007
7737790 39262 880495 61745.164655 789831922.329274 13.132 42.499571 -0.120119 -5.534997 0.000994 621733817.907 660734152.048 -19999238.187 -6.858 2.656 2.228 42119757.236 129623702.185 56182995.037 -29.393 7.88 3.337 6.014727 27.999 7.999
7737789 39262 880445 61745.140277 789804336.604053 13.062 42.502501 -0.120271 -5.535021 0.000921 621748260.906 660728557.076 -20003930.346 -6.858 2.657 2.228 42181628.09 129607037.464 56175962.392 -29.357 7.944 3.341 6.011844 27.999 7.999
7737788 39262 880410 61745.122893 789784754.935213 13.012 42.504592 -0.120344 -5.535036 0.000869 621758560.372 660724566.804 -20007276.465 -6.857 2.657 2.228 42225699.932 129595073.753 56170941.002 -29.326 7.986 3.345 6.009786 27.999 7.999
7737787 39262 880360 61745.098612 789757533.670569 12.94 42.507515 -0.120396 -5.535056 0.000795 621772945.247 660718993.138 -20011949.986 -6.857 2.657 2.228 42287173.257 129578262.788 56163919.029 -29.278 8.04 3.35 6.006911 27.999 7.999
7737786 39262 879294 61743.253201 787755905.505388 12.472 42.727784 -0.122809 -5.533942 -0.001829 622864819.954 660293866.725 -20367105.969 -6.84 2.676 2.227 46887675.326 128280086.921 55600452.399 -29.136 8.56 3.72 5.790996 27.984 7.984
7737785 39262 879244 61743.230695 787731698.700223 12.423 42.730551 -0.123108 -5.533901 -0.001888 622878119.302 660288663.431 -20371436.929 -6.839 2.676 2.227 46944329.934 128263375.116 55593214.688 -29.131 8.628 3.724 5.788327 27.984 7.984
7737784 39262 879097 61743.163731 787660311.368383 12.248 42.738819 -0.123756 -5.533768 -0.002078 622917685.704 660273179.718 -20384322.533 -6.839 2.677 2.227 47112729.119 128212893.909 55571629.429 -29.07 8.819 3.737 5.780363 27.983 7.983
7737783 39262 879096 61743.163284 787659837.709016 12.247 42.738874 -0.123759 -5.533767 -0.00208 622917950.168 660273076.206 -20384408.665 -6.839 2.677 2.227 47113853.345 128212552.813 55571484.888 -29.069 8.821 3.738 5.78031 27.983 7.983
7737794 39262 884356 61752.147938 798533874.532089 15.945 41.725599 -0.105837 -5.491797 0.011475 617576303.247 662315403.521 -18654469.747 -6.924 2.585 2.23 24333403.672 133279598.264 57767808.159 -30.212 4.587 1.913 6.806124 28.057 8.057
7737734 39262 850592 61687.267608 796589123.274943 -15.798 50.05777 -0.104423 -3.370453 -0.062876 654655052.825 646008474.373 -31091841.724 -6.304 3.225 2.206 144117567.907 36326226.518 15740884.296 -8.658 26.542 11.377 5.618821 28.029 8.029
7738936 39265 1210594 62343.063382 540002867.643533 17.56 198.125038 0.119781 -32.853492 0.064434 -348462632.26 -258090473.932 -343651872.567 10.661 -1.544 2.775 82663021.264 -116968350.886 -50704243.232 24.889 14.663 6.397 15.916507 26.493 6.493
7739185 39265 2060655 63823.973866 544672542.398618 15.013 202.623512 0.191323 -32.571283 0.029292 -304273194.982 -262141354.708 -330318331.411 11.759 -0.664 3.922 119415000.779 -85572939.799 -37094692.63 18.214 21.245 9.288 16.148439 26.385 6.385
7738781 39265 904008 61783.366765 618681137.182581 -22.319 198.515752 0.033748 -29.604906 -0.111924 -565876921.612 -45917433.905 -251498006.605 -1.966 -5.982 -5.669 -55807358.207 124905383.37 54140563.822 -28.084 -10.862 -4.533 13.631192 26.958 6.958
7738780 39265 886349 61755.350528 668454321.262739 -18.451 196.039287 0.131268 -26.242465 -0.127286 -560185578.055 -31368658.861 -237365508.439 -2.742 -6.035 -6.007 16032461.109 134286863.86 58205424.19 -30.344 2.571 1.25 12.124535 27.03 7.03
7738779 39265 885457 61753.347087 671557697.333167 -18.011 195.767238 0.136755 -25.989099 -0.127847 -559705901.176 -30323598.156 -236323524.501 -2.799 -6.039 -6.031 21228997.579 133705674.653 57953146.685 -30.225 3.545 1.666 11.943182 27.03 7.03
7738778 39265 778886 61562.001428 471469974.175656 35.456 154.247877 0.155532 -7.210376 -0.007859 -461286844.156 68873289.027 -117416574.896 -9.694 -5.7 -8.359 -40000364.647 -134350445.258 -58241017.585 28.29 -7.706 -3.165 18.306484 25.974 5.974
7738777 39265 778836 61561.977558 471396906.007124 35.403 154.244169 0.155197 -7.210188 -0.007888 -461266853.986 68885043.528 -117399337.117 -9.695 -5.7 -8.359 -40058642.493 -134334541.742 -58234484.748 28.226 -7.716 -3.17 18.30779 25.973 5.973
7738776 39265 776766 61559.961769 465246404.404328 35.454 153.92881 0.149555 -7.197754 -0.004129 -459570228.685 69876439.558 -115941459.52 -9.791 -5.686 -8.384 -44956541.842 -132982275.049 -57648718.768 27.891 -8.597 -3.556 18.418858 25.94 5.94
7738775 39265 776744 61559.950417 465211644.205652 35.426 153.927113 0.149462 -7.197707 -0.004146 -459560626.542 69882015.504 -115933237.353 -9.791 -5.686 -8.384 -44983882.799 -132973844.41 -57645230.228 27.861 -8.594 -3.558 18.419403 25.94 5.94
7738774 39265 771734 61552.999379 443910169.941615 35.677 152.928636 0.128796 -7.215589 0.009719 -453580025.991 73280615.485 -110873378.091 -10.129 -5.633 -8.468 -61434861.241 -127142971.511 -55116859.559 26.701 -11.587 -4.851 18.699756 25.818 5.818
7738773 39265 771684 61552.975447 443836458.096245 35.62 152.925557 0.128521 -7.215821 0.009685 -453559083.245 73292261.145 -110855870.094 -10.13 -5.633 -8.468 -61490004.695 -127119011.139 -55106825.565 26.636 -11.587 -4.855 18.700334 25.817 5.817
7738772 39265 768668 61546.997274 425489422.901916 35.582 152.190632 0.107932 -7.310127 0.022251 -448250712.652 76188698.214 -106463751.865 -10.428 -5.583 -8.54 -74962289.84 -120701983.555 -52324513.368 25.298 -14.023 -5.909 18.801774 25.703 5.703
7738771 39265 768618 61546.97332 425415844.75031 35.522 152.188049 0.107709 -7.31066 0.022213 -448229132.175 76200251.869 -106446078.746 -10.429 -5.583 -8.541 -75014578.836 -120672969.618 -52312280.432 25.234 -14.014 -5.913 18.801798 25.702 5.702
7738770 39265 768596 61546.963384 425385358.959715 35.497 152.186979 0.107648 -7.31088 0.022196 -448220179.252 76205044.524 -106438747.265 -10.43 -5.583 -8.541 -75036231.484 -120660940.425 -52307203.463 25.208 -14.008 -5.914 18.801807 25.702 5.702
7738769 39265 768575 61546.952517 425352044.022929 35.47 152.18581 0.107602 -7.311121 0.022178 -448210387.72 76210285.754 -106430729.342 -10.43 -5.583 -8.541 -75059886.27 -120647791.725 -52301649.606 25.181 -14.0 -5.916 18.801815 25.702 5.702
7738768 39265 766921 61543.132694 413666393.163817 35.69 151.783464 0.095392 -7.411771 0.031128 -444736458.695 78047157.959 -103604727.753 -10.625 -5.55 -8.587 -83272869.785 -115902264.411 -50242045.279 24.595 -15.475 -6.561 18.792467 25.624 5.624
7738767 39265 766871 61543.109031 413593459.910355 35.656 151.781215 0.094696 -7.412508 0.031129 -444714738.117 78058502.27 -103587174.198 -10.626 -5.549 -8.587 -83323094.639 -115870585.696 -50228627.175 24.536 -15.513 -6.565 18.792151 25.624 5.624
7738782 39265 922609 61811.279005 565765810.108579 -20.789 197.783784 -0.097262 -32.259465 -0.074771 -569718980.387 -60263120.617 -264763048.101 -1.226 -5.912 -5.331 -114146533.285 85862958.882 37216836.408 -19.438 -21.626 -9.201 12.716206 26.766 6.766
7738766 39265 760494 61533.089147 383279713.669002 34.811 151.018432 0.048627 -7.835371 0.054499 -435291235.83 82821459.609 -96102388.639 -11.151 -5.453 -8.706 -103137747.941 -101154578.729 -43850949.184 21.328 -19.178 -8.14 18.45567 25.401 5.401
7738783 39265 922653 61811.300633 565727006.459858 -20.743 197.781676 -0.097606 -32.261079 -0.074496 -569721270.021 -60274168.662 -264773010.461 -1.225 -5.912 -5.331 -114182795.597 85822535.455 37199640.015 -19.374 -21.639 -9.204 12.714395 26.766 6.766
7738785 39265 942333 61841.343948 522335287.51437 -11.37 192.863326 -0.227249 -33.394396 0.005825 -571901972.885 -75505929.762 -278138237.216 -0.46 -5.821 -4.966 -146747735.772 21581010.227 9354617.492 -4.929 -27.376 -11.738 8.949525 26.477 6.477
7738801 39265 997641 61926.12853 582939100.404607 24.473 178.183797 -0.016295 -25.698388 0.094922 -567767335.708 -116963849.022 -310700163.561 1.56 -5.479 -3.919 -42751078.812 -133611786.971 -57918116.333 28.391 -8.059 -3.378 12.244781 26.903 6.903
7738800 39265 997591 61926.104874 582889123.205324 24.431 178.184189 -0.0168 -25.700632 0.094807 -567770522.757 -116952652.203 -310692154.079 1.559 -5.479 -3.919 -42809058.784 -133595261.484 -57911206.787 28.344 -8.111 -3.383 12.242771 26.903 6.903
7738799 39265 987174 61906.015979 545111805.882115 18.711 179.36572 -0.109141 -27.869395 0.118499 -570075688.432 -107363292.907 -303671682.793 1.096 -5.571 -4.17 -88217960.132 -112697827.272 -48854992.497 23.617 -16.444 -6.959 9.999589 26.661 6.661
7738798 39265 987124 61905.991574 545072416.032793 18.65 179.368383 -0.109082 -27.872284 0.118262 -570077998.434 -107351547.264 -303662889.02 1.095 -5.571 -4.171 -88267689.64 -112663159.486 -48840315.148 23.551 -16.436 -6.963 9.996174 26.66 6.66
7738797 39265 976229 61890.190292 523593577.358822 12.609 181.601467 -0.180023 -29.788508 0.121458 -571320989.095 -99700092.981 -297835131.412 0.725 -5.638 -4.367 -117089885.727 -87000645.486 -37713900.376 18.505 -21.672 -9.251 7.741986 26.469 6.469
7738796 39265 976179 61890.166988 523568243.537955 12.554 181.605667 -0.180436 -29.791336 0.121202 -571322447.856 -99688740.823 -297826338.9 0.724 -5.638 -4.367 -117127086.244 -86956970.033 -37695270.089 18.445 -21.709 -9.254 7.738682 26.468 6.468
7738794 39265 969592 61882.291125 516384819.569038 8.962 183.118707 -0.209107 -30.714112 0.114702 -571751780.253 -95841150.04 -294821630.237 0.537 -5.67 -4.464 -128459580.226 -71688157.757 -31075669.719 15.353 -23.644 -10.173 6.745491 26.388 6.388
7738793 39265 961524 61872.325094 511081445.591075 3.921 185.333312 -0.237625 -31.75984 0.097261 -572111969.365 -90941649.756 -290924763.081 0.299 -5.71 -4.587 -139440180.78 -50550177.468 -21911961.846 10.819 -25.677 -11.061 6.029478 26.324 6.324
7738792 39265 961474 61872.302662 511073882.700621 3.883 185.338649 -0.238215 -31.762019 0.097052 -572112547.946 -90930583.948 -290915872.727 0.298 -5.71 -4.587 -139461114.943 -50500359.04 -21890522.838 10.782 -25.731 -11.063 6.028863 26.324 6.324
7738791 39265 955348 61862.276174 510181866.013531 -1.386 187.783824 -0.253605 -32.598018 0.071302 -572266000.714 -85967905.138 -286888651.86 0.056 -5.747 -4.71 -146412812.385 -27755769.147 -12032442.596 5.804 -27.186 -11.648 6.262672 26.324 6.324
7738790 39265 948554 61851.31257 514289101.514262 -6.878 190.515975 -0.249141 -33.188029 0.037792 -572191706.019 -80504806.703 -282363179.418 -0.213 -5.787 -4.844 -149023050.201 -1953102.672 -847304.811 0.194 -27.742 -11.895 7.46922 26.388 6.388
7738789 39265 948504 61851.288199 514303645.690098 -6.937 190.52205 -0.249417 -33.188946 0.03742 -572191256.877 -80492621.602 -282352978.22 -0.214 -5.787 -4.845 -149023393.449 -1894646.896 -822257.172 0.131 -27.779 -11.895 7.472638 26.388 6.388
7738788 39265 945867 61845.364555 518627356.553792 -9.576 191.943394 -0.237339 -33.349476 0.01899 -572044466.828 -77525624.65 -279854875.17 -0.36 -5.807 -4.917 -148196204.261 12128516.921 5257574.201 -2.818 -27.557 -11.843 8.336496 26.439 6.439
7738787 39265 945818 61845.341065 518646840.341345 -9.626 191.948973 -0.237697 -33.349918 0.018665 -572043735.251 -77513838.793 -279844895.635 -0.361 -5.807 -4.917 -148190435.533 12184489.442 5281609.318 -2.868 -27.601 -11.843 8.340106 26.439 6.439
7738786 39265 942378 61841.365635 522314027.432958 -11.323 192.858401 -0.226969 -33.394266 0.006134 -571902834.822 -75516836.261 -278147542.23 -0.46 -5.821 -4.966 -146756923.747 21529750.283 9332623.641 -4.88 -27.338 -11.738 8.946149 26.476 6.476
7738784 39265 922703 61811.324066 565685062.918592 -20.691 197.779386 -0.097898 -32.262821 -0.074184 -569723749.593 -60286138.794 -264783803.854 -1.224 -5.912 -5.331 -114221951.078 85778718.4 37181001.854 -19.306 -21.645 -9.208 12.712423 26.766 6.766
7738802 39265 998536 61927.064986 584902501.255589 24.537 178.17284 -0.013254 -25.61135 0.092923 -567640282.535 -117406912.957 -311016745.738 1.581 -5.474 -3.907 -40474432.445 -134223930.65 -58184226.379 28.394 -7.742 -3.201 12.320332 26.914 6.914
7738765 39265 760444 61533.066549 383211797.135219 34.76 151.017339 0.048122 -7.836602 0.054466 -435269466.1 82832105.688 -96085391.884 -11.152 -5.453 -8.707 -103179326.308 -101117123.414 -43835053.651 21.263 -19.188 -8.143 18.454264 25.4 5.4
7738763 39265 759952 61531.964598 379925310.520942 34.379 150.962778 0.041995 -7.897744 0.056678 -434205009.104 83350707.642 -95255923.011 -11.211 -5.442 -8.72 -105185263.708 -99307452.877 -43052078.467 20.635 -19.469 -8.303 18.386839 25.374 5.374
7738743 39265 735259 61497.097747 286958342.305759 25.664 153.161081 -0.201001 -11.309008 0.133037 -397452359.563 99115356.303 -68381293.438 -13.248 -4.993 -9.119 -146376812.953 -27926173.117 -12108676.763 5.398 -27.232 -11.648 12.756414 24.385 4.385
7738742 39265 732476 61492.130875 276385480.269319 23.637 154.228086 -0.243113 -11.98305 0.138087 -391699065.921 101240730.203 -64456538.831 -13.569 -4.912 -9.173 -148228734.109 -16310234.081 -7072746.922 2.923 -27.618 -11.807 11.469382 24.225 4.225
7738741 39265 732426 61492.106301 276335369.01908 23.566 154.234064 -0.243376 -11.986441 0.13787 -391670257.592 101251158.325 -64437063.054 -13.57 -4.912 -9.174 -148234866.325 -16251618.386 -7047678.478 2.854 -27.595 -11.807 11.462759 24.224 4.224
7738740 39265 731054 61490.004532 272139098.246825 22.39 154.749418 -0.259332 -12.277548 0.138006 -389193702.568 102139761.955 -62769280.578 -13.708 -4.876 -9.196 -148686673.03 -11293713.758 -4899584.726 1.597 -27.496 -11.847 10.9112 24.157 4.157
7738739 39265 731033 61489.993651 272118060.813536 22.366 154.752238 -0.259074 -12.279049 0.137931 -389180816.154 102144345.188 -62760635.877 -13.709 -4.876 -9.196 -148688167.162 -11267876.911 -4888446.934 1.582 -27.47 -11.848 10.908301 24.157 4.157
7738738 39265 730391 61489.117665 270417714.118249 22.238 154.976923 -0.26862 -12.401061 0.139289 -388141139.852 102512747.536 -62064312.85 -13.767 -4.86 -9.206 -148822614.901 -9200695.384 -3991186.721 1.333 -27.724 -11.861 10.681243 24.129 4.129
7738737 39265 728745 61487.179321 266766919.382808 21.475 155.498163 -0.284399 -12.671444 0.140084 -385824913.985 103323788.232 -60521014.773 -13.896 -4.826 -9.226 -148993177.66 -4615829.971 -2003031.456 0.476 -27.808 -11.88 10.185811 24.068 4.068
7738736 39265 728695 61487.156618 266724858.559716 21.41 155.504625 -0.284859 -12.674622 0.139854 -385797656.723 103333253.292 -60502918.602 -13.898 -4.826 -9.226 -148994044.018 -4561292.865 -1979729.215 0.408 -27.798 -11.88 10.179949 24.067 4.067
7738735 39265 721855 61479.095243 253224525.264063 17.211 158.000577 -0.347957 -13.784555 0.133185 -375927247.688 106641859.395 -54047919.744 -14.451 -4.673 -9.31 -147902805.737 14516665.916 6288308.607 -3.922 -27.57 -11.825 8.456763 23.831 3.831
7738734 39265 721805 61479.07058 253187923.962822 17.144 158.009154 -0.347571 -13.787836 0.132887 -375896455.127 106651815.878 -54028083.304 -14.453 -4.673 -9.31 -147894389.286 14575362.676 6313504.638 -3.976 -27.522 -11.824 8.452799 23.831 3.831
7738733 39265 717115 61472.284784 244069195.066064 13.966 160.474563 -0.391237 -14.652513 0.120646 -367281843.369 109350430.034 -48550166.014 -14.939 -4.531 -9.377 -144729505.502 30429293.269 13188644.551 -7.023 -27.139 -11.599 7.974153 23.685 3.685
7738732 39265 717065 61472.260839 244040365.991895 13.903 160.483941 -0.392054 -14.655398 0.120313 -367250936.95 109359804.038 -48530766.696 -14.94 -4.531 -9.377 -144714903.13 30485452.452 13212639.551 -7.094 -27.15 -11.598 7.974762 23.684 3.684
7738731 39265 714659 61469.195057 240626575.62186 12.051 161.688062 -0.408561 -15.007022 0.109713 -363263772.73 110550981.964 -46043059.729 -15.167 -4.463 -9.407 -142613720.523 37526940.036 16264165.535 -8.831 -26.764 -11.437 8.206538 23.643 3.643
7738730 39265 714609 61469.171279 240601891.037075 11.98 161.697777 -0.408577 -15.009626 0.109308 -363232614.542 110560149.592 -46023735.439 -15.168 -4.462 -9.407 -142595508.443 37581898.643 16287659.459 -8.899 -26.738 -11.435 8.209452 23.642 3.642
7738729 39265 713061 61467.229215 238671007.901893 11.044 162.482356 -0.416642 -15.215812 0.102957 -360675379.971 111305168.55 -44443833.99 -15.314 -4.418 -9.425 -141051721.918 41983726.049 18196680.875 -9.742 -26.502 -11.316 8.508088 23.624 3.624
7738744 39265 735309 61497.121647 287011409.297432 25.732 153.156281 -0.200695 -11.305826 0.133213 -397479713.723 99105045.674 -68400123.142 -13.247 -4.994 -9.119 -146365594.976 -27982429.199 -12132729.083 5.467 -27.252 -11.647 12.76263 24.385 4.385
7738764 39265 759973 61531.975447 379957547.233465 34.407 150.963233 0.041999 -7.897129 0.056701 -434215515.965 83345607.343 -95264095.039 -11.211 -5.442 -8.72 -105165910.764 -99325707.325 -43059860.642 20.66 -19.482 -8.302 18.387582 25.374 5.374
