index ObjID FieldID FieldMJD AstRange(km) AstRangeRate(km/s) AstRA(deg) AstRARate(deg/day) AstDec(deg) AstDecRate(deg/day) Ast-Sun(J2000x)(km) Ast-Sun(J2000y)(km) Ast-Sun(J2000z)(km) Ast-Sun(J2000vx)(km/s) Ast-Sun(J2000vy)(km/s) Ast-Sun(J2000vz)(km/s) Obs-Sun(J2000x)(km) Obs-Sun(J2000y)(km) Obs-Sun(J2000z)(km) Obs-Sun(J2000vx)(km/s) Obs-Sun(J2000vy)(km/s) Obs-Sun(J2000vz)(km/s) Sun-Ast-Obs(deg) V V(H=0)
370179 632 1601606 63009.191682 1705940331.557686 -1.897 252.219773 -0.065235 -19.092407 0.010055 -564660223.714 -1657168822.334 -610915013.171 6.009 -6.262 -1.813 -72378389.766 -122070647.49 -52914426.786 26.037 -13.377 -5.707 0.988834 30.904 10.904
370180 632 1601656 63009.21582 1705936447.121765 -1.828 252.218198 -0.065273 -19.092164 0.010112 -564647690.428 -1657181881.794 -610918793.551 6.01 -6.262 -1.813 -72324050.549 -122098479.777 -52926325.76 26.071 -13.313 -5.703 0.98691 30.904 10.904
370181 632 1605443 63016.301014 1705952542.484815 2.058 251.758096 -0.066573 -19.021065 0.010105 -560966691.143 -1661008563.079 -612026001.401 6.017 -6.24 -1.805 -56110770.561 -129257221.013 -56029187.992 27.58 -10.104 -4.426 0.454477 30.849 10.849
370182 632 1606395 63018.269385 1706353353.039835 3.02 251.628965 -0.066808 -19.001692 0.009949 -559943281.951 -1662069353.038 -612332745.911 6.019 -6.235 -1.803 -51457764.371 -130921747.268 -56750791.534 27.934 -9.327 -4.062 0.338032 30.834 10.834
370183 632 1606445 63018.293446 1706359697.994396 3.083 251.627358 -0.066721 -19.001452 0.009999 -559930770.065 -1662082313.58 -612336493.169 6.019 -6.235 -1.803 -51399698.246 -130941063.333 -56759230.687 27.928 -9.257 -4.057 0.336837 30.834 10.834
370184 632 1625656 63062.146453 1758285205.143594 23.645 249.102453 -0.042353 -18.675523 0.004205 -537045475.239 -1685455121.247 -619074596.894 6.061 -6.104 -1.754 57108749.666 -129319217.603 -56057055.908 27.535 10.186 4.402 3.109458 31.153 11.153
370185 632 1625706 63062.170702 1758334806.824622 23.704 249.101428 -0.042237 -18.675421 0.004249 -537032776.647 -1685467908.485 -619078272.421 6.062 -6.104 -1.754 57166426.378 -129297801.445 -56047828.837 27.521 10.257 4.406 3.110914 31.153 11.153
370113 632 1139598 62196.358529 1494468726.831751 -23.956 235.562293 0.008003 -18.266825 0.003005 -942400609.89 -1125353946.44 -448887702.39 4.483 -8.965 -2.846 -139852626.044 45084647.797 19542558.881 -10.113 -26.196 -11.217 5.3966 30.495 10.495
370186 632 1626702 63063.156113 1760350383.7463 24.049 249.061313 -0.041229 -18.671534 0.004035 -536516704.866 -1685987414.266 -619227587.418 6.062 -6.101 -1.753 59467929.629 -128414637.536 -55664886.997 27.341 10.644 4.587 3.168574 31.16 11.16
370187 632 1626752 63063.178953 1760397897.602576 24.103 249.060372 -0.041109 -18.671441 0.004074 -536504741.965 -1685999452.9 -619231047.296 6.062 -6.101 -1.753 59521868.623 -128393566.793 -55655831.333 27.323 10.71 4.591 3.169921 31.16 11.16
370173 632 1576591 62970.402881 1742135252.20764 -18.428 254.190388 -0.032647 -19.469609 0.008704 -584732920.543 -1635986518.215 -604767656.508 5.969 -6.379 -1.856 -137242735.192 -55601971.178 -24102100.716 11.936 -25.066 -10.886 3.65114 31.126 11.126
370172 632 1576586 62970.400621 1742138850.759261 -18.434 254.190461 -0.03265 -19.469629 0.008699 -584734085.916 -1635985272.7 -604767294.137 5.969 -6.379 -1.856 -137245065.511 -55597076.75 -24099975.238 11.935 -25.072 -10.887 3.651258 31.126 11.126
370170 632 1576564 62970.389312 1742156877.383918 -18.463 254.190831 -0.032665 -19.469727 0.008672 -584739918.243 -1635979039.263 -604765480.574 5.969 -6.379 -1.856 -137256726.227 -55572563.655 -24089337.334 11.932 -25.102 -10.887 3.651848 31.126 11.126
370169 632 1419614 62703.998536 1650737866.753399 28.596 239.750636 -0.023466 -17.833515 0.002908 -718310299.357 -1479624920.466 -558500212.263 5.616 -7.218 -2.169 73315476.668 -122167251.011 -52958118.33 25.913 12.802 5.665 4.23561 30.917 10.917
370151 632 1385210 62625.217731 1565621039.532493 -6.809 244.153969 -0.063055 -18.709158 0.01404 -756096863.7 -1429618895.114 -543402872.64 5.485 -7.477 -2.267 -109623683.956 -95062277.647 -41207422.379 20.293 -20.234 -8.657 1.925917 30.616 10.616
370152 632 1393852 62645.238442 1562684613.780537 3.514 242.825981 -0.070069 -18.419408 0.014529 -746579129.69 -1442495263.284 -547303322.089 5.52 -7.411 -2.242 -69471502.274 -123515579.434 -53541199.614 26.373 -12.74 -5.484 0.271062 30.458 10.458
370153 632 1393853 62645.238898 1562684752.38112 3.515 242.825949 -0.070068 -18.419401 0.01453 -746578912.016 -1442495555.54 -547303410.517 5.52 -7.411 -2.242 -69470462.178 -123516081.825 -53541415.868 26.373 -12.738 -5.483 0.27104 30.458 10.458
370154 632 1393902 62645.262396 1562691956.109739 3.581 242.824304 -0.070007 -18.419059 0.014586 -746567706.208 -1442510600.687 -547307962.739 5.52 -7.411 -2.242 -69416901.563 -123541874.285 -53552544.337 26.388 -12.67 -5.479 0.26993 30.458 10.458
370155 632 1393903 62645.262847 1562692095.521692 3.582 242.824272 -0.070005 -18.419053 0.014587 -746567491.363 -1442510889.141 -547308050.016 5.52 -7.411 -2.242 -69415874.402 -123542367.435 -53552757.618 26.388 -12.669 -5.479 0.269909 30.458 10.458
370156 632 1396605 62650.099339 1564653941.418916 5.755 242.492168 -0.069662 -18.349886 0.013942 -744259330.837 -1445604177.389 -548243729.744 5.528 -7.395 -2.236 -58339130.213 -128403487.15 -55660990.114 27.227 -10.972 -4.607 0.379742 30.479 10.479
370158 632 1398873 62656.11763 1568559499.016702 8.943 242.083468 -0.068355 -18.266298 0.013473 -741382402.985 -1449443946.274 -549404492.93 5.538 -7.375 -2.229 -44011845.668 -133258733.918 -57764710.258 28.314 -8.317 -3.479 0.872258 30.545 10.545
370149 632 1385092 62625.161214 1565654664.211978 -6.959 244.157526 -0.062816 -18.709947 0.013904 -756123646.557 -1429582382.597 -543391799.885 5.485 -7.477 -2.268 -109722468.986 -94963191.812 -41165128.994 20.162 -20.343 -8.665 1.930706 30.617 10.617
370159 632 1398923 62656.141098 1568577700.00765 9.01 242.081863 -0.068395 -18.265982 0.013528 -741371174.252 -1449458898.97 -549409011.578 5.538 -7.375 -2.229 -43954389.533 -133275543.785 -57771760.87 28.357 -8.263 -3.475 0.874295 30.545 10.545
370161 632 1401974 62671.022517 1585003841.286242 16.12 241.138223 -0.059785 -18.078978 0.011109 -734234911.703 -1458908914.061 -552262344.029 5.563 -7.326 -2.21 -6928495.127 -139315827.135 -60391807.049 29.429 -1.722 -0.589 2.124635 30.68 10.68
370162 632 1401975 62671.022965 1585004465.502898 16.121 241.138196 -0.059787 -18.078973 0.01111 -734234696.309 -1458909197.707 -552262429.6 5.563 -7.326 -2.21 -6927355.561 -139315893.782 -60391829.844 29.43 -1.721 -0.589 2.124672 30.68 10.68
370163 632 1402024 62671.046947 1585037929.702187 16.181 241.136761 -0.059876 -18.078706 0.011156 -734223170.533 -1458924375.573 -552267008.489 5.563 -7.326 -2.21 -6866319.615 -139319419.229 -60393044.827 29.484 -1.681 -0.584 2.126616 30.681 10.681
370164 632 1402025 62671.047397 1585038559.081426 16.182 241.136734 -0.059877 -18.078701 0.011157 -734222954.175 -1458924660.485 -552267094.441 5.563 -7.326 -2.21 -6865172.819 -139319484.585 -60393067.544 29.485 -1.68 -0.584 2.126653 30.681 10.681
370165 632 1408546 62677.196022 1594474618.771109 19.34 240.790903 -0.054666 -18.012779 0.010283 -731265193.292 -1462810682.294 -553439023.151 5.573 -7.305 -2.202 8699048.433 -139294121.802 -60381081.32 29.663 1.471 0.628 2.604944 30.73 10.73
370166 632 1408596 62677.220546 1594515661.315238 19.398 240.789564 -0.054523 -18.012526 0.010326 -731253385.104 -1462826160.782 -553443689.433 5.573 -7.305 -2.202 8761895.51 -139290927.451 -60379744.491 29.655 1.544 0.633 2.606813 30.73 10.73
370168 632 1410381 62679.085263 1597664718.569039 19.917 240.691525 -0.053081 -17.994152 0.009614 -730355312.303 -1464002550.521 -553798295.782 5.576 -7.299 -2.2 13467065.702 -138986039.59 -60247833.965 29.525 2.079 1.002 2.745305 30.744 10.744
370160 632 1401499 62670.040053 1583635113.116354 15.692 241.196266 -0.060588 -18.090215 0.011323 -734707020.492 -1458286977.667 -552074706.207 5.561 -7.329 -2.211 -9411155.652 -139182418.938 -60333687.325 29.434 -2.149 -0.782 2.045573 30.672 10.672
370167 632 1410331 62679.062267 1597625210.656221 19.853 240.692745 -0.05307 -17.994373 0.009564 -730366390.497 -1463988049.062 -553793924.98 5.576 -7.299 -2.2 13408437.498 -138990115.11 -60249819.922 29.489 2.024 0.997 2.743588 30.744 10.744
370075 632 1015215 61960.15905 1374336082.507455 30.938 216.820408 -0.003839 -13.8588 0.003627 -1025915325.265 -933732810.957 -387306844.915 3.665 -9.815 -3.192 42237990.912 -134058528.29 -58112201.098 28.523 7.504 3.242 5.583982 30.184 10.184
370111 632 1040313 62004.002859 1496635539.017074 31.84 218.198822 0.062692 -14.212039 -0.01817 -1011710567.222 -970611130.642 -399271898.926 3.834 -9.657 -3.126 128451989.512 -73429658.84 -31831309.866 15.668 23.036 10.016 5.675998 30.4 10.4
370056 632 1003154 61939.046569 1323090773.989133 24.961 217.235554 -0.037261 -14.047713 0.014326 -1032523428.504 -915761179.251 -381456883.611 3.581 -9.891 -3.223 -10641252.656 -139110482.228 -60303300.755 29.445 -2.367 -0.878 4.420244 30.028 10.028
370057 632 1004151 61940.020481 1325208641.929062 25.238 217.201486 -0.035819 -14.033955 0.013801 -1032221997.653 -916593256.328 -381728008.919 3.585 -9.888 -3.222 -8180238.461 -139261436.137 -60369057.941 29.424 -1.951 -0.686 4.489428 30.036 10.036
370058 632 1004201 61940.045033 1325262249.594263 25.305 217.200606 -0.035824 -14.033616 0.013845 -1032214394.46 -916614228.73 -381734842.255 3.585 -9.887 -3.222 -8117760.987 -139265533.644 -60370507.371 29.48 -1.911 -0.681 4.491188 30.036 10.036
370059 632 1004537 61940.202861 1325610188.057882 25.701 217.194998 -0.035012 -14.03141 0.01409 -1032165513.325 -916749042.744 -381778767.65 3.585 -9.887 -3.221 -7714050.406 -139289043.858 -60379584.539 29.674 -1.505 -0.65 4.50247 30.037 10.037
370060 632 1004587 61940.226595 1325662932.587707 25.741 217.19417 -0.034786 -14.031075 0.014109 -1032158162.031 -916769314.865 -381785372.696 3.585 -9.887 -3.221 -7653202.107 -139292057.82 -60380913.068 29.672 -1.434 -0.646 4.504154 30.037 10.037
370061 632 1005228 61941.036443 1327447224.094051 25.623 217.167342 -0.034372 -14.020099 0.013347 -1031907199.479 -917460944.269 -382010709.318 3.589 -9.884 -3.22 -5609764.6 -139380434.151 -60420377.407 29.492 -1.466 -0.485 4.56014 30.044 10.044
370062 632 1005229 61941.036905 1327448246.843498 25.624 217.167326 -0.034372 -14.020092 0.013347 -1031907056.256 -917461338.741 -382010837.834 3.589 -9.884 -3.22 -5608587.436 -139380492.661 -60420396.747 29.493 -1.466 -0.484 4.560172 30.044 10.044
370063 632 1006225 61943.15134 1332202492.797662 26.588 217.101013 -0.030952 -13.992878 0.012553 -1031250739.728 -919266153.761 -382598769.546 3.597 -9.876 -3.217 -251377.214 -139498822.011 -60470505.774 29.701 -0.266 -0.065 4.7024 30.06 10.06
370064 632 1006275 61943.173898 1332254364.080189 26.638 217.100317 -0.030777 -13.992595 0.012581 -1031243729.255 -919285401.427 -382605038.938 3.597 -9.876 -3.217 -193475.261 -139499276.891 -60470629.097 29.713 -0.2 -0.061 4.703905 30.061 10.061
370065 632 1007922 61944.977742 1336406258.530952 26.762 217.04951 -0.028349 -13.971201 0.011258 -1030682575.617 -920823994.191 -383106146.487 3.605 -9.87 -3.214 4370345.358 -139452517.995 -60452046.441 29.392 0.293 0.298 4.819298 30.075 10.075
370066 632 1007972 61945.002546 1336463679.610923 26.826 217.048806 -0.028393 -13.970921 0.011299 -1030674851.494 -920845143.812 -383113034.115 3.605 -9.87 -3.214 4433398.107 -139451860.213 -60451402.776 29.451 0.323 0.303 4.820884 30.075 10.075
370067 632 1014791 61959.959142 1373805487.584031 30.468 216.821303 -0.004759 -13.8595 0.003348 -1025978614.59 -933563292.931 -387251723.288 3.664 -9.816 -3.192 41746607.889 -134183474.04 -58167868.863 28.29 7.02 3.205 5.576142 30.182 10.182
370068 632 1014813 61959.970717 1373835972.849065 30.498 216.821248 -0.004767 -13.859461 0.003367 -1025974950.401 -933573108.64 -387254915.06 3.664 -9.816 -3.192 41774913.331 -134176445.001 -58164662.927 28.316 7.037 3.207 5.576598 30.183 10.183
370069 632 1014840 61959.983398 1373869406.089035 30.531 216.821187 -0.004767 -13.859418 0.003388 -1025970935.971 -933583862.398 -387258411.854 3.664 -9.816 -3.192 41805952.685 -134168724.208 -58161148.175 28.343 7.057 3.209 5.577098 30.183 10.183
370070 632 1014890 61960.007799 1373933839.202521 30.595 216.821071 -0.00474 -13.859335 0.003428 -1025963211.491 -933604554.0 -387265140.118 3.664 -9.816 -3.192 41865756.504 -134153800.628 -58154378.162 28.391 7.102 3.214 5.578061 30.183 10.183
370055 632 1003104 61939.023151 1323040336.678694 24.897 217.236427 -0.037255 -14.048048 0.014283 -1032530672.179 -915741168.746 -381450363.029 3.58 -9.891 -3.223 -10700773.137 -139105653.136 -60301519.241 29.391 -2.405 -0.883 4.41853 30.027 10.027
370054 632 1002036 61938.007251 1320862320.7386 24.499 217.273508 -0.038645 -14.062893 0.014726 -1032844736.802 -914872897.154 -381167414.945 3.576 -9.895 -3.225 -13265142.475 -138906170.644 -60215277.265 29.304 -2.883 -1.083 4.34477 30.019 10.019
370053 632 1001986 61937.982902 1320810847.314692 24.436 217.274448 -0.038577 -14.063251 0.014687 -1032852259.842 -914852082.588 -381160631.64 3.576 -9.895 -3.225 -13326727.171 -138900079.76 -60212994.043 29.243 -2.906 -1.088 4.342954 30.019 10.019
370052 632 1001225 61937.113316 1318971380.429426 24.431 217.30716 -0.039941 -14.076364 0.015384 -1033120797.436 -914108601.1 -380918325.878 3.573 -9.898 -3.226 -15516068.144 -138700587.683 -60124865.434 29.471 -3.14 -1.259 4.278781 30.012 10.012
370036 632 981497 61896.158158 1264111590.753904 5.451 219.780631 -0.075385 -14.997144 0.02664 -1045463543.425 -878826510.654 -369395277.324 3.403 -10.045 -3.287 -107083445.916 -97535004.732 -42280004.177 20.7 -19.839 -8.448 0.294763 29.585 9.585
370037 632 981498 61896.158609 1264111803.365417 5.453 219.780596 -0.075386 -14.997132 0.026641 -1045463410.739 -878826902.357 -369395405.517 3.403 -10.045 -3.287 -107082638.668 -97535778.37 -42280333.612 20.701 -19.838 -8.448 0.294813 29.585 9.585
370038 632 985283 61904.075751 1269290669.792211 9.4 219.204962 -0.072656 -14.787983 0.025783 -1043124524.806 -885687964.832 -371639939.35 3.436 -10.016 -3.275 -92142730.144 -109949019.431 -47662420.207 23.171 -17.162 -7.268 1.163485 29.696 9.696
370039 632 985333 61904.100021 1269310447.826817 9.465 219.203197 -0.072759 -14.787357 0.025834 -1043117319.753 -885708967.681 -371646807.487 3.436 -10.016 -3.275 -92094069.984 -109984986.805 -47677656.89 23.239 -17.141 -7.264 1.16615 29.697 9.697
370040 632 985554 61904.203596 1269396487.157757 9.766 219.195654 -0.072787 -14.784669 0.026078 -1043086569.064 -885798597.461 -371676117.11 3.437 -10.016 -3.275 -91884946.937 -110137651.941 -47742594.671 23.482 -16.955 -7.249 1.177536 29.698 9.698
370041 632 985604 61904.227904 1269417070.919763 9.835 219.193886 -0.072695 -14.784034 0.026133 -1043079351.678 -885819632.038 -371682995.533 3.437 -10.016 -3.275 -91835586.659 -110173198.313 -47757814.354 23.522 -16.894 -7.245 1.180208 29.698 9.698
370042 632 988672 61907.253594 1272149426.536076 11.442 218.980705 -0.070936 -14.706154 0.02572 -1042179301.024 -888436444.832 -372538576.087 3.449 -10.005 -3.271 -85660345.846 -114395908.449 -49588403.693 24.448 -15.694 -6.759 1.506115 29.733 9.733
370071 632 1015017 61960.067176 1374091197.086732 30.748 216.820795 -0.004528 -13.859129 0.003523 -1025944413.535 -933654905.156 -387281512.675 3.665 -9.816 -3.192 42011656.697 -134117026.283 -58137864.27 28.481 7.241 3.224 5.580399 30.183 10.183
370043 632 988722 61907.277897 1272173514.354577 11.5 218.978983 -0.070762 -14.705528 0.025763 -1042172058.09 -888457452.444 -372545443.579 3.45 -10.005 -3.271 -85608987.643 -114428789.18 -49602592.098 24.467 -15.624 -6.755 1.508742 29.733 9.733
370045 632 989137 61908.133267 1273017670.873451 11.612 218.919868 -0.070705 -14.683819 0.025277 -1041917001.848 -889196710.451 -372787099.894 3.453 -10.002 -3.269 -83825386.406 -115565561.975 -50096525.269 24.524 -15.594 -6.614 1.599722 29.742 9.742
370046 632 989921 61911.024573 1276111427.19715 12.832 218.722931 -0.068363 -14.611443 0.024448 -1041052906.07 -891693856.346 -373603238.515 3.465 -9.991 -3.265 -77654941.736 -119233333.576 -51688044.721 25.061 -14.533 -6.126 1.904262 29.773 9.773
370047 632 989971 61911.047399 1276136788.104419 12.887 218.721369 -0.068491 -14.610884 0.024487 -1041046072.259 -891713560.288 -373609677.379 3.465 -9.991 -3.265 -77605455.269 -119261987.457 -51700122.673 25.124 -14.524 -6.122 1.906669 29.773 9.773
370048 632 992057 61916.06788 1282353280.682949 15.396 218.393934 -0.064599 -14.489967 0.023267 -1039538448.463 -896043419.185 -375024230.844 3.486 -9.973 -3.257 -66451613.788 -124952062.287 -54166033.896 26.413 -12.477 -5.241 2.42047 29.824 9.824
370049 632 992107 61916.091969 1282385394.763435 15.464 218.392377 -0.06465 -14.489406 0.023317 -1039531192.776 -896064175.758 -375031010.234 3.486 -9.973 -3.257 -66396574.345 -124977998.189 -54176936.787 26.476 -12.445 -5.236 2.422916 29.824 9.824
370050 632 999374 61935.213154 1315036358.459369 23.932 217.382591 -0.042061 -14.106212 0.016443 -1033706665.445 -912483177.396 -380388514.945 3.565 -9.905 -3.229 -20289074.295 -138154746.513 -59887648.333 29.433 -3.776 -1.632 4.134498 29.996 9.996
370051 632 1001175 61937.089101 1318920334.920006 24.365 217.308128 -0.040024 -14.076736 0.01534 -1033128271.516 -914087894.255 -380911577.069 3.573 -9.898 -3.226 -15577684.581 -138693956.284 -60122225.504 29.43 -3.198 -1.264 4.276939 30.012 10.012
370044 632 989087 61908.108778 1272993178.004351 11.541 218.921599 -0.070672 -14.684437 0.025221 -1041924307.51 -889175549.432 -372780182.85 3.453 -10.002 -3.269 -83877209.258 -115532526.818 -50082528.063 24.462 -15.632 -6.618 1.597083 29.742 9.742
370112 632 1040363 62004.025823 1496698749.6394 31.876 218.200264 0.062865 -14.212456 -0.018146 -1011702960.85 -970630289.754 -399278101.246 3.834 -9.657 -3.126 128483074.033 -73383890.6 -31811434.47 15.664 23.099 10.019 5.675302 30.4 10.4
370072 632 1015067 61960.091056 1374154697.529741 30.805 216.820689 -0.004387 -13.859044 0.003557 -1025936853.157 -933675154.761 -387288097.16 3.665 -9.815 -3.192 42070445.278 -134102021.186 -58131206.961 28.504 7.305 3.229 5.581335 30.183 10.183
370074 632 1015159 61960.133883 1374268856.379323 30.895 216.820507 -0.004064 -13.858891 0.003607 -1025923293.609 -933711470.72 -387299905.84 3.665 -9.815 -3.192 42175966.046 -134074762.956 -58119244.508 28.525 7.429 3.237 5.583007 30.184 10.184
370096 632 1026406 61984.005423 1440532050.274461 33.055 217.205492 0.033709 -13.932105 -0.009171 -1018268783.241 -953864853.837 -393845187.745 3.758 -9.729 -3.156 95321730.007 -108435435.049 -47005513.449 23.042 16.865 7.393 6.011424 30.321 10.321
370097 632 1026457 61984.029717 1440601488.148898 33.107 217.206312 0.033849 -13.932328 -0.009138 -1018260895.955 -953885273.602 -393851811.534 3.758 -9.729 -3.156 95370114.771 -108399967.693 -46989991.446 23.06 16.93 7.397 6.011413 30.322 10.322
370098 632 1026507 61984.052126 1440665632.365401 33.152 217.207073 0.034003 -13.932532 -0.009111 -1018253620.458 -953904108.874 -393857921.328 3.758 -9.729 -3.156 95414771.295 -108367129.058 -46975666.974 23.068 16.992 7.4 6.0114 30.322 10.322
370099 632 1027142 61985.989329 1446170547.368659 33.022 217.27796 0.036689 -13.951546 -0.01017 -1017624043.607 -955531776.294 -394385852.659 3.766 -9.722 -3.153 99156798.855 -105451490.968 -45712344.829 22.396 17.533 7.692 6.005071 30.331 10.331
370100 632 1027144 61985.990264 1446173213.062166 33.024 217.277994 0.036693 -13.951556 -0.010169 -1017623739.671 -955532561.012 -394386107.156 3.766 -9.722 -3.153 99158606.717 -105450075.601 -45711723.887 22.397 17.535 7.692 6.005068 30.331 10.331
370101 632 1027192 61986.012137 1446235669.817133 33.073 217.278798 0.036806 -13.951778 -0.010137 -1017616623.961 -955550932.431 -394392065.307 3.766 -9.722 -3.153 99200951.95 -105416884.898 -45697183.518 22.416 17.591 7.696 6.004991 30.331 10.331
370102 632 1027194 61986.013051 1446238283.395369 33.075 217.278832 0.036812 -13.951787 -0.010136 -1017616326.418 -955551700.618 -394392314.442 3.766 -9.722 -3.153 99202723.339 -105415494.709 -45696575.39 22.417 17.594 7.696 6.004987 30.331 10.331
370103 632 1029254 61988.04192 1452001453.164582 33.108 217.359101 0.04003 -13.973673 -0.011061 -1016955609.61 -957255119.528 -394944703.723 3.773 -9.715 -3.15 103010658.929 -102242357.568 -44321176.0 21.773 18.363 7.993 5.992116 30.34 10.34
370104 632 1029304 61988.065722 1452069583.258873 33.148 217.360056 0.040216 -13.973936 -0.011037 -1016947850.03 -957275096.347 -394951181.188 3.774 -9.715 -3.15 103055437.82 -102204524.502 -44304733.94 21.773 18.43 7.997 5.991951 30.34 10.34
370105 632 1029356 61988.088918 1452136050.029638 33.182 217.360992 0.040416 -13.974192 -0.01102 -1016940288.172 -957294563.512 -394957493.384 3.774 -9.715 -3.15 103099065.831 -102167521.666 -44288704.425 21.764 18.497 8.0 5.991785 30.34 10.34
370106 632 1029357 61988.089368 1452137340.601866 33.182 217.36101 0.04042 -13.974197 -0.011019 -1016940141.415 -957294941.314 -394957615.885 3.774 -9.715 -3.15 103099912.327 -102166802.227 -44288393.27 21.764 18.498 8.0 5.991782 30.34 10.34
370107 632 1029406 61988.112557 1452203849.082892 33.208 217.36195 0.040637 -13.974452 -0.011008 -1016932581.549 -957314402.721 -394963926.199 3.774 -9.715 -3.15 103143501.093 -102129674.855 -44272361.476 21.747 18.564 8.004 5.991612 30.34 10.34
370108 632 1029407 61988.113007 1452205140.668968 33.209 217.361968 0.040642 -13.974457 -0.011008 -1016932434.791 -957314780.514 -394964048.697 3.774 -9.715 -3.15 103144346.884 -102128952.825 -44272050.193 21.746 18.565 8.004 5.991609 30.34 10.34
370109 632 1036470 62000.002673 1485632303.322925 32.309 217.954754 0.057192 -14.141779 -0.01652 -1013032927.673 -967271239.63 -398190466.559 3.819 -9.672 -3.132 122882416.273 -81240621.812 -35217579.658 17.331 21.977 9.569 5.789837 30.387 10.387
370110 632 1036520 62000.026546 1485698988.104621 32.35 217.956121 0.057364 -14.142174 -0.016493 -1013025051.391 -967291186.59 -398196926.535 3.819 -9.672 -3.132 122918165.414 -81195224.392 -35197839.082 17.332 22.043 9.572 5.789249 30.387 10.387
370095 632 1022782 61975.048841 1415160530.857433 32.772 216.95424 0.019728 -13.869138 -0.004523 -1021163214.809 -946324097.097 -391397997.954 3.723 -9.762 -3.169 76744171.131 -120365520.477 -52176776.208 25.609 13.556 5.942 5.961498 30.275 10.275
370094 632 1022780 61975.047942 1415157987.689531 32.77 216.954222 0.019722 -13.869133 -0.004525 -1021163503.727 -946323339.633 -391397752.025 3.723 -9.762 -3.169 76742183.803 -120366572.365 -52177237.326 25.608 13.553 5.942 5.961486 30.275 10.275
370093 632 1022732 61975.024897 1415092789.592113 32.718 216.953769 0.019592 -13.869029 -0.004556 -1021170916.575 -946303904.842 -391391442.025 3.723 -9.762 -3.169 76691213.39 -120393497.217 -52189064.517 25.588 13.492 5.938 5.961159 30.275 10.275
370092 632 1022730 61975.023997 1415090246.168618 32.716 216.953752 0.019587 -13.869025 -0.004558 -1021171205.996 -946303146.034 -391391195.659 3.723 -9.762 -3.169 76689224.201 -120394546.013 -52189526.137 25.587 13.49 5.938 5.961146 30.275 10.275
370076 632 1015626 61961.109985 1376857450.161711 31.036 216.818323 -0.002631 -13.855884 0.003044 -1025614080.177 -934539014.048 -387568980.123 3.669 -9.812 -3.19 44541459.698 -133426522.432 -57838415.601 28.379 7.8 3.421 5.619139 30.19 10.19
370077 632 1015676 61961.133946 1376921750.665493 31.083 216.818262 -0.002438 -13.855811 0.003069 -1025606485.701 -934559324.392 -387575583.663 3.669 -9.812 -3.19 44600218.82 -133410302.776 -57831329.619 28.386 7.87 3.425 5.620033 30.19 10.19
370078 632 1016198 61963.031209 1381995127.255338 31.208 216.818547 0.000163 -13.851475 0.00186 -1025004518.882 -936166970.097 -388098229.793 3.676 -9.805 -3.187 49161500.094 -132045706.943 -57240556.408 28.006 8.465 3.78 5.685564 30.203 10.203
370079 632 1016248 61963.055231 1382059960.374853 31.268 216.818552 0.000268 -13.851429 0.001897 -1024996889.539 -936187317.285 -388104844.028 3.676 -9.805 -3.187 49219658.272 -132028078.52 -57232706.121 28.038 8.524 3.785 5.686389 30.203 10.203
370080 632 1017392 61964.109571 1384904214.085569 31.558 216.821115 0.002247 -13.849857 0.00143 -1024661828.68 -937080220.563 -388395083.205 3.681 -9.801 -3.186 51736682.973 -131212443.607 -56878925.844 27.919 9.11 3.981 5.720297 30.21 10.21
370081 632 1017442 61964.133326 1384969032.204097 31.602 216.82117 0.002446 -13.849822 0.001453 -1024654275.099 -937100334.531 -388401620.916 3.681 -9.801 -3.186 51793990.776 -131193674.97 -56870751.537 27.922 9.179 3.985 5.721062 30.21 10.21
370082 632 1018250 61965.029792 1387397025.99327 31.535 216.824976 0.003397 -13.848998 0.000784 -1024369081.441 -937859257.169 -388648284.653 3.684 -9.798 -3.184 53916501.764 -130465267.698 -56555579.866 27.681 9.327 4.151 5.748215 30.215 10.215
370073 632 1015109 61960.109933 1374204974.533672 30.847 216.820607 -0.004255 -13.858977 0.003581 -1025930876.563 -933691161.89 -387293302.125 3.665 -9.815 -3.192 42116946.306 -134090062.912 -58125937.895 28.517 7.359 3.232 5.582073 30.183 10.183
370083 632 1018300 61965.05395 1387462912.624284 31.595 216.82506 0.003507 -13.848979 0.000821 -1024361392.084 -937879705.643 -388654930.472 3.684 -9.798 -3.184 53974313.937 -130445737.801 -56546910.968 27.712 9.387 4.155 5.748963 30.216 10.216
370085 632 1019361 61970.966284 1403730885.93462 32.187 216.882138 0.012946 -13.854407 -0.00253 -1022473627.602 -942878618.237 -390279106.385 3.707 -9.776 -3.175 67665733.377 -124910174.624 -54148019.397 26.427 11.729 5.229 5.894773 30.252 10.252
370086 632 1019364 61970.968989 1403738410.833167 32.194 216.882173 0.01295 -13.854414 -0.002525 -1022472761.04 -942880903.295 -390279848.592 3.707 -9.776 -3.175 67671911.583 -124907432.397 -54146797.074 26.432 11.734 5.229 5.89483 30.252 10.252
370087 632 1019382 61970.977214 1403761297.020952 32.215 216.88228 0.012963 -13.854434 -0.002512 -1022470126.614 -942887850.02 -390282104.948 3.708 -9.776 -3.175 67690700.907 -124899088.495 -54143080.459 26.447 11.749 5.231 5.895003 30.252 10.252
