 ObjID FieldID FieldMJD AstRange(km) AstRangeRate(km/s) AstRA(deg) AstRARate(deg/day) AstDec(deg) AstDecRate(deg/day) Ast-Sun(J2000x)(km) Ast-Sun(J2000y)(km) Ast-Sun(J2000z)(km) Ast-Sun(J2000vx)(km/s) Ast-Sun(J2000vy)(km/s) Ast-Sun(J2000vz)(km/s) Obs-Sun(J2000x)(km) Obs-Sun(J2000y)(km) Obs-Sun(J2000z)(km) Obs-Sun(J2000vx)(km/s) Obs-Sun(J2000vy)(km/s) Obs-Sun(J2000vz)(km/s) Sun-Ast-Obs(deg) V V(H=0
4057 S100000aa 1876782 63545.192483 226204633.902 11.865 18.97178 -0.161771 16.116189 -0.070876 306806334.579 169884482.211 105800064.599 -8.594 16.131 8.235 101296181.644 99234869.037 43008803.736 -22.532 18.848 8.053 9.615255 12.484 3.474
4058 S100000aa 1883134 63556.09012 239207762.59 15.843 17.68428 -0.089754 15.433588 -0.054067 298353654.945 184864461.403 113424741.943 -9.355 15.685 7.959 78668009.584 114820239.546 49766478.944 -25.837 14.817 6.261 13.726953 12.777 3.767
4059 S100000aa 1883137 63556.091461 239209599.186 15.847 17.68416 -0.08974 15.433515 -0.054083 298352570.587 184866279.384 113425664.47 -9.356 15.685 7.959 78665014.532 114821956.91 49767204.668 -25.841 14.815 6.261 13.727427 12.777 3.767
4060 S100000aa 1883184 63556.113905 239240388.703 15.909 17.682149 -0.089415 15.432298 -0.054355 298334428.117 184896692.537 113441097.384 -9.357 15.684 7.959 78614848.636 114850654.667 49779341.867 -25.898 14.782 6.257 13.735348 12.778 3.768
4061 S100000aa 1883187 63556.115246 239242231.712 15.912 17.682029 -0.08939 15.432225 -0.054371 298333344.283 184898509.208 113442019.234 -9.357 15.684 7.959 78611848.483 114852366.785 49780066.65 -25.902 14.779 6.257 13.735822 12.778 3.768
4062 S100000aa 1890184 63566.092384 254296170.894 19.089 17.227554 -0.017816 14.996385 -0.033233 289979093.279 198232852.678 120189231.239 -10.021 15.251 7.695 55363882.114 125483661.149 54388041.816 -28.316 10.503 4.404 16.832945 13.032 4.022
4063 S100000aa 1890234 63566.116223 254335553.715 19.151 17.227135 -0.017254 14.995589 -0.033468 289958451.528 198264263.343 120205078.92 -10.023 15.25 7.694 55305501.987 125505248.09 54397108.049 -28.37 10.457 4.399 16.839673 13.033 4.023
4064 S100000aa 1890751 63567.028322 255842602.081 19.204 17.221836 -0.011293 14.966794 -0.030261 289166300.459 199464402.04 120810420.506 -10.082 15.21 7.67 53084415.117 126286247.658 54736716.894 -28.355 10.135 4.22 17.086709 13.055 4.045
4065 S100000aa 1890777 63567.041308 255864167.829 19.239 17.22169 -0.011261 14.966401 -0.030397 289154988.961 199481465.339 120819024.768 -10.083 15.209 7.669 53052582.593 126297611.76 54741450.692 -28.39 10.122 4.218 17.090288 13.055 4.045
4066 S100000aa 1891586 63568.097173 257634733.531 19.671 17.221787 -0.003331 14.9355 -0.028634 288232097.234 200866712.379 121517322.785 -10.151 15.162 7.641 50461760.419 127165412.686 55116740.245 -28.721 9.58 4.01 17.369802 13.081 4.071
4067 S100000aa 1891636 63568.120936 257675181.807 19.731 17.221715 -0.002705 14.934817 -0.028855 288211255.545 200897838.64 121533008.405 -10.153 15.161 7.64 50402740.209 127185032.537 55124969.329 -28.771 9.531 4.006 17.376158 13.082 4.072
4068 S100000aa 1896291 63575.030444 269873544.943 21.259 17.419595 0.044628 14.799429 -0.011209 282019568.931 209854603.944 126037307.487 -10.589 14.846 7.45 33065178.239 131743521.107 57101858.799 -29.645 6.401 2.61 19.001922 13.245 4.235
4069 S100000aa 1896318 63575.044349 269899107.704 21.296 17.420216 0.04476 14.799272 -0.011342 282006847.378 209872438.358 126046257.438 -10.59 14.846 7.45 33029542.649 131751200.029 57104993.142 -29.68 6.382 2.608 19.004949 13.246 4.236
4070 S100000aa 1901816 63583.058167 285182317.418 22.942 18.048184 0.09668 14.787662 0.00754 274504848.611 220021214.908 131126666.675 -11.078 14.47 7.225 12335499.326 134593416.268 58337430.323 -30.394 2.51 0.949 20.471806 13.424 4.414
4071 S100000aa 1901866 63583.081906 285229433.517 23.0 18.050485 0.097234 14.787839 0.007347 274482128.351 220050889.198 131141483.744 -11.079 14.468 7.224 12273110.584 134598514.166 58339371.196 -30.441 2.46 0.944 20.475663 13.424 4.414
4072 S100000ba 96825 60366.379502 338877608.075 -23.902 235.772706 0.168182 -4.043945 -0.019366 -326384971.969 -226233868.242 -812912.723 11.064 -12.207 -10.575 -136248590.545 53256864.234 23085270.908 -11.894 -25.539 -10.939 21.390254 11.289 4.939
4073 S100000ba 96838 60366.385368 338865499.135 -23.887 235.773692 0.168102 -4.044058 -0.019344 -326379364.718 -226240054.98 -818272.359 11.064 -12.207 -10.575 -136254614.649 53243924.067 23079727.087 -11.88 -25.53 -10.94 21.389924 11.289 4.939
4074 S100000ba 96849 60366.390403 338855109.789 -23.874 235.774539 0.168041 -4.044155 -0.019326 -326374550.821 -226245366.12 -822873.54 11.064 -12.207 -10.575 -136259780.76 53232818.772 23074967.582 -11.869 -25.522 -10.94 21.38964 11.289 4.939
4075 S100000ba 96862 60366.396268 338843015.178 -23.859 235.775524 0.167976 -4.044269 -0.019304 -326368943.35 -226251552.509 -828233.07 11.065 -12.207 -10.575 -136265792.091 53219887.603 23069423.395 -11.856 -25.512 -10.941 21.389309 11.289 4.939
4076 S100000ba 108232 60380.338682 311000437.759 -22.373 237.690523 0.092041 -4.221909 -0.007245 -312541286.016 -240599430.458 -13560480.926 11.888 -11.605 -10.557 -146765077.823 21536621.951 9335234.231 -4.928 -27.409 -11.751 20.195957 11.051 4.701
4077 S100000ba 108277 60380.360367 310958573.16 -22.316 237.692515 0.091706 -4.222065 -0.007167 -312519009.918 -240621174.145 -13580261.293 11.889 -11.604 -10.557 -146774263.651 21485301.53 9313217.626 -4.878 -27.372 -11.751 20.193161 11.051 4.701
4078 S100000ba 109163 60381.372511 309019557.273 -22.123 237.788577 0.08551 -4.228927 -0.006488 -311476656.374 -241634011.798 -14503378.105 11.948 -11.558 -10.554 -147203819.954 19111550.719 8284255.595 -4.332 -27.414 -11.782 20.06587 11.033 4.683
4079 S100000ba 109185 60381.384197 308997234.812 -22.092 237.789576 0.085421 -4.229003 -0.006445 -311464590.983 -241645683.007 -14514035.291 11.949 -11.558 -10.554 -147208181.957 19083882.043 8272358.762 -4.309 -27.391 -11.783 20.064293 11.032 4.682
4080 S100000ba 112689 60387.397507 297783169.514 -20.971 238.230568 0.047925 -4.258375 -0.003458 -305165641.331 -247579712.056 -19992923.137 12.296 -11.282 -10.534 -148814953.494 4888810.311 2118750.39 -1.166 -27.562 -11.885 19.187201 10.918 4.568
4081 S100000ba 112714 60387.410086 297760395.629 -20.938 238.231171 0.047959 -4.258418 -0.003415 -305152275.836 -247591974.256 -20004373.086 12.297 -11.281 -10.534 -148816211.164 4858871.04 2105833.392 -1.149 -27.532 -11.885 19.185065 10.918 4.568
4082 S100000ba 114340 60391.338922 290750577.06 -20.295 238.395775 0.022199 -4.270059 -0.002526 -300939511.183 -251390448.427 -23577871.969 12.522 -11.096 -10.518 -148994999.808 -4448949.27 -1929273.502 0.803 -27.662 -11.882 18.498148 10.841 4.491
4083 S100000ba 116522 60394.329924 285603338.18 -19.634 238.452987 0.002237 -4.276794 -0.002148 -297681430.634 -254239752.102 -26294415.532 12.691 -10.953 -10.504 -148670433.675 -11523144.336 -4995587.585 2.334 -27.58 -11.845 17.913254 10.78 4.43
4084 S100000ba 116524 60394.330855 285601758.154 -19.631 238.452989 0.002226 -4.276796 -0.002145 -297680409.157 -254240633.671 -26295260.959 12.692 -10.953 -10.504 -148670245.756 -11525363.9 -4996540.903 2.336 -27.578 -11.845 17.913057 10.78 4.43
4085 S100000ba 116572 60394.353856 285562808.9 -19.568 238.453037 0.002017 -4.276845 -0.002067 -297655185.122 -254262400.568 -26316136.449 12.693 -10.952 -10.504 -148665558.045 -11580120.552 -5020080.287 2.381 -27.529 -11.845 17.908191 10.78 4.43
4086 S100000ba 116574 60394.354778 285561250.302 -19.565 238.453039 0.002012 -4.276846 -0.002064 -297654174.0 -254263273.016 -26316973.207 12.693 -10.952 -10.504 -148665368.344 -11582313.33 -5021023.815 2.382 -27.527 -11.845 17.907996 10.78 4.43
4087 S100000ba 117326 60395.283946 283998790.252 -19.516 238.458974 -0.003707 -4.278764 -0.00225 -296633017.722 -255140755.505 -27160102.695 12.745 -10.907 -10.499 -148484782.642 -13772891.486 -5971197.941 2.741 -27.614 -11.827 17.715688 10.761 4.411
4088 S100000ba 117376 60395.308325 283957749.777 -19.452 238.458877 -0.004218 -4.278818 -0.002171 -296606168.99 -255163729.375 -27182218.745 12.747 -10.906 -10.499 -148478944.888 -13831012.829 -5996109.61 2.801 -27.573 -11.827 17.710398 10.76 4.41
4089 S100000ba 126603 60405.355265 268280483.357 -16.566 238.139355 -0.07366 -4.30661 -0.004202 -285296987.173 -264416283.706 -36271487.999 13.306 -10.407 -10.438 -144083629.782 -37199783.602 -16125289.337 7.958 -26.554 -11.456 15.294146 10.547 4.197
4090 S100000ba 126659 60405.382172 268242056.856 -16.493 238.137375 -0.073464 -4.306723 -0.004125 -285266051.711 -264440476.541 -36295755.279 13.307 -10.405 -10.438 -144065091.577 -37261433.523 -16151919.237 7.988 -26.484 -11.454 15.286691 10.546 4.196
4091 S100000ba 132975 60412.264842 258996096.508 -14.48 237.518311 -0.120607 -4.352026 -0.00942 -277240926.243 -270523372.472 -42488054.739 13.681 -10.05 -10.386 -138553292.974 -52673764.365 -22834348.218 11.215 -25.641 -10.994 13.300902 10.394 4.044
4092 S100000ba 132976 60412.265255 258995579.702 -14.479 237.518261 -0.120614 -4.35203 -0.009419 -277240437.919 -270523731.199 -42488425.448 13.681 -10.05 -10.386 -138552892.663 -52674679.524 -22834740.606 11.216 -25.64 -10.994 13.300773 10.394 4.044
4093 S100000ba 133025 60412.287888 258967329.599 -14.414 237.515528 -0.120917 -4.352242 -0.009356 -277213683.001 -270543383.531 -42508735.246 13.682 -10.049 -10.386 -138530912.113 -52724771.601 -22856236.631 11.264 -25.592 -10.992 13.293678 10.393 4.043
4094 S100000ba 133026 60412.288338 258966768.896 -14.413 237.515473 -0.120921 -4.352247 -0.009354 -277213150.735 -270543774.456 -42509139.27 13.682 -10.049 -10.386 -138530473.919 -52725767.131 -22856664.224 11.265 -25.591 -10.992 13.293537 10.393 4.043
4095 S100000ba 133083 60412.314442 258934347.006 -14.338 237.512314 -0.121073 -4.35249 -0.009281 -277182289.737 -270566437.691 -42532563.271 13.683 -10.047 -10.385 -138505012.985 -52783416.389 -22881452.613 11.312 -25.53 -10.99 13.285349 10.393 4.043
4096 S100000ba 133084 60412.314893 258933788.345 -14.337 237.51226 -0.121074 -4.352494 -0.00928 -277181756.529 -270566829.213 -42532967.96 13.683 -10.047 -10.385 -138504572.202 -52784411.157 -22881880.839 11.312 -25.529 -10.99 13.285208 10.393 4.043
4097 S100000ba 133133 60412.338651 258904428.541 -14.269 237.509383 -0.121028 -4.352714 -0.009215 -277153665.463 -270587453.52 -42554286.985 13.685 -10.046 -10.385 -138481314.337 -52836754.013 -22904438.126 11.347 -25.469 -10.988 13.277756 10.392 4.042
4098 S100000ba 133134 60412.339101 258903874.033 -14.268 237.509329 -0.121025 -4.352718 -0.009214 -277153133.621 -270587843.953 -42554690.591 13.685 -10.046 -10.385 -138480873.374 -52837743.765 -22904865.142 11.347 -25.468 -10.988 13.277615 10.392 4.042
4099 S100000ba 134860 60414.267719 256566315.967 -13.746 237.278814 -0.133647 -4.372628 -0.011382 -274864090.849 -272253486.477 -44283923.361 13.788 -9.945 -10.369 -136580483.227 -57029707.694 -24722612.7 12.166 -25.247 -10.829 12.679328 10.349 3.999
4100 S100000ba 134910 60414.291569 256538061.782 -13.677 237.275623 -0.133896 -4.372899 -0.011317 -274835676.237 -272273978.257 -44305290.526 13.789 -9.943 -10.369 -136555362.754 -57081679.031 -24744925.616 12.214 -25.194 -10.827 12.671644 10.348 3.998
4101 S100000ba 135799 60415.273509 255393103.085 -13.357 237.148871 -0.140065 -4.384539 -0.012438 -273663527.4 -273115398.398 -45184640.978 13.842 -9.891 -10.36 -135528929.206 -59191922.711 -25659839.405 12.644 -25.03 -10.742 12.360887 10.326 3.976
4102 S100000ba 135849 60415.297332 255365679.479 -13.288 237.145532 -0.140246 -4.384835 -0.012373 -273635033.639 -273135758.014 -45205966.713 13.843 -9.89 -10.36 -135502856.135 -59243388.028 -25681948.263 12.689 -24.975 -10.74 12.353116 10.326 3.976
4103 S100000ba 135856 60415.300558 255361977.766 -13.279 237.145079 -0.140257 -4.384875 -0.012365 -273631175.941 -273138514.107 -45208853.768 13.843 -9.89 -10.36 -135499319.489 -59250346.612 -25684941.05 12.694 -24.967 -10.74 12.352064 10.326 3.976
4104 S100000ba 135906 60415.323144 255336127.378 -13.214 237.141911 -0.140243 -4.385153 -0.012305 -273604159.353 -273157813.541 -45229071.428 13.844 -9.889 -10.36 -135474512.475 -59299015.018 -25705897.218 12.729 -24.911 -10.738 12.344697 10.325 3.975
4105 S100000ba 136734 60416.270177 254262184.407 -12.99 237.013952 -0.146263 -4.397451 -0.013575 -272469265.948 -273964915.655 -46076432.316 13.895 -9.838 -10.351 -134447606.448 -61316831.169 -26580958.487 13.098 -24.825 -10.653 12.041651 10.304 3.954
4106 S100000ba 136784 60416.292589 254237093.473 -12.925 237.010672 -0.146437 -4.397755 -0.013515 -272442357.864 -273983966.461 -46096477.5 13.896 -9.837 -10.351 -134422201.508 -61364854.697 -26601584.435 13.14 -24.774 -10.651 12.03426 10.304 3.954
4107 S100000ba 137697 60417.273052 253156438.621 -12.599 236.871998 -0.152413 -4.411614 -0.01475 -271262976.0 -274815103.441 -46972999.241 13.948 -9.785 -10.342 -133320041.367 -63436936.163 -27499916.003 13.559 -24.6 -10.56 11.716942 10.282 3.932
4108 S100000ba 142636 60423.224953 247284053.017 -10.336 235.909884 -0.18586 -4.522737 -0.023058 -264009913.096 -279764432.893 -52277056.16 14.259 -9.462 -10.284 -125839753.133 -75612088.226 -32777540.508 16.098 -23.259 -9.952 9.742344 10.149 3.799
4109 S100000ba 142686 60423.247446 247264029.15 -10.271 235.9057 -0.18618 -4.523255 -0.023002 -263982201.183 -279782820.635 -52297042.884 14.26 -9.461 -10.284 -125808420.63 -75657243.579 -32796877.719 16.147 -23.212 -9.949 9.734638 10.148 3.798
4110 S100000ba 147013 60428.214679 243315899.814 -8.236 234.960302 -0.209878 -4.656976 -0.031202 -257807248.091 -283784481.025 -56699612.643 14.515 -9.186 -10.231 -118570121.59 -85226185.421 -36944766.072 18.149 -21.913 -9.371 8.090302 10.04 3.69
4111 S100000ba 147063 60428.238874 243298756.509 -8.165 234.95522 -0.21015 -4.65773 -0.031142 -257776904.023 -283803682.884 -56721000.394 14.516 -9.185 -10.231 -118532128.415 -85271939.071 -36964353.606 18.2 -21.861 -9.369 8.08232 10.04 3.69
4112 S100000ba 148086 60429.260498 242599494.83 -7.662 234.746486 -0.214451 -4.69044 -0.032842 -256493293.626 -284611893.596 -57623574.409 14.568 -9.127 -10.219 -116934963.684 -87167101.194 -37785672.163 18.638 -21.517 -9.242 7.755606 10.019 3.669
4113 S100000ba 148136 60429.284603 242583611.444 -7.591 234.741317 -0.214333 -4.691231 -0.032783 -256462952.035 -284630902.089 -57644858.103 14.569 -9.126 -10.219 -116896108.753 -87211849.011 -37804917.182 18.673 -21.454 -9.239 7.747815 10.018 3.668
4114 S100000ba 148197 60429.312784 242565225.348 -7.512 234.735282 -0.213962 -4.692154 -0.03272 -256427477.168 -284653120.905 -57669739.653 14.57 -9.124 -10.219 -116850603.352 -87263993.282 -37827408.249 18.704 -21.378 -9.236 7.738724 10.018 3.668
4115 S100000ba 152848 60434.208929 239772209.268 -5.557 233.680218 -0.232166 -4.876116 -0.042357 -250211719.623 -288454645.66 -61980538.611 14.815 -8.847 -10.161 -108710690.445 -95963643.626 -41599517.062 20.461 -20.085 -8.589 6.314378 9.924 3.574
4116 S100000ba 152898 60434.232336 239761041.388 -5.487 233.674782 -0.232295 -4.877107 -0.042298 -250181754.992 -288472537.547 -62001088.225 14.816 -8.846 -10.161 -108669262.865 -96004211.276 -41616884.887 20.506 -20.032 -8.586 6.308226 9.923 3.573
4117 S100000ba 154715 60436.160346 238918575.914 -4.771 233.238314 -0.23696 -4.962466 -0.046505 -247705646.0 -289936921.318 -63691671.13 14.912 -8.735 -10.137 -105251737.773 -99249120.744 -43024464.576 21.079 -19.517 -8.313 5.851233 9.892 3.542
4118 S100000ba 154765 60436.183478 238909107.337 -4.704 233.232828 -0.237392 -4.963541 -0.046451 -247675842.628 -289954378.461 -63711929.612 14.913 -8.734 -10.136 -105209553.566 -99288087.193 -43041075.974 21.135 -19.476 -8.31 5.846126 9.892 3.542
4119 S100000ba 158445 60442.157287 237241421.481 -1.956 231.829458 -0.247024 -5.277987 -0.059326 -239903634.566 -294373108.346 -68923625.289 15.202 -8.387 -10.057 -93909067.62 -108650682.34 -47100253.356 23.105 -17.409 -7.406 5.107671 9.835 3.485
4120 S100000ba 158495 60442.181073 237237472.363 -1.887 231.823579 -0.247295 -5.279397 -0.059263 -239872390.661 -294390342.88 -68944294.112 15.204 -8.385 -10.057 -93861529.655 -108686412.349 -47115470.469 23.158 -17.362 -7.403 5.107262 9.835 3.485
4121 S100000ba 162760 60460.219992 240781898.565 6.451 227.655776 -0.216617 -6.70486 -0.09774 -215523730.213 -306618360.954 -84409975.95 16.029 -7.296 -9.779 -54446331.382 -129870850.666 -56297487.444 27.704 -10.019 -4.304 9.313303 10.051 3.701
4122 S100000ba 162810 60460.243901 240795287.164 6.511 227.650606 -0.215841 -6.707196 -0.097666 -215490619.271 -306633430.62 -84430175.702 16.03 -7.295 -9.779 -54389087.219 -129891475.727 -56306374.183 27.718 -9.95 -4.3 9.321814 10.051 3.701
4123 S100000ba 165108 60466.153383 244622007.956 8.779 226.488683 -0.19106 -7.322377 -0.109549 -207241305.535 -310263807.169 -89396573.649 16.283 -6.925 -9.675 -40193112.842 -134301346.463 -58219009.18 28.594 -7.558 -3.186 11.405496 10.165 3.815
4124 S100000ba 165158 60466.177357 244640262.807 8.847 226.484108 -0.190595 -7.325002 -0.109441 -207207578.625 -310278149.626 -89416611.719 16.284 -6.924 -9.674 -40133852.424 -134316934.426 -58225604.141 28.625 -7.493 -3.182 11.414067 10.166 3.816
4125 S100000ba 166244 60467.203362 245430530.56 9.316 226.298911 -0.184676 -7.438644 -0.111163 -205762190.209 -310889040.943 -90273348.363 16.327 -6.859 -9.656 -37622252.917 -134947327.279 -58498827.146 28.78 -6.969 -2.984 11.773137 10.186 3.836
4126 S100000ba 166294 60467.227649 245450144.04 9.376 226.294435 -0.183824 -7.441342 -0.111076 -205727928.423 -310903432.593 -90293609.126 16.328 -6.858 -9.655 -37561845.362 -134961875.807 -58505084.476 28.792 -6.897 -2.98 11.781749 10.187 3.837
4127 S100000ba 169932 60486.026058 265594763.316 15.217 224.010434 -0.068576 -9.824549 -0.139648 -178596983.85 -321062332.528 -105677440.601 17.066 -5.644 -9.279 9620967.292 -139236099.297 -60358551.194 29.448 1.278 0.701 17.599199 10.556 4.206
4128 S100000ba 169982 60486.051119 265627786.493 15.286 224.008716 -0.068564 -9.828047 -0.139473 -178560032.72 -321074550.562 -105697529.62 17.067 -5.642 -9.278 9684785.71 -139233279.338 -60357028.628 29.499 1.328 0.706 17.605879 10.556 4.206
4129 S100000ba 170189 60486.149776 265759222.526 15.547 224.00202 -0.066706 -9.841774 -0.138817 -178414547.551 -321122614.658 -105776602.801 17.071 -5.636 -9.276 9936853.856 -139220931.931 -60350933.574 29.623 1.583 0.725 17.632132 10.558 4.208
4130 S100000ba 170239 60486.174276 265792191.6 15.602 224.000396 -0.065834 -9.845173 -0.138686 -178378413.641 -321134542.09 -105796236.651 17.071 -5.634 -9.275 9999570.759 -139217505.154 -60349394.745 29.632 1.655 0.729 17.638621 10.558 4.208
4131 S100000ba 173990 60489.991404 271014308.968 16.183 223.820845 -0.041548 -10.38554 -0.143931 -172725744.613 -322951006.453 -108841326.573 17.209 -5.382 -9.191 19609820.701 -138373443.149 -59985326.765 29.217 3.042 1.477 18.582368 10.63 4.28
4132 S100000ba 174040 60490.015452 271047998.488 16.246 223.819844 -0.041697 -10.388999 -0.143759 -172689989.567 -322962185.957 -108860422.298 17.21 -5.38 -9.191 19670581.897 -138367082.525 -59982253.028 29.27 3.082 1.482 18.588197 10.631 4.281
4133 S100000ba 175971 60491.955081 273824097.345 16.586 223.766192 -0.027639 -10.669092 -0.146019 -169800303.407 -323852950.104 -110396916.795 17.278 -5.251 -9.147 24528336.864 -137718459.945 -59702074.628 29.007 3.904 1.861 19.033913 10.667 4.317
4134 S100000ba 175993 60491.966392 273840318.91 16.613 223.765878 -0.027821 -10.670743 -0.145945 -169783418.868 -323858081.121 -110405855.246 17.279 -5.25 -9.147 24556697.476 -137714638.859 -59700254.627 29.034 3.916 1.863 19.036511 10.667 4.317
4135 S100000ba 179141 60495.981981 279823784.729 17.561 223.734631 -0.001158 -11.261345 -0.149154 -163764945.96 -325633047.912 -113563160.697 17.416 -4.982 -9.054 34528789.661 -135909985.45 -58917904.345 28.715 5.741 2.644 19.886556 10.74 4.39
4136 S100000ba 179191 60496.006417 279860928.169 17.625 223.734601 -0.001251 -11.264987 -0.148963 -163728176.987 -325643563.432 -113582274.618 17.417 -4.98 -9.054 34589467.738 -135897822.681 -58912316.402 28.766 5.783 2.649 19.89158 10.741 4.391
4137 S100000ba 184446 60512.110799 306420344.394 20.506 224.670661 0.103365 -13.739911 -0.156172 -139135200.149 -331814706.252 -125906721.811 17.921 -3.886 -8.655 72542707.934 -122556369.092 -53127338.966 26.083 12.923 5.606 22.326646 11.011 4.661
4138 S100000ba 184448 60512.111694 306421929.87 20.508 224.670753 0.103396 -13.74005 -0.156166 -139133814.665 -331815006.705 -125907390.945 17.921 -3.886 -8.655 72544724.565 -122555369.825 -53126905.53 26.083 12.926 5.606 22.326745 11.011 4.661
4139 S100000ba 184496 60512.134552 306462471.07 20.548 224.673126 0.104247 -13.743618 -0.156024 -139098423.715 -331822679.749 -125924482.441 17.922 -3.885 -8.655 72596229.887 -122529776.174 -53115829.976 26.075 12.993 5.61 22.329253 11.011 4.661
4140 S100000ba 184498 60512.135446 306464058.263 20.549 224.67322 0.104282 -13.743758 -0.156019 -139097039.5 -331822979.789 -125925150.889 17.922 -3.885 -8.655 72598243.946 -122528772.489 -53115396.638 26.075 12.995 5.61 22.329351 11.011 4.661
4141 S100000ba 185168 60512.966553 307918790.439 20.282 224.766286 0.106629 -13.874647 -0.157682 -137809341.603 -332099861.518 -126545796.311 17.946 -3.828 -8.633 74429763.634 -121585195.346 -52707333.458 25.72 12.954 5.753 22.413982 11.024 4.674
4142 S100000ba 185189 60512.977639 307938231.457 20.31 224.767468 0.106649 -13.876395 -0.157576 -137792153.091 -332103527.207 -126554064.731 17.946 -3.827 -8.633 74454409.168 -121572776.541 -52701821.825 25.739 12.976 5.755 22.415166 11.024 4.674
4143 S100000ba 185296 60513.028098 308027058.615 20.439 224.772859 0.107148 -13.884333 -0.157098 -137713917.695 -332120201.947 -126591693.997 17.947 -3.823 -8.631 74566784.125 -121515957.578 -52676713.892 25.808 13.094 5.763 22.420551 11.025 4.675
4144 S100000ba 185346 60513.05216 308069613.113 20.498 224.775443 0.107616 -13.888111 -0.156881 -137676606.446 -332128148.501 -126609636.68 17.948 -3.822 -8.631 74620463.79 -121488668.722 -52664727.403 25.83 13.158 5.767 22.42311 11.025 4.675
4145 S100000ba 188161 60524.962347 329585535.156 21.378 226.529656 0.173328 -15.776409 -0.159055 -119041639.827 -335637420.367 -135325869.309 18.265 -2.998 -8.307 99164697.241 -105457410.55 -45716816.982 22.377 17.483 7.696 23.25659 11.196 4.846
4146 S100000ba 188182 60524.973928 329606940.554 21.407 226.531664 0.173414 -15.778251 -0.158935 -119023364.883 -335640419.167 -135334181.003 18.265 -2.997 -8.307 99187095.684 -105439903.369 -45709115.206 22.392 17.51 7.698 23.257132 11.196 4.846
4147 S100000ba 195700 60540.998516 359607911.791 21.973 230.042017 0.250731 -18.313071 -0.155532 -93482226.512 -339014239.443 -146514647.126 18.618 -1.875 -7.839 125770487.652 -77329520.759 -33522586.214 16.48 22.498 9.792 23.363414 11.389 5.039
4148 S100000ba 195750 60541.022352 359653215.621 22.022 230.048 0.251279 -18.316775 -0.155299 -93443884.221 -339018099.643 -146530788.641 18.619 -1.874 -7.838 125804429.087 -77283119.086 -33502416.808 16.48 22.564 9.795 23.362935 11.389 5.039
4149 S100000ba 201325 60549.975509 376495003.344 21.861 232.507681 0.28773 -19.700186 -0.15176 -78978607.056 -340223712.562 -152486706.778 18.779 -1.243 -7.56 136764366.031 -58983907.58 -25570868.757 12.59 24.539 10.676 23.001811 11.478 5.128
4150 S100000ba 201346 60549.986505 376515782.624 21.884 232.510846 0.287946 -19.701854 -0.151643 -78960768.188 -340224893.353 -152493888.505 18.779 -1.243 -7.56 136776326.859 -58960580.977 -25560726.133 12.59 24.569 10.677 23.001258 11.478 5.128
4151 S100000ba 315701 60779.411418 483082176.711 -15.213 338.392358 0.393419 -23.620221 0.064762 274813437.729 -219764820.94 -218168017.664 14.537 11.979 1.051 -136693421.386 -56774236.93 -24610315.522 12.189 -24.924 -10.834 17.129989 12.012 5.662
4152 S100000ba 317627 60781.410829 480486283.339 -15.465 339.179644 0.389324 -23.489556 0.063146 277317105.322 -217689224.549 -217980301.316 14.448 12.05 1.122 -134576648.329 -61057994.745 -26467163.372 13.104 -24.516 -10.663 17.379776 12.011 5.661
4153 S100000ba 327475 60809.420379 440147989.438 -18.1 349.27573 0.322231 -22.122048 0.028479 310733104.774 -187411035.145 -214100835.878 13.153 12.942 2.074 -89891208.981 -111536509.115 -48349561.8 23.752 -16.077 -7.088 20.061655 11.943 5.593
4154 S100000ba 329506 60811.431298 437030508.302 -18.198 349.926086 0.316516 -22.066105 0.025266 313010148.02 -185157239.39 -213734813.241 13.057 13.0 2.139 -85764146.004 -114312021.169 -49552904.554 24.308 -15.3 -6.764 20.186136 11.935 5.585
4155 S100000ba 354653 60867.34209 350402423.857 -15.835 2.30579 0.089612 -23.907689 -0.098777 369449616.505 -119083198.993 -199215179.221 10.279 14.244 3.824 49371218.775 -131971267.233 -57209595.847 27.808 9.147 3.798 18.468786 11.473 5.123
4156 S100000ba 354703 60867.366713 350368798.8 -15.776 2.307991 0.089205 -23.910117 -0.098491 369471484.435 -119052893.586 -199207043.711 10.278 14.244 3.824 49430311.49 -131951778.459 -57201509.945 27.744 9.173 3.803 18.465321 11.473 5.123
4157 S100000ba 363182 60877.431219 337540189.756 -13.575 2.975884 0.030495 -25.002753 -0.117509 378185577.858 -106596733.233 -195762508.003 9.763 14.4 4.096 72689641.511 -122478160.424 -53097158.037 25.53 13.333 5.62 16.909328 11.353 5.003
4158 S100000ba 371756 60894.369295 320780270.551 -8.825 2.70406 -0.075495 -27.195533 -0.135299 391837183.469 -85357160.932 -189445678.911 8.892 14.617 4.532 106836207.6 -98817705.366 -42839923.007 20.531 19.523 8.296 13.574472 11.149 4.799
4159 S100000ba 371810 60894.395748 320760174.737 -8.761 2.702066 -0.075259 -27.199107 -0.134862 391857506.067 -85323752.822 -189435320.574 8.891 14.617 4.532 106883048.933 -98773103.46 -42820956.893 20.46 19.505 8.3 13.568694 11.149 4.799
4160 S100000ba 387093 60915.363884 311552231.425 -0.704 0.004858 -0.186571 -29.903966 -0.110211 406986373.223 -58653946.109 -180764133.822 7.811 14.812 5.033 136913494.368 -58676845.072 -25440471.581 11.878 24.991 10.695 9.572176 10.96 4.61
