 ObjID FieldID FieldMJD AstRange(km) AstRangeRate(km/s) AstRA(deg) AstRARate(deg/day) AstDec(deg) AstDecRate(deg/day) Ast-Sun(J2000x)(km) Ast-Sun(J2000y)(km) Ast-Sun(J2000z)(km) Ast-Sun(J2000vx)(km/s) Ast-Sun(J2000vy)(km/s) Ast-Sun(J2000vz)(km/s) Obs-Sun(J2000x)(km) Obs-Sun(J2000y)(km) Obs-Sun(J2000z)(km) Obs-Sun(J2000vx)(km/s) Obs-Sun(J2000vy)(km/s) Obs-Sun(J2000vz)(km/s) Sun-Ast-Obs(deg) V V(H=0
1344 S1000002a 1919549 63611.338145 340790161.107 -17.907 158.295843 -0.08045 10.054922 0.038064 -371639211.879 247412643.641 112951178.272 -8.968 -13.233 -5.41 -59872280.702 123319321.432 53451908.348 -27.791 -11.611 -4.864 12.391373 19.619 4.969
1345 S1000002a 1924290 63618.330437 330713439.4 -15.271 157.644385 -0.117379 10.371585 0.051938 -376964353.521 239357040.783 109655096.642 -8.66 -13.433 -5.501 -76104453.968 115624124.722 50116317.005 -26.064 -14.616 -6.165 10.412724 19.474 4.824
1346 S1000002a 1924312 63618.341632 330698683.415 -15.24 157.643071 -0.117338 10.372166 0.051886 -376972729.654 239344046.85 109649775.288 -8.659 -13.433 -5.501 -76129649.851 115609982.579 50110352.7 -26.033 -14.625 -6.167 10.409278 19.474 4.824
1347 S1000002a 1924984 63619.322876 329414413.937 -14.884 157.531397 -0.122434 10.424264 0.053814 -377705025.068 238203943.754 109182815.636 -8.615 -13.461 -5.514 -78321027.873 114387206.641 49580006.427 -25.804 -15.024 -6.343 10.110059 19.453 4.803
1348 S1000002a 1925006 63619.334069 329400036.371 -14.852 157.530027 -0.122404 10.424866 0.053761 -377713356.618 238190925.661 109177483.071 -8.615 -13.461 -5.514 -78345965.991 114372672.654 49573871.318 -25.773 -15.034 -6.345 10.106554 19.453 4.803
1349 S1000002a 1928161 63624.294647 323438976.325 -12.808 156.892868 -0.146376 10.714543 0.062457 -381358205.366 232391547.447 106800438.587 -8.392 -13.599 -5.577 -89054426.811 107670427.629 46667955.976 -24.353 -17.006 -7.206 8.517255 19.345 4.695
1350 S1000002a 1928211 63624.316853 323414465.182 -12.744 156.889618 -0.146342 10.715928 0.062337 -381374306.327 232365454.422 106789737.069 -8.391 -13.6 -5.578 -89101091.9 107637776.888 46654126.834 -24.292 -17.029 -7.21 8.509741 19.345 4.695
1351 S1000002a 1928758 63625.232107 322415892.326 -12.537 156.7599 -0.150348 10.773875 0.06434 -382036262.743 231288962.343 106348185.536 -8.35 -13.625 -5.589 -91003588.706 106311033.777 46077891.436 -24.183 -17.296 -7.362 8.203667 19.324 4.674
1352 S1000002a 1930949 63628.226528 319377560.457 -11.157 156.308548 -0.163052 10.972161 0.06861 -384179030.191 227753213.105 104897216.753 -8.214 -13.707 -5.627 -97064046.331 101769645.633 44109442.489 -23.165 -18.425 -7.849 7.174373 19.257 4.607
1353 S1000002a 1930999 63628.25028 319354736.24 -11.087 156.304672 -0.163327 10.973789 0.06847 -384195885.677 227725083.44 104885668.953 -8.213 -13.707 -5.627 -97111525.388 101731790.464 44093330.888 -23.107 -18.467 -7.853 7.165916 19.256 4.606
1354 S1000002a 1931791 63629.273114 318400107.16 -10.542 156.14185 -0.167379 11.044375 0.069596 -384919629.227 226512475.238 104387806.028 -8.166 -13.735 -5.64 -99120070.643 100113219.879 43392155.633 -22.687 -18.867 -8.014 6.80538 19.232 4.582
1355 S1000002a 1931841 63629.296922 318378495.137 -10.472 156.137865 -0.167352 11.04603 0.06945 -384936426.322 226484220.807 104376204.095 -8.165 -13.735 -5.64 -99166669.624 100074382.092 43375666.662 -22.62 -18.893 -8.018 6.796803 19.232 4.582
1356 S1000002a 1935338 63635.185904 313733497.911 -7.833 155.129245 -0.186645 11.475477 0.076159 -389022051.153 219455353.361 101487949.727 -7.894 -13.892 -5.712 -110074487.028 90145233.689 39071145.142 -20.605 -20.777 -8.884 4.648517 19.09 4.44
1357 S1000002a 1935388 63635.209858 313717356.447 -7.764 155.124769 -0.187005 11.477299 0.075998 -389038387.399 219426600.662 101476126.617 -7.892 -13.892 -5.713 -110117077.384 90102181.039 39052754.324 -20.551 -20.825 -8.888 4.639414 19.089 4.439
1358 S1000002a 1935454 63635.240986 313696597.922 -7.672 155.118944 -0.187258 11.479662 0.07578 -389059612.039 219389236.126 101460762.22 -7.891 -13.893 -5.713 -110172242.675 90046099.793 39028845.678 -20.472 -20.878 -8.892 4.627578 19.089 4.439
1359 S1000002a 1935464 63635.245474 313693625.262 -7.659 155.118103 -0.187273 11.480002 0.075749 -389062672.113 219383848.331 101458546.735 -7.891 -13.893 -5.713 -110180179.115 90038002.477 39025397.269 -20.46 -20.884 -8.893 4.625872 19.088 4.438
1360 S1000002a 1935504 63635.264724 313680934.362 -7.602 155.114498 -0.187283 11.481458 0.075613 -389075795.895 219360739.479 101449044.246 -7.89 -13.894 -5.713 -110214164.902 90003246.859 39010604.107 -20.407 -20.908 -8.896 4.618551 19.088 4.438
1361 S1000002a 1942199 63645.137844 309283215.275 -2.815 153.224991 -0.204676 12.254387 0.080063 -395609217.042 207400111.174 96525092.995 -7.426 -14.146 -5.83 -125778094.794 71246306.275 30878964.698 -16.459 -23.585 -10.121 0.872891 18.794 4.144
1362 S1000002a 1942249 63645.160367 309277797.862 -2.752 153.220376 -0.205064 12.256188 0.079886 -395623667.036 207372582.518 96513747.137 -7.425 -14.147 -5.831 -125810079.939 71200361.583 30859267.134 -16.413 -23.634 -10.124 0.864732 18.793 4.143
1363 S1000002a 1942296 63645.181568 309272812.556 -2.691 153.216026 -0.205315 12.25788 0.079711 -395637267.249 207346668.154 96503066.552 -7.424 -14.147 -5.831 -125840100.282 71157029.581 30840720.732 -16.364 -23.676 -10.126 0.857061 18.792 4.142
1364 S1000002a 1942346 63645.204332 309267587.052 -2.623 153.21135 -0.205456 12.259692 0.079518 -395651867.928 207318842.47 96491598.16 -7.423 -14.148 -5.831 -125872228.264 71110424.931 30820802.181 -16.306 -23.714 -10.129 0.848837 18.791 4.141
1365 S1000002a 1943792 63647.143608 308916118.347 -1.753 152.824769 -0.206122 12.413555 0.079718 -396887873.457 204944295.379 95512707.26 -7.331 -14.196 -5.853 -128496598.722 67156565.187 29106132.319 -15.542 -24.101 -10.335 0.368505 18.731 4.081
1366 S1000002a 1943794 63647.144502 308915983.013 -1.75 152.824585 -0.206137 12.413626 0.079711 -396888439.818 204943198.597 95512255.02 -7.33 -14.196 -5.853 -128497799.437 67154703.066 29105333.83 -15.54 -24.103 -10.335 0.368503 18.731 4.081
1367 S1000002a 1943842 63647.168261 308912459.308 -1.682 152.819683 -0.206456 12.415517 0.079511 -396903486.569 204914056.977 95500238.911 -7.329 -14.196 -5.854 -128529646.686 67105174.432 29084115.57 -15.487 -24.151 -10.338 0.368573 18.731 4.081
1368 S1000002a 1943844 63647.169155 308912329.553 -1.68 152.819498 -0.206465 12.415589 0.079503 -396904052.34 204912961.116 95499787.048 -7.329 -14.196 -5.854 -128530842.099 67103310.064 29083317.577 -15.485 -24.153 -10.338 0.368581 18.731 4.081
1369 S1000002a 1946341 63650.217796 308701528.511 0.038 152.208476 -0.206771 12.655608 0.077946 -398815392.609 201163740.095 93953315.573 -7.183 -14.271 -5.888 -132357495.227 60726810.307 26319808.741 -13.959 -24.921 -10.639 1.267805 18.824 4.174
1370 S1000002a 1946391 63650.241579 308701678.11 0.108 152.20356 -0.206562 12.657459 0.07773 -398830151.761 201134415.011 93941215.444 -7.182 -14.272 -5.889 -132386107.545 60675577.302 26297944.198 -13.89 -24.943 -10.642 1.276899 18.825 4.175
1371 S1000002a 1948671 63653.174963 308892571.229 1.477 151.618825 -0.205002 12.88424 0.076471 -400632485.018 197508426.394 92444563.332 -7.041 -14.342 -5.922 -135709665.223 54377671.09 23567086.824 -12.637 -25.492 -10.903 2.404971 18.912 4.262
1372 S1000002a 1948721 63653.197789 308895551.393 1.545 151.614145 -0.204986 12.885983 0.07625 -400646369.274 197480140.449 92432884.267 -7.039 -14.343 -5.922 -135734528.139 54327363.506 23545582.666 -12.575 -25.524 -10.905 2.413947 18.912 4.262
1373 S1000002a 1956110 63662.163328 311824430.643 6.005 149.900752 -0.187482 13.532133 0.06675 -405930023.776 186288737.394 87807442.142 -6.601 -14.551 -6.02 -143641949.782 34250269.065 14843441.288 -8.159 -26.919 -11.513 5.841996 19.124 4.474
1374 S1000002a 1956160 63662.187324 311836954.439 6.076 149.896255 -0.187303 13.533732 0.066496 -405943708.555 186258568.702 87794961.099 -6.6 -14.552 -6.02 -143658796.35 34194428.302 14819570.232 -8.091 -26.946 -11.514 5.851071 19.125 4.475
1375 S1000002a 1963995 63672.070673 318900846.237 10.306 148.278299 -0.150232 14.118699 0.051402 -411369770.529 173739380.011 82610133.008 -6.107 -14.769 -6.123 -148302996.689 11128363.534 4820167.551 -3.228 -27.582 -11.848 9.356746 19.326 4.676
1376 S1000002a 1964045 63672.094641 318922255.627 10.372 148.274696 -0.150388 14.119928 0.051139 -411382415.576 173708798.122 82597454.153 -6.106 -14.769 -6.123 -148309626.357 11071199.481 4795632.917 -3.174 -27.627 -11.848 9.364899 19.326 4.676
1377 S1000002a 1964196 63672.164627 318985581.449 10.572 148.264177 -0.150014 14.123479 0.050354 -411419325.771 173619490.634 82560428.058 -6.103 -14.771 -6.124 -148328273.247 10903829.765 4723983.298 -2.987 -27.719 -11.85 9.388692 19.328 4.678
1378 S1000002a 1964246 63672.188293 319007265.963 10.638 148.260631 -0.149609 14.124668 0.050098 -411431801.87 173589289.902 82547906.977 -6.101 -14.771 -6.124 -148334308.367 10847135.655 4699753.172 -2.916 -27.734 -11.851 9.396722 19.328 4.678
1379 S1000002a 1964858 63673.062634 319813279.056 10.705 148.1375 -0.145706 14.168292 0.049646 -411891033.669 172472776.563 82084961.893 -6.057 -14.79 -6.133 -148530565.977 8784392.347 3803996.562 -2.726 -27.605 -11.863 9.686263 19.345 4.695
1380 S1000002a 1964908 63673.085146 319834161.566 10.767 148.134218 -0.145881 14.169407 0.049401 -411902813.98 172444010.126 82073033.203 -6.056 -14.79 -6.133 -148535822.301 8730653.649 3780922.158 -2.678 -27.65 -11.863 9.693817 19.345 4.695
1381 S1000002a 1965073 63673.160995 319905431.162 10.983 148.123157 -0.145532 14.173122 0.048548 -411942487.845 172347083.662 82032839.913 -6.052 -14.792 -6.134 -148552737.905 8549076.833 3703173.683 -2.477 -27.752 -11.865 9.719253 19.347 4.697
1382 S1000002a 1965123 63673.18472 319928011.961 11.049 148.119709 -0.145126 14.174271 0.04829 -411954892.087 172316764.357 82020267.027 -6.051 -14.792 -6.134 -148557742.933 8492173.277 3678853.008 -2.406 -27.767 -11.865 9.727194 19.347 4.697
1383 S1000002a 1966841 63675.165136 321861760.402 11.817 147.853213 -0.136049 14.267435 0.044726 -412981679.055 169782240.586 80969022.296 -5.951 -14.834 -6.154 -148870783.219 3805112.393 1646771.294 -1.423 -27.804 -11.884 10.370017 19.385 4.735
1384 S1000002a 1966891 63675.188845 321886032.547 11.88 147.849993 -0.135582 14.268492 0.044473 -412993867.924 169751854.214 80956416.281 -5.95 -14.834 -6.154 -148873624.777 3748142.825 1622426.148 -1.351 -27.815 -11.884 10.377721 19.386 4.736
1385 S1000002a 1968397 63677.062867 323841143.244 12.325 147.615891 -0.126795 14.34977 0.042006 -413949486.504 167346921.642 79958513.358 -5.855 -14.873 -6.173 -149005480.757 -688584.328 -302483.569 -0.65 -27.689 -11.889 10.967493 19.421 4.771
1386 S1000002a 1968447 63677.087119 323867038.708 12.392 147.612815 -0.126889 14.350785 0.041734 -413961752.477 167315757.537 79945579.552 -5.853 -14.873 -6.173 -149006786.05 -746650.261 -327396.161 -0.595 -27.732 -11.889 10.975156 19.422 4.772
1387 S1000002a 1971810 63682.09675 329659093.153 14.287 147.072545 -0.100914 14.534181 0.031601 -416439857.942 160856321.771 77263360.795 -5.597 -14.975 -6.221 -148592371.13 -12604096.557 -5467066.756 2.032 -27.665 -11.844 12.463709 19.514 4.864
1388 S1000002a 1971860 63682.118858 329686442.693 14.349 147.070316 -0.100727 14.534877 0.031348 -416450548.011 160827719.52 77251477.79 -5.596 -14.975 -6.221 -148588432.549 -12656965.012 -5489689.057 2.093 -27.69 -11.843 12.470102 19.515 4.865
1389 S1000002a 1976260 63690.049091 340367715.005 16.743 146.495042 -0.056091 14.721118 0.015541 -420144585.715 150514995.266 72963473.896 -5.186 -15.128 -6.295 -145649380.304 -31203567.458 -13528873.8 6.031 -27.026 -11.583 14.540698 19.655 5.005
1390 S1000002a 1976310 63690.071483 340400164.28 16.804 146.493786 -0.056024 14.721463 0.015288 -420154617.127 150485730.598 72951295.843 -5.185 -15.128 -6.295 -145637659.095 -31255883.843 -13551280.994 6.087 -27.058 -11.582 14.546155 19.655 5.005
1391 S1000002a 1977267 63691.094138 341897702.539 17.15 146.445537 -0.050036 14.736026 0.012955 -420610366.2 149148294.34 72394682.682 -5.132 -15.147 -6.305 -145057943.688 -33612779.79 -14572494.033 6.654 -26.973 -11.532 14.786776 19.673 5.023
1392 S1000002a 1977317 63691.117865 341932924.965 17.213 146.444353 -0.049691 14.73633 0.012694 -420620884.174 149117244.37 72381758.956 -5.13 -15.147 -6.305 -145044234.145 -33668094.205 -14596133.23 6.722 -26.991 -11.531 14.792407 19.673 5.023
1393 S1000002a 1978891 63692.98316 344728757.033 17.401 146.373149 -0.038426 14.757277 0.010034 -421439807.169 146673438.345 71364394.771 -5.033 -15.182 -6.321 -143865830.416 -37933817.361 -16446555.772 7.398 -26.556 -11.429 15.214358 19.704 5.054
1394 S1000002a 1978912 63692.993924 344744953.463 17.428 146.372735 -0.038548 14.757385 0.009924 -421444487.508 146659319.292 71358515.848 -5.032 -15.182 -6.321 -143858941.564 -37958525.96 -16457185.338 7.416 -26.578 -11.429 15.216792 19.705 5.055
1395 S1000002a 1978930 63693.001948 344757041.548 17.448 146.372425 -0.038623 14.757464 0.00984 -421447975.652 146648795.557 71354133.944 -5.032 -15.182 -6.322 -143853795.286 -37976955.775 -16465107.728 7.431 -26.594 -11.428 15.218607 19.705 5.055
1396 S1000002a 1978980 63693.025695 344792902.832 17.509 146.371506 -0.03876 14.757695 0.009584 -421458298.06 146617647.091 71341164.21 -5.031 -15.182 -6.322 -143838498.883 -38031566.274 -16488554.505 7.48 -26.638 -11.427 15.22398 19.705 5.055
1397 S1000002a 1986337 63701.083285 357708397.03 19.522 146.29133 0.007375 14.767042 -0.007183 -424812788.447 135998729.671 66916010.564 -4.606 -15.324 -6.391 -137074429.252 -55961797.131 -24260128.969 11.494 -25.444 -10.865 16.816052 19.835 5.185
1398 S1000002a 1986387 63701.105851 357746514.956 19.579 146.291501 0.007771 14.766878 -0.007415 -424821766.711 135968853.715 66903550.488 -4.605 -15.325 -6.391 -137051955.734 -56011416.939 -24281310.364 11.56 -25.454 -10.863 16.820095 19.835 5.185
1399 S1000002a 1987214 63703.043171 361028644.363 19.809 146.327567 0.018123 14.749987 -0.010668 -425583851.415 133401182.589 65832467.713 -4.502 -15.357 -6.407 -135029448.429 -60172592.873 -26086043.342 12.315 -25.024 -10.698 17.14695 19.865 5.215
1400 S1000002a 1987264 63703.067051 361069581.152 19.872 146.328002 0.018359 14.749729 -0.010921 -425593137.657 133369498.174 65819248.245 -4.5 -15.358 -6.408 -135003973.677 -60224247.812 -26108114.335 12.38 -25.046 -10.696 17.150973 19.866 5.216
1401 S1000002a 1995229 63714.967381 382383907.626 21.418 146.993332 0.0816 14.490532 -0.032335 -429892272.538 117481805.896 59182714.01 -3.861 -15.545 -6.501 -119423207.483 -84190521.937 -36497391.732 17.378 -22.063 -9.442 18.709507 20.035 5.385
1402 S1000002a 1995250 63714.97811 382403774.171 21.445 146.994207 0.081581 14.490185 -0.032439 -429895850.796 117467397.124 59176688.222 -3.86 -15.545 -6.501 -119407087.676 -84210981.093 -36506143.204 17.402 -22.079 -9.44 18.710628 20.036 5.386
1403 S1000002a 1998280 63718.030755 388116764.763 21.879 147.282258 0.096779 14.38233 -0.038257 -430892024.711 113361767.327 57459190.215 -3.694 -15.59 -6.524 -114586328.394 -89841204.007 -38945581.17 18.737 -21.263 -9.052 18.991411 20.075 5.425
1404 S1000002a 1998330 63718.054529 388161766.724 21.937 147.284563 0.097117 14.381418 -0.038478 -430899611.061 113329746.783 57445791.133 -3.693 -15.59 -6.524 -114547773.626 -89884890.916 -38964172.353 18.803 -21.273 -9.049 18.993521 20.076 5.426
1405 S1000002a 1999259 63719.02759 389997736.869 21.958 147.3863 0.101602 14.343609 -0.039959 -431207832.086 112018566.222 56897071.049 -3.64 -15.604 -6.531 -112943864.964 -91626961.634 -39719588.482 19.116 -20.957 -8.92 19.072975 20.088 5.438
1406 S1000002a 1999309 63719.051344 390042862.744 22.016 147.388717 0.101934 14.342657 -0.040179 -431215300.633 111986542.969 56883668.241 -3.639 -15.604 -6.531 -112904563.47 -91669984.594 -39737892.938 19.183 -20.967 -8.917 19.074966 20.088 5.438
1407 S1000002a 2005570 63726.961031 405161797.601 22.271 148.378515 0.137553 13.976381 -0.052599 -433553695.577 101286325.023 52401826.979 -3.205 -15.711 -6.586 -98759927.504 -104853252.872 -45453614.02 21.812 -18.283 -7.787 19.554843 20.182 5.532
1408 S1000002a 2005591 63726.97176 405182454.649 22.297 148.379991 0.137578 13.975817 -0.052695 -433556665.709 101271761.885 52395722.483 -3.204 -15.711 -6.586 -98739696.458 -104870207.002 -45460831.378 21.837 -18.295 -7.785 19.555352 20.182 5.532
1409 S1000002a 2006735 63728.033039 407229897.243 22.483 148.533436 0.142418 13.918969 -0.054812 -433847746.949 99830603.01 51791563.184 -3.145 -15.725 -6.593 -96702183.266 -106501915.864 -46167344.301 22.329 -17.982 -7.624 19.598603 20.194 5.544
1410 S1000002a 2006785 63728.056748 407276007.227 22.536 148.536817 0.142842 13.917668 -0.055005 -433854188.362 99798393.243 51778058.873 -3.144 -15.725 -6.593 -96656373.655 -106538750.224 -46182958.111 22.397 -17.98 -7.62 19.599602 20.194 5.544
1411 S1000002a 2007622 63728.978457 409055428.621 22.382 148.674627 0.146016 13.866875 -0.055905 -434102523.416 98545734.726 51252819.939 -3.093 -15.737 -6.599 -94859613.926 -107922997.127 -46784176.179 22.505 -17.602 -7.478 19.632588 20.204 5.554
1412 S1000002a 2007624 63728.979349 409057152.417 22.384 148.674757 0.146021 13.866825 -0.055913 -434102761.613 98544522.851 51252311.756 -3.093 -15.737 -6.599 -94857880.651 -107924352.761 -46784752.071 22.507 -17.603 -7.478 19.632623 20.204 5.554
1413 S1000002a 2007672 63729.00215 409101305.69 22.44 148.678088 0.146203 13.865548 -0.056112 -434108853.527 98513522.153 51239312.003 -3.092 -15.737 -6.599 -94813482.089 -107959048.051 -46799480.252 22.567 -17.618 -7.474 19.633503 20.205 5.555
1414 S1000002a 2007674 63729.003043 409103037.322 22.442 148.678219 0.146212 13.865498 -0.05612 -434109092.083 98512307.913 51238802.825 -3.092 -15.737 -6.599 -94811740.677 -107960407.564 -46800056.988 22.569 -17.619 -7.474 19.633538 20.205 5.555
1415 S1000002a 2012162 63739.953926 430305219.728 22.388 150.566273 0.187787 13.163946 -0.072051 -436746271.768 83561763.864 44962895.871 -2.482 -15.865 -6.667 -71830706.741 -122340671.076 -53034030.541 25.558 -13.434 -5.666 19.766311 20.313 5.663
1416 S1000002a 2012183 63739.964667 430326009.341 22.415 150.568291 0.187851 13.163172 -0.072136 -436748574.501 83547041.818 44956709.442 -2.481 -15.865 -6.667 -71806975.498 -122353142.329 -53039288.31 25.585 -13.442 -5.665 19.766263 20.313 5.663
1417 S1000002a 2016319 63743.98416 438075706.749 22.359 151.369788 0.201694 12.862466 -0.077868 -437570970.557 78030570.389 42637718.122 -2.255 -15.906 -6.689 -62707062.284 -126608350.016 -54882972.88 26.561 -11.811 -4.948 19.702272 20.348 5.698
1418 S1000002a 2016369 63744.007084 438120042.386 22.411 151.374415 0.202008 12.860679 -0.078033 -437575435.59 77999068.072 42624470.245 -2.254 -15.907 -6.689 -62654392.901 -126631743.675 -54892769.123 26.624 -11.81 -4.944 19.701832 20.348 5.698
1419 S1000003a 177990 60493.412565 335475487.651 -22.303 351.725466 0.075751 -1.803537 0.047885 359992420.955 -185391520.121 -70008015.107 7.589 13.625 6.091 28173728.676 -137135008.589 -59449774.583 28.81 5.355 2.146 20.488003 24.543 4.963
1420 S1000003a 178012 60493.424378 335452740.147 -22.273 351.72636 0.075758 -1.802971 0.047873 360000166.573 -185377612.99 -70001798.162 7.588 13.625 6.091 28203117.161 -137129540.495 -59447583.262 28.779 5.36 2.148 20.486668 24.543 4.963
1421 S1000003a 180012 60502.409786 318542893.368 -21.029 352.246185 0.027381 -1.46172 0.027801 365682790.646 -174693993.716 -65233304.607 7.049 13.893 6.192 50155058.79 -131731149.37 -57107573.315 27.596 9.319 3.867 19.28666 24.39 4.81
1422 S1000003a 180034 60502.421116 318522322.155 -21.0 352.246496 0.027441 -1.461405 0.027784 365689690.656 -174680392.445 -65227243.15 7.048 13.893 6.192 50182058.221 -131722026.589 -57103786.593 27.566 9.32 3.869 19.284783 24.39 4.81
1423 S1000003a 183391 60506.433947 311319245.814 -20.231 352.335051 0.004998 -1.369219 0.018216 368091102.751 -169843095.172 -63072944.596 6.804 14.008 6.234 59641585.585 -128331203.749 -55633936.682 26.779 11.004 4.606 18.592196 24.316 4.736
1424 S1000003a 184875 60512.313828 301252442.477 -19.258 352.298769 -0.029952 -1.305105 0.003529 371455992.745 -162684595.087 -59890140.858 6.442 14.171 6.294 72998184.352 -122324980.239 -53028689.748 25.761 13.398 5.642 17.395652 24.204 4.624
1425 S1000003a 184925 60512.338172 301212007.709 -19.191 352.298036 -0.03021 -1.305019 0.003488 371469541.337 -162654787.304 -59876900.611 6.44 14.171 6.295 73052298.472 -122296772.65 -53016819.328 25.695 13.423 5.646 17.390091 24.203 4.623
1426 S1000003a 184972 60512.359625 301176492.094 -19.132 352.297387 -0.030309 -1.304945 0.003452 371481478.213 -162628518.475 -59865232.412 6.439 14.172 6.295 73099869.964 -122271879.518 -53006351.147 25.636 13.437 5.65 17.385186 24.203 4.623
1427 S1000003a 185022 60512.384033 301136216.238 -19.065 352.296647 -0.030276 -1.304861 0.00341 371495056.612 -162598629.347 -59851956.232 6.438 14.173 6.295 73153861.489 -122243534.293 -52994432.191 25.569 13.444 5.654 17.379605 24.203 4.623
1428 S1000003a 192310 60529.337777 276392007.612 -14.142 351.034487 -0.131225 -1.622867 -0.040922 380149015.417 -141514801.111 -50512598.932 5.372 14.604 6.452 107243374.626 -98459159.309 -42685014.289 20.542 19.625 8.335 12.660434 23.845 4.265
1429 S1000003a 192360 60529.362036 276362435.05 -14.076 351.031306 -0.130982 -1.62386 -0.040957 380160274.087 -141484189.762 -50499075.513 5.37 14.604 6.452 107286357.301 -98418027.081 -42667539.81 20.473 19.621 8.339 12.652204 23.845 4.265
1430 S1000003a 195241 60540.246203 264903964.17 -10.038 349.366734 -0.186739 -2.213928 -0.066545 384882068.525 -127632087.083 -44389882.186 4.669 14.851 6.539 124721265.245 -78787953.252 -34156449.547 16.505 22.789 9.71 8.683851 23.592 4.012
1431 S1000003a 195291 60540.269254 264884041.347 -9.969 349.362428 -0.18685 -2.215462 -0.066553 384891366.316 -127602508.868 -44376859.1 4.668 14.851 6.539 124754069.813 -78742548.364 -34137109.524 16.438 22.806 9.712 8.674631 23.591 4.011
1432 S1000003a 197381 60545.342284 260981523.719 -7.559 348.399537 -0.205528 -2.578654 -0.076157 386864794.649 -121069227.144 -41502530.203 4.336 14.958 6.576 131473039.727 -68642671.433 -29760755.622 14.087 24.007 10.247 6.622577 23.465 3.885
1433 S1000003a 197431 60545.366481 260965782.279 -7.501 348.394571 -0.204861 -2.580497 -0.076162 386873858.859 -121037954.246 -41488782.248 4.335 14.959 6.576 131502422.325 -68592505.549 -29739330.893 14.023 23.983 10.249 6.612428 23.465 3.885
1434 S1000003a 200149 60548.313812 259152341.813 -6.248 347.792612 -0.21567 -2.813008 -0.081087 387953084.43 -117221042.529 -39811572.579 4.141 15.018 6.596 134965732.615 -62489090.068 -27093270.837 12.829 24.677 10.53 5.376982 23.388 3.808
1435 S1000003a 200199 60548.338029 259139334.023 -6.186 347.787396 -0.215093 -2.814972 -0.081079 387961747.462 -117189618.128 -39797770.386 4.139 15.019 6.596 134992503.708 -62437474.556 -27071236.805 12.761 24.659 10.532 5.366597 23.387 3.807
1436 S1000003a 202390 60558.224828 255645935.527 -1.633 345.615153 -0.234242 -3.678716 -0.09169 391218156.519 -104279097.747 -34135635.003 3.483 15.205 6.659 144097231.289 -40898885.758 -17732979.926 8.355 26.418 11.279 1.261423 23.091 3.511
1437 S1000003a 202392 60558.225657 255645818.6 -1.631 345.614959 -0.234235 -3.678792 -0.091688 391218406.065 -104278008.363 -34135157.935 3.483 15.205 6.659 144097829.811 -40896993.013 -17732171.818 8.353 26.418 11.279 1.261144 23.091 3.511
1438 S1000003a 202440 60558.248394 255642681.265 -1.564 345.609636 -0.233986 -3.680876 -0.091633 391225246.762 -104248138.394 -34122077.198 3.482 15.206 6.659 144114170.764 -40845090.73 -17710013.006 8.284 26.422 11.281 1.253517 23.091 3.511
1439 S1000003a 202442 60558.249291 255642560.175 -1.561 345.609426 -0.233973 -3.680958 -0.091631 391225516.589 -104246959.909 -34121561.115 3.481 15.206 6.659 144114812.705 -40843042.915 -17709138.709 8.281 26.422 11.281 1.253217 23.091 3.511
1440 S1000003a 203487 60561.150723 255398364.317 -0.36 344.951702 -0.234528 -3.949075 -0.092996 392073903.438 -100428743.524 -32450201.037 3.287 15.256 6.675 146019434.286 -34276289.325 -14860964.724 7.087 26.735 11.437 0.92971 23.057 3.477
1441 S1000003a 203489 60561.15155 255398338.68 -0.357 344.951508 -0.234537 -3.949152 -0.092993 392074138.433 -100427652.79 -32449723.791 3.287 15.256 6.675 146019940.861 -34274377.946 -14860147.05 7.085 26.736 11.437 0.929869 23.057 3.477
1442 S1000003a 206154 60565.1336 255643174.884 1.575 344.052529 -0.231451 -4.319525 -0.093004 393158896.798 -95167114.74 -30149348.107 3.019 15.323 6.697 148052597.194 -25127139.371 -10894676.165 5.131 27.115 11.605 2.334451 23.171 3.591
1443 S1000003a 206204 60565.156678 255646383.785 1.644 344.047185 -0.231643 -4.32167 -0.092917 393164914.245 -95136561.098 -30135995.193 3.017 15.324 6.697 148062765.078 -25073043.966 -10871536.569 5.067 27.144 11.605 2.344272 23.172 3.592
1444 S1000003a 206276 60565.191479 255651483.577 1.748 344.039123 -0.23162 -4.324901 -0.092785 393173982.641 -95090484.963 -30115858.628 3.015 15.324 6.697 148077850.369 -24991380.4 -10836638.639 4.966 27.172 11.607 2.359097 23.173 3.593
1445 S1000003a 206326 60565.215603 255655203.051 1.82 344.033538 -0.231385 -4.327139 -0.092694 393180264.623 -95058544.401 -30101899.826 3.013 15.325 6.697 148088124.831 -24934735.442 -10812445.189 4.893 27.18 11.608 2.369378 23.174 3.594
1446 S1000003a 206371 60565.236273 255658507.585 1.88 344.028759 -0.231044 -4.329054 -0.092619 393185644.57 -95031175.819 -30089939.168 3.012 15.325 6.697 148096807.345 -24886192.791 -10791713.645 4.83 27.18 11.609 2.378186 23.174 3.594
1447 S1000003a 208991 60568.195833 256283573.483 3.231 343.373423 -0.226545 -4.602349 -0.091581 393930158.891 -91106437.769 -28375494.215 2.811 15.372 6.712 149153617.462 -18011727.169 -7811352.342 3.435 27.387 11.697 3.641984 23.259 3.679
