START HEADER
[CONF]
cache dir = _cache/sspp_testset_orbits/1-10
[ASTEROID]
population model = ./demo/sspp_testset_orbits.des
spk t0 = 60188
ndays = 395
object1 = 1
nobjects = 10
spk step = 1
nbody = T
input format = whitespace
[SURVEY]
survey database = ./demo/baseline_v2.0_1yr.db
field1 = 1
nfields = 216011
mpcobscode file = obslist.dat
telescope = I11
surveydbquery = SELECT observationId,observationStartMJD as observationStartMJD_TAI,fieldRA,fieldDEC,rotSkyPos FROM observations order by observationStartMJD_TAI
[CAMERA]
threshold = 5
camera = instrument_circle.dat
[OUTPUT]
output file = stdout
output format = csv
Survey length:
Field 1 : 60218.001805555556
Field n : 60582.99947369435
Days : 365.0
END HEADER
ObjID,FieldID,FieldMJD_TAI,AstRange(km),AstRangeRate(km/s),AstRA(deg),AstRARate(deg/day),AstDec(deg),AstDecRate(deg/day),Ast-Sun(J2000x)(km),Ast-Sun(J2000y)(km),Ast-Sun(J2000z)(km),Ast-Sun(J2000vx)(km/s),Ast-Sun(J2000vy)(km/s),Ast-Sun(J2000vz)(km/s),Obs-Sun(J2000x)(km),Obs-Sun(J2000y)(km),Obs-Sun(J2000z)(km),Obs-Sun(J2000vx)(km/s),Obs-Sun(J2000vy)(km/s),Obs-Sun(J2000vz)(km/s),Sun-Ast-Obs(deg),V,V(H=0)
356450,215657,60582.243448,5699545732.027390,-2.270,12.880340,-0.020176,-1.800354,-0.009097,5702362576.409,1284842370.073,-172586386.666,-1.245,4.226,1.340,148972767.728,14951839.684,6475967.901,-3.888,27.439,11.738,0.212700,35.923,15.923
356450,215710,60582.267622,5699541065.421875,-2.199,12.879852,-0.020162,-1.800574,-0.009095,5702359975.495,1284851197.386,-172583587.586,-1.245,4.226,1.340,148964577.199,15009119.115,6500483.785,-3.954,27.408,11.738,0.212332,35.923,15.923
387449,87334,60351.381000,349474916.699117,-18.158,209.180034,0.067166,2.362542,0.062307,-420882511.932,-86464625.411,50722190.112,-0.422,-17.150,-5.714,-116018115.253,83778953.265,36315980.478,-18.730,-21.949,-9.360,18.047874,25.085,5.085
387449,90736,60356.344282,341894704.055688,-17.256,209.471421,0.038655,2.698174,0.072873,-421000143.515,-93806097.479,48264335.487,-0.127,-17.087,-5.748,-123676197.192,74215992.864,32169779.693,-16.652,-23.363,-9.964,17.252166,25.018,5.018
387449,90758,60356.354198,341879932.468286,-17.229,209.471803,0.038541,2.698896,0.072877,-421000252.336,-93820736.417,48259410.628,-0.127,-17.087,-5.748,-123690450.860,74195980.452,32161243.408,-16.624,-23.357,-9.965,17.250393,25.018,5.018
387449,93119,60359.355226,337510266.086140,-16.543,209.578554,0.020927,2.926485,0.078805,-421010182.968,-98246226.363,46766216.071,0.050,-17.047,-5.768,-127867145.829,68137110.628,29534772.736,-15.260,-24.099,-10.290,16.707399,24.976,4.976
387449,93141,60359.366424,337494275.605013,-16.512,209.578788,0.020847,2.927367,0.078807,-421010134.304,-98262719.896,46760634.752,0.051,-17.046,-5.768,-127881895.551,68113799.655,29524816.492,-15.230,-24.088,-10.291,16.705222,24.976,4.976
387449,94602,60362.300386,333397192.949709,-15.948,209.632329,0.003900,3.166659,0.084379,-420975508.667,-102578961.157,45295884.627,0.222,-17.005,-5.787,-131623808.740,62011723.042,26878863.454,-14.021,-24.807,-10.581,16.130507,24.934,4.934
387449,94652,60362.324818,333363596.465284,-15.883,209.632419,0.003494,3.168721,0.084377,-420975037.690,-102614860.011,45283667.313,0.224,-17.005,-5.787,-131653330.558,61959365.381,26856525.772,-13.950,-24.798,-10.583,16.125400,24.933,4.933
387449,100730,60371.262870,322101546.872434,-13.447,209.479810,-0.049101,3.988074,0.098489,-420601895.058,-115696763.209,40793276.967,0.741,-16.871,-5.840,-140882088.025,42431014.435,18391493.479,-9.756,-26.467,-11.298,14.117435,24.801,4.801
387449,100734,60371.264665,322099462.288849,-13.442,209.479722,-0.049142,3.988251,0.098487,-420601780.152,-115699379.246,40792371.355,0.741,-16.871,-5.840,-140883600.285,42426910.647,18389741.636,-9.750,-26.467,-11.298,14.116986,24.801,4.801
387449,100780,60371.287448,322073062.460387,-13.381,209.478597,-0.049589,3.990495,0.098461,-420600320.018,-115732589.813,40780874.343,0.742,-16.871,-5.840,-140902725.907,42374816.645,18367500.019,-9.682,-26.461,-11.300,14.111276,24.801,4.801
387449,100784,60371.289244,322070986.553568,-13.376,209.478508,-0.049619,3.990672,0.098459,-420600204.809,-115735207.730,40779968.038,0.742,-16.871,-5.840,-140904227.864,42370710.732,18365746.604,-9.677,-26.460,-11.300,14.110825,24.801,4.801
387449,100892,60371.342308,322010002.955347,-13.226,209.475858,-0.050157,3.995894,0.098390,-420596793.552,-115812556.036,40753189.181,0.746,-16.870,-5.841,-140948244.389,42249484.099,18313930.351,-9.528,-26.416,-11.304,14.097499,24.800,4.800
387449,100906,60371.348570,322002851.152983,-13.209,209.475544,-0.050175,3.996510,0.098381,-420596390.035,-115821684.427,40750028.652,0.746,-16.870,-5.841,-140953395.225,42235193.036,18307813.860,-9.511,-26.408,-11.304,14.095926,24.800,4.800
387449,100943,60371.366527,321982397.279493,-13.158,209.474643,-0.050174,3.998277,0.098358,-420595231.922,-115847858.701,40740966.108,0.747,-16.869,-5.841,-140968117.074,42194240.586,18290274.231,-9.467,-26.382,-11.306,14.091413,24.800,4.800
387449,100957,60371.372793,321975278.920198,-13.141,209.474328,-0.050155,3.998893,0.098350,-420594827.461,-115856991.261,40737803.991,0.747,-16.869,-5.841,-140973237.849,42179961.282,18284153.887,-9.452,-26.372,-11.306,14.089839,24.799,4.799
387449,105563,60377.293706,315701846.392241,-11.297,209.111575,-0.084538,4.601948,0.104870,-420126051.284,-124462702.029,37741457.365,1.085,-16.773,-5.872,-145194784.531,28634853.441,12411816.464,-6.608,-27.208,-11.633,12.569979,24.710,4.710
387449,105613,60377.317585,315678610.633008,-11.228,209.109554,-0.084733,4.604451,0.104816,-420123812.042,-124497307.177,37729341.221,1.086,-16.772,-5.873,-145208347.131,28578743.429,12387815.694,-6.541,-27.184,-11.634,12.563448,24.709,4.709
387449,106449,60378.305028,314735548.530258,-10.893,209.029472,-0.090254,4.708337,0.105616,-420028772.409,-125927596.444,37228087.858,1.142,-16.756,-5.878,-145762052.163,26285421.864,11393488.299,-6.057,-27.292,-11.676,12.298118,24.694,4.694
387449,106499,60378.328877,314713173.472665,-10.824,209.027318,-0.090361,4.710855,0.105557,-420026418.030,-125962124.099,37215976.023,1.143,-16.755,-5.878,-145774466.930,26229211.511,11369428.048,-5.993,-27.264,-11.677,12.291522,24.694,4.694
387449,106542,60378.348328,314695029.445837,-10.768,209.025560,-0.090344,4.712908,0.105510,-420024495.771,-125990283.834,37206097.570,1.144,-16.755,-5.878,-145784497.572,26183415.552,11349803.129,-5.945,-27.235,-11.678,12.286143,24.694,4.694
387449,106584,60378.368668,314676155.781270,-10.712,209.023723,-0.090225,4.715054,0.105462,-420022483.762,-126019728.820,37195767.867,1.145,-16.755,-5.878,-145794902.527,26135584.399,11329280.513,-5.898,-27.200,-11.679,12.280520,24.693,4.693
387449,110398,60383.351211,310411909.218899,-8.801,208.536994,-0.116791,5.248359,0.107841,-419468978.391,-133214292.032,34660059.715,1.425,-16.668,-5.902,-147912661.405,14455879.509,6265725.449,-3.334,-27.558,-11.831,10.904077,24.618,4.618
387449,110457,60383.379162,310390746.019640,-8.726,208.533734,-0.116465,5.251372,0.107755,-419465533.940,-133254546.293,34645806.173,1.427,-16.668,-5.902,-147920641.280,14389392.377,6237153.448,-3.277,-27.503,-11.831,10.896066,24.617,4.617
387449,113256,60390.242742,305936545.605256,-6.143,207.661261,-0.148995,5.992709,0.107332,-418506092.001,-143102188.253,31136687.831,1.808,-16.542,-5.932,-149016546.207,-1849343.987,-803664.925,0.034,-27.812,-11.888,8.967928,24.517,4.517
387449,113257,60390.243188,305936308.732617,-6.142,207.661195,-0.149001,5.992757,0.107330,-418506022.291,-143102826.152,31136459.085,1.808,-16.542,-5.932,-149016544.861,-1850416.423,-804123.324,0.036,-27.811,-11.888,8.967801,24.517,4.517
387449,113306,60390.265878,305924332.694544,-6.076,207.657811,-0.149223,5.995191,0.107226,-418502477.055,-143135255.710,31124829.845,1.809,-16.542,-5.932,-149016410.288,-1904919.426,-827427.798,0.101,-27.792,-11.888,8.961376,24.517,4.517
387449,113307,60390.266325,305924098.001426,-6.074,207.657745,-0.149226,5.995239,0.107223,-418502407.166,-143135894.777,31124600.671,1.809,-16.542,-5.932,-149016406.351,-1905993.080,-827887.050,0.103,-27.791,-11.888,8.961250,24.517,4.517
387449,113529,60390.371356,305870354.574669,-5.778,207.642084,-0.148534,6.006475,0.106753,-418485964.040,-143286001.224,31070766.167,1.815,-16.540,-5.932,-149014274.315,-2157472.167,-935764.879,0.348,-27.612,-11.888,8.931548,24.516,4.516
387449,113530,60390.371800,305870132.893325,-5.777,207.642018,-0.148525,6.006523,0.106751,-418485894.403,-143286635.873,31070538.533,1.815,-16.540,-5.932,-149014260.967,-2158531.615,-936221.013,0.348,-27.611,-11.888,8.931423,24.516,4.516
387449,113551,60390.382502,305864803.906131,-5.751,207.640429,-0.148307,6.007665,0.106709,-418484216.106,-143301928.658,31065053.310,1.815,-16.540,-5.933,-149013930.819,-2184048.978,-947212.287,0.366,-27.586,-11.888,8.928408,24.515,4.515
387449,113552,60390.382946,305864583.009019,-5.749,207.640364,-0.148298,6.007712,0.106708,-418484146.361,-143302564.072,31064825.397,1.815,-16.540,-5.933,-149013916.760,-2185108.735,-947668.976,0.366,-27.585,-11.888,8.928283,24.515,4.515
387449,119929,60398.229372,302976215.030814,-2.536,206.402158,-0.177561,6.824974,0.100251,-417107872.179,-154464339.223,27032567.735,2.243,-16.387,-5.962,-147656608.811,-20694904.749,-8972142.784,4.133,-27.496,-11.753,6.919359,24.417,4.417
387449,119979,60398.251768,302971373.160062,-2.469,206.398180,-0.177686,6.827218,0.100114,-417103530.092,-154496047.496,27021030.800,2.245,-16.387,-5.962,-147648548.808,-20748086.313,-8994884.150,4.197,-27.472,-11.753,6.914211,24.417,4.417
387449,120031,60398.276386,302966199.475363,-2.396,206.393805,-0.177672,6.829681,0.099964,-417098754.265,-154530902.433,27008348.424,2.246,-16.386,-5.962,-147639550.663,-20806486.272,-9019881.817,4.263,-27.438,-11.752,6.908558,24.417,4.417
387449,120081,60398.300134,302961354.734551,-2.327,206.389588,-0.177509,6.832053,0.099821,-417094144.521,-154564524.712,26996114.030,2.247,-16.386,-5.963,-147630743.188,-20862746.169,-9043994.901,4.321,-27.398,-11.751,6.903113,24.416,4.416
387449,121748,60400.232039,302627081.922358,-1.582,206.054076,-0.183054,7.022804,0.097425,-416710342.048,-157296366.553,26000299.501,2.351,-16.347,-5.969,-146875978.048,-25373940.329,-11000205.041,5.164,-27.335,-11.687,6.495458,24.398,4.398
387449,121798,60400.255816,302623903.807450,-1.512,206.049722,-0.183118,7.025118,0.097271,-416705510.077,-157329948.759,25988036.431,2.353,-16.346,-5.969,-146865299.737,-25430067.941,-11024213.409,5.231,-27.306,-11.686,6.490627,24.397,4.397
387449,123392,60402.147825,302445495.036789,-0.866,205.712108,-0.186547,7.206443,0.094757,-416312612.705,-159998943.543,25011726.086,2.454,-16.308,-5.975,-145966237.915,-29819633.249,-12928481.635,5.931,-27.183,-11.610,6.145804,24.382,4.382
387449,123393,60402.148274,302445461.488635,-0.865,205.712024,-0.186558,7.206485,0.094754,-416312517.582,-159999575.610,25011494.483,2.454,-16.308,-5.975,-145966008.000,-29820686.837,-12928931.636,5.933,-27.183,-11.610,6.145728,24.382,4.382
387449,123442,60402.171592,302443781.342054,-0.802,205.707668,-0.187069,7.208693,0.094610,-416307571.844,-160032429.766,24999455.761,2.455,-16.307,-5.976,-145953984.556,-29875453.831,-12952321.692,6.003,-27.184,-11.609,6.141755,24.382,4.382
387449,123443,60402.172040,302443750.253571,-0.801,205.707584,-0.187078,7.208735,0.094607,-416307476.616,-160033062.185,24999224.019,2.456,-16.307,-5.976,-145953751.712,-29876508.047,-12952771.924,6.005,-27.184,-11.609,6.141679,24.382,4.382
387449,123569,60402.230667,302440119.684327,-0.630,205.696592,-0.187763,7.214271,0.094218,-416295030.681,-160115660.611,24968955.288,2.459,-16.306,-5.976,-145922891.207,-30014127.885,-13011572.013,6.178,-27.146,-11.607,6.131703,24.382,4.382
387449,123619,60402.254723,302438884.115103,-0.559,205.692075,-0.187785,7.216535,0.094054,-416289919.181,-160149551.186,24956534.942,2.460,-16.306,-5.976,-145909980.445,-30070518.215,-13035696.046,6.244,-27.115,-11.606,6.127621,24.381,4.381
387449,127247,60406.219984,302555858.103590,1.276,204.958979,-0.194752,7.575444,0.086667,-415410899.460,-165721683.679,22907104.005,2.671,-16.223,-5.988,-143504760.394,-39166675.397,-16979304.748,8.164,-26.681,-11.407,5.636916,24.363,4.363
387449,127248,60406.220397,302555903.618035,1.277,204.958899,-0.194753,7.575480,0.086664,-415410804.229,-165722262.030,22906890.528,2.671,-16.223,-5.988,-143504469.331,-39167626.574,-16979711.412,8.165,-26.680,-11.407,5.636882,24.363,4.363
387449,127297,60406.242253,302558377.394127,1.343,204.954642,-0.194746,7.577373,0.086501,-415405758.888,-165752895.898,22895582.974,2.672,-16.222,-5.988,-143488993.885,-39217982.841,-17001250.629,8.225,-26.652,-11.406,5.635077,24.363,4.363
387449,127298,60406.242700,302558429.292328,1.344,204.954555,-0.194744,7.577411,0.086497,-415405655.644,-165753522.620,22895351.634,2.672,-16.222,-5.988,-143488676.106,-39219012.488,-17001691.272,8.226,-26.651,-11.406,5.635040,24.363,4.363
387449,131098,60410.267848,303346922.202394,3.371,204.188649,-0.197922,7.907994,0.077132,-414439274.838,-171380216.492,20810892.980,2.885,-16.136,-5.999,-140357294.125,-48268134.174,-20924403.527,10.260,-25.992,-11.145,5.523975,24.369,4.369
387449,131148,60410.291633,303353917.936703,3.437,204.183946,-0.197520,7.909826,0.076952,-414433345.431,-171413374.522,20798564.743,2.886,-16.136,-5.999,-140336157.123,-48321497.877,-20947303.567,10.311,-25.943,-11.143,5.524508,24.369,4.369
387449,132872,60412.216183,303969464.293528,4.193,203.814897,-0.198733,8.054126,0.072462,-413945065.910,-174092885.002,19800583.104,2.987,-16.093,-6.004,-138600194.501,-52565785.853,-22788122.198,11.093,-25.722,-10.997,5.619128,24.381,4.381
387449,132877,60412.218423,303970276.527607,4.200,203.814452,-0.198726,8.054288,0.072443,-413944487.769,-174096000.002,19799420.930,2.987,-16.093,-6.004,-138598046.690,-52570764.372,-22790250.798,11.099,-25.719,-10.997,5.619288,24.381,4.381
387449,132922,60412.240201,303978239.294414,4.264,203.810125,-0.198589,8.055864,0.072264,-413938866.527,-174126280.155,19788123.474,2.988,-16.093,-6.004,-138577108.186,-52619126.699,-22810941.081,11.156,-25.686,-10.995,5.620852,24.381,4.381
387449,132927,60412.242442,303979065.557564,4.271,203.809680,-0.198568,8.056025,0.072246,-413938287.953,-174129396.072,19786960.907,2.988,-16.093,-6.004,-138574947.536,-52624099.691,-22813070.036,11.162,-25.682,-10.995,5.621013,24.381,4.381
387449,136706,60416.257642,305759253.200501,6.236,203.040349,-0.196472,8.325283,0.061147,-412865375.760,-179696712.593,17702325.179,3.197,-16.004,-6.014,-134461776.817,-61289931.098,-26569421.332,13.071,-24.852,-10.654,6.092685,24.422,4.422
387449,136756,60416.280051,305771385.295304,6.296,203.035951,-0.196023,8.326651,0.060967,-412859185.124,-179727695.706,17690682.078,3.198,-16.003,-6.014,-134436424.531,-61338000.100,-26590045.692,13.117,-24.803,-10.652,6.096212,24.422,4.422
387449,144390,60425.125473,311972000.045600,10.002,201.407228,-0.181948,8.754424,0.035074,-410241554.942,-191880250.634,13087898.015,3.651,-15.799,-6.031,-123176381.882,-79338849.649,-34394143.017,16.677,-22.864,-9.738,7.978827,24.564,4.564
387449,144440,60425.149255,311992623.051851,10.071,201.402899,-0.182046,8.755256,0.034859,-410234052.869,-191912712.108,13075506.351,3.652,-15.798,-6.031,-123142042.999,-79385811.888,-34414148.952,16.746,-22.845,-9.735,7.984825,24.565,4.565
387449,145943,60427.164790,313828749.240968,10.999,201.053985,-0.176786,8.818959,0.028390,-409589290.503,-194659607.593,12025034.114,3.753,-15.750,-6.034,-120173514.590,-83250297.259,-36088933.472,17.617,-22.280,-9.499,8.495214,24.602,4.602
387449,145993,60427.188828,313851665.384066,11.069,201.049738,-0.176597,8.819639,0.028170,-409581494.072,-194692317.824,12012502.495,3.755,-15.750,-6.034,-120136858.331,-83296535.116,-36108658.147,17.681,-22.245,-9.496,8.501458,24.603,4.603
387449,147887,60429.167080,315801824.240281,11.870,200.718527,-0.170902,8.869547,0.021997,-408931287.485,-197380139.724,10980953.044,3.854,-15.702,-6.037,-117084630.294,-86992607.513,-37711030.780,18.432,-21.705,-9.253,9.013530,24.641,4.641
387449,147937,60429.190888,315826312.985164,11.939,200.714460,-0.170657,8.870069,0.021780,-408923358.972,-197412438.415,10968535.366,3.855,-15.702,-6.037,-117046650.805,-87037217.237,-37730062.445,18.493,-21.667,-9.250,9.019815,24.641,4.641
387449,148769,60430.124611,316797024.974934,12.172,200.562633,-0.167865,8.889244,0.019191,-408610488.107,-198678194.614,10481487.577,3.902,-15.679,-6.038,-115559649.654,-88745680.849,-38471542.436,18.712,-21.458,-9.132,9.263471,24.659,4.659
387449,148819,60430.148513,316822234.267487,12.242,200.558621,-0.167852,8.889700,0.018971,-408602429.690,-198710572.134,10469018.591,3.903,-15.679,-6.038,-115520937.957,-88789971.581,-38490398.455,18.779,-21.434,-9.129,9.269812,24.660,4.660
387449,150700,60432.126477,318983605.444074,13.016,200.245731,-0.161196,8.921001,0.012767,-407927049.769,-201385751.147,9436958.305,4.001,-15.630,-6.041,-112271492.414,-92337671.324,-40028622.832,19.497,-20.851,-8.871,9.787918,24.698,4.698
387449,150750,60432.150215,319010372.202047,13.085,200.241905,-0.161128,8.921302,0.012549,-407918842.324,-201417806.389,9424569.885,4.003,-15.630,-6.041,-112231437.468,-92380410.218,-40046814.775,19.562,-20.824,-8.868,9.794228,24.699,4.699
387449,152630,60434.110745,321289981.000680,13.790,199.945425,-0.153967,8.939880,0.006503,-407232660.485,-204061127.750,8401220.174,4.100,-15.581,-6.043,-108883250.676,-95792527.408,-41526598.601,20.210,-20.236,-8.602,10.306337,24.737,4.737
387449,152680,60434.134645,321318528.359925,13.859,199.941745,-0.153948,8.940033,0.006284,-407224194.107,-204093301.162,8388742.644,4.101,-15.581,-6.043,-108841446.737,-95834290.187,-41544358.904,20.278,-20.212,-8.599,10.312656,24.738,4.738
387449,152731,60434.156166,321344355.576812,13.921,199.938433,-0.153809,8.940166,0.006087,-407216568.674,-204122269.901,8377507.507,4.102,-15.580,-6.043,-108803689.259,-95871845.051,-41560345.143,20.335,-20.183,-8.596,10.318342,24.738,4.738
387449,152781,60434.178784,321371624.377605,13.986,199.934957,-0.153540,8.940301,0.005883,-407208552.102,-204152715.400,8365699.169,4.103,-15.580,-6.043,-108763893.274,-95911250.998,-41577141.175,20.392,-20.145,-8.593,10.324315,24.739,4.739
387449,168358,60484.025778,412087896.298477,25.698,198.339087,0.079427,5.960229,-0.108635,-384479736.837,-268396159.844,-17655498.066,6.397,-14.214,-6.017,4564115.756,-139437692.252,-60445917.020,29.479,0.366,0.309,18.438341,25.632,5.632
387449,168408,60484.049583,412140811.384685,25.757,198.340981,0.079726,5.957641,-0.108736,-384466580.024,-268425391.249,-17667872.728,6.398,-14.213,-6.017,4624798.685,-139436893.902,-60445276.286,29.529,0.411,0.314,18.439629,25.632,5.632
387449,171915,60487.982126,420898525.764436,25.918,198.704104,0.095385,5.521271,-0.113271,-382264518.645,-273234336.640,-19710806.929,6.565,-14.096,-6.009,14555598.373,-138886436.606,-60207676.384,29.288,2.121,1.084,18.604089,25.688,5.688
387449,171965,60488.005872,420951763.163839,25.979,198.706371,0.095526,5.518581,-0.113365,-382251050.060,-273263253.158,-19723134.438,6.566,-14.095,-6.009,14615744.530,-138882050.943,-60205447.999,29.343,2.155,1.088,18.604996,25.689,5.689
387449,172022,60488.031378,421009084.349650,26.043,198.708810,0.095794,5.515688,-0.113463,-382236581.170,-273294310.745,-19736375.294,6.567,-14.094,-6.009,14680467.520,-138877253.678,-60203044.160,29.397,2.200,1.093,18.605964,25.689,5.689
387449,172023,60488.031824,421010088.711641,26.044,198.708853,0.095800,5.515637,-0.113465,-382236327.947,-273294854.230,-19736607.004,6.567,-14.094,-6.009,14681601.196,-138877168.813,-60203001.998,29.398,2.201,1.093,18.605981,25.689,5.689
387449,172072,60488.055092,421062504.970182,26.101,198.711086,0.096148,5.512996,-0.113552,-382223126.238,-273323185.783,-19748686.196,6.568,-14.093,-6.009,14740746.682,-138872696.122,-60200799.509,29.442,2.250,1.098,18.606856,25.689,5.689
387449,172073,60488.055537,421063508.214074,26.102,198.711129,0.096156,5.512946,-0.113553,-382222873.813,-273323727.445,-19748917.139,6.568,-14.093,-6.009,14741878.336,-138872609.634,-60200757.312,29.442,2.251,1.098,18.606873,25.689,5.689
387449,174943,60490.954787,427580478.539375,26.049,199.019125,0.107052,5.179630,-0.116475,-380562555.550,-276842807.658,-21253180.408,6.689,-14.006,-6.002,22025540.062,-138070262.044,-59854504.297,29.073,3.452,1.666,18.687514,25.729,5.729
387449,174965,60490.965998,427605723.605155,26.078,199.020325,0.107062,5.178324,-0.116515,-380556076.482,-276856372.463,-21258993.842,6.690,-14.005,-6.002,22053713.283,-138066913.347,-59852889.809,29.100,3.463,1.668,18.687811,25.729,5.729
387449,177068,60492.979529,432155871.022917,26.222,199.252901,0.114724,4.941562,-0.118622,-379385054.097,-279287357.195,-22302713.649,6.774,-13.944,-5.998,27084874.524,-137318598.257,-59528457.943,28.989,4.385,2.061,18.724913,25.756,5.756
387449,177118,60493.003463,432210157.700972,26.283,199.255648,0.114901,4.938722,-0.118704,-379371047.606,-279316188.133,-22315114.431,6.775,-13.943,-5.998,27144873.279,-137309492.311,-59524191.182,29.041,4.423,2.066,18.725359,25.756,5.756
